tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_118	SAUSA300_RS00570	4	1	2	6	0	0	0	0	0	0	1	0	5	5	2	8	11	14	6.006	9	8	9	9	4	5	3	6	4	1	1	2	3
unassigned_transcript_119	SAUSA300_RS00575	272	279	304	293.043	36	34	33	32	31	35	22	29	151.266	160.163	143.678	148	217.18	244.252	196.894	220.077	29	28	39	38	28	23	37	39	105	120.025	114.992	120.854
unassigned_transcript_120	SAUSA300_RS00580	1160.118	1093	1175.454	1130	323	321	326	317	316	332.069	298	293	865.532	901.824	907.562	908.664	1694.843	1662.5	1643.732	1666.229	578	576.596	568.002	746.006	622.301	778.056	728.018	757.002	1201.797	1308.272	1271.98	1185.958
unassigned_transcript_121	SAUSA300_RS00585	39	55	51	40	169	218	181	212	184	177	195	186	74.907	71.073	89	73.008	24	34	29	25	30	27	21	32	35	27	32	30	160.005	163	150.005	141.377
unassigned_transcript_122	SAUSA300_RS00590	25	16	27	25	4	3	4	3	3	3	5	1	38.278	37.949	36.872	48.644	12	22	24	21	4	5	4	10	1	8	6	2	8	7	8	7
unassigned_transcript_123	SAUSA300_RS00595	469	423	487.99	462	66	84	63	70	74	83	67	75	567.877	528.519	587.365	537.77	194.473	231.005	210.001	204.103	200	179.999	184.018	240	176	210.012	208.016	219.183	315.241	309.738	290.683	280.035
unassigned_transcript_124	SAUSA300_RS00600	7	4	4.239	2	5	5	6	2	5	10	6	3	15	13.003	15.082	15	7	10	10	6	12	18.001	12	25	14	19	18.014	15.058	12.074	13.411	11.009	15
unassigned_transcript_125	SAUSA300_RS00605	17	11	11.761	11	2	3	3	2	7	4	4	4	20.008	13	14.694	16	22	20	33	21	18	32.602	20	29.385	20	35	32	32.942	9	6	9.991	6
unassigned_transcript_126	SAUSA300_RS00610	2	3	4	1.005	3	1	1	3	2	1	1	2	3	4	10	5	2	3	6.307	3	3	0	4	2	0	4.601	4	3	2.159	2	2	1
unassigned_transcript_127	SAUSA300_RS00615	8	2	7	6.949	1	4	2	1	5	2	5	5	8	10.069	6	5.003	4	5	9.693	4	3	3	1	3	2	3.399	2	5	8.841	7	9.981	13.959
unassigned_transcript_128	SAUSA300_RS00620	8	7	5	4.046	2	3	3	5.043	4	2	2	2	12	17.969	16.025	20.411	18	7	7	9	2	7	6	6.912	7	3	6.622	7	11	16	22.019	12.041
unassigned_transcript_129	SAUSA300_RS00625	3	2	6.441	6	5	0	1	2.957	4	2	2	3	6	13.989	8.904	7.589	5	4	7	8	3	4	2	2.088	5	2.001	9.378	4	9	15	6	9
unassigned_transcript_130	SAUSA300_RS00630	9	6	3.559	6	3	4	4	4	5	6	6	3	14	17	13.071	11.001	13.999	12.018	17	17	13	11	7	21	10	22.071	7	18	16	22	19	15.622
unassigned_transcript_131	SAUSA300_RS00635	15	9	12	11	6	7	6	5	8	16.486	8	3	17	21.005	33.945	31.397	26.001	21	21.982	25	17	9	28.794	21.19	23.929	25.311	16.145	22	37	33.581	40.985	30.561
unassigned_transcript_132	SAUSA300_RS00640	8	4	4.776	3	8	7	9	7	8	8.514	4	3	6	17.995	14.055	12.603	9	17	5.018	6	10	12	5.206	12.811	13.071	7.085	15.855	11.24	16	24.855	29.534	24.817
unassigned_transcript_133	SAUSA300_RS00645	14.996	17.001	15.224	18	8	2	6	5	12	6	9	5.006	16	16.439	18.016	24.013	26	18.004	9	19.106	21.186	10.019	20	32	23	13.709	29	22.76	22.113	35.601	40.481	20.023
unassigned_transcript_134	SAUSA300_RS00650	15.004	10.999	11	12	9	10	6	13	7	7	12	6.994	15	15	13.984	20	20	12.996	20	22.894	22	18	19	18	13	22.823	18	13	24.9	28.963	30	35.978
unassigned_transcript_135	SAUSA300_RS00660	12.187	10.997	8	16.741	0	3	4	0	0	2	4	1	15	2	17	9.001	27.864	20	42.998	29	9.579	6	13	10	15.603	13.549	12	13	11	2	6	3
unassigned_transcript_136	SAUSA300_RS00665	35.813	38.003	27	30.259	6	10	6	5	7	10	8	5	54	39	46	41.617	54.136	50.395	57.002	56.632	86.421	97	70	93.108	74.397	93.451	103.161	84	46.027	49	35	43
unassigned_transcript_137	SAUSA300_RS00670	3681.854	3561.013	3690.02	3626.02	4982.018	5170.038	4914.019	4808.314	4800.236	5127.957	5121	4948.024	279.225	299.985	311.378	299.123	2073.615	2104.246	2060.007	1965.262	519	477.373	538.98	637.862	486.933	687.067	656.604	637.237	1877.413	1991.253	1774.278	1938.926
unassigned_transcript_138	SAUSA300_RS00675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
unassigned_transcript_139	SAUSA300_RS00680	2	3.142	3	3	0	0	0	0	1	0	1	0	0	1	4	1	4	1	2	2	1	1	0	1	1	1	5	4	1	1	1	1
unassigned_transcript_140	SAUSA300_RS00685	1	1.858	3	3	0	0	0	1	0	0	0	0	0	1	0	0	1	3	1	0	1	2	0	2	2	2	4	1	2	0	1	1
unassigned_transcript_141	SAUSA300_RS00690	6	3	3	4	1	1	1	2	0	2	0	0	2	4	4	1	5	8	4	7	5	1	5	4	2	6	3	3	1	1	3	3
unassigned_transcript_142	SAUSA300_RS00695	4	1	4.74	3	0	0	0	0	0	0	0	0	1	3.593	5.099	6.965	6	8	8	8.391	3.999	0	5.129	5.009	6	3	1	5	3.76	2	6	3
unassigned_transcript_143	SAUSA300_RS00700	19	28	30.26	34	1	2	3	0	3	3	2	2	44.003	55.407	62.914	48.035	47	34.09	39	41.609	18.001	17.021	22.871	26.991	12	23	18	18	15.24	14	12	19
unassigned_transcript_144	SAUSA300_RS00705	181	160	164	167	57	69	69	73	80	87	67	60	187.82	181.142	186	174.612	110.695	104	118	86.001	116	102	111	146	102.024	113	126	132.145	104.062	96.619	120	123.686
unassigned_transcript_145	SAUSA300_RS00710	112.554	102.384	117.056	122.467	205.898	251.848	211.71	237.178	209.489	213.867	235.634	229.838	385.621	363.943	359.063	334.223	397.354	383.902	442.508	378.136	545.042	504.074	493.8	610.818	472.027	559.246	615.124	636.919	1029.075	1102.401	1054.725	1049.711
unassigned_transcript_146	SAUSA300_RS15960	22.446	22.616	15.944	18.533	2.102	9.152	8.308	7.139	10.511	6.133	5.366	11.162	53.943	65.112	57.992	64.72	76.811	82.098	70.796	82.264	57.763	66.018	78.484	74.155	73.187	87.759	101.443	76.09	79.35	100.99	83.776	96.611
unassigned_transcript_147	SAUSA300_RS00715	97	92	105	102	45	35	45	46	43	58	33	37	88.287	94	78.097	84.098	107	99	104	99	115.495	79.988	104	129.066	100	123	131.984	139	76.015	106.066	103	99.001
unassigned_transcript_148	SAUSA300_RS00725	6	2	7	2.037	6	3	3.945	4	1	2	2	5	3	5.166	5.041	1	8.013	9	3	8	7	13	14	11	11.227	5	15	5	6	7.346	3	8
unassigned_transcript_149	SAUSA300_RS00730	42	31.163	56.002	46.14	4	8	2.055	2	5	6.95	6	2	41	36	38.959	44.999	34.987	29.122	26.006	43	31.882	38	45	47.188	25.785	34	47.08	26	18	28.728	27.003	29
unassigned_transcript_150	SAUSA300_RS00735	260.061	301.046	258.308	224.219	486.987	470.875	497.962	465.723	488.835	497.459	451.866	494.408	269.69	261.903	256.105	251.334	265.893	276.237	241.878	267.177	245.427	303.744	285.888	330.575	296.942	336.434	370	326.357	552.035	573.291	545.439	577.914
unassigned_transcript_151	SAUSA300_RS00740	1907.94	1819.362	1882.764	1767.605	1331.014	1221.231	1265.072	1256.216	1210.448	1288.717	1249.424	1278.592	893.143	879.99	896.625	913.331	1645.887	1620.424	1642.014	1547.332	981.032	1100.756	1056.32	1227.628	995.295	1278.453	1357.384	1255.606	1785.316	1772.045	1749.589	1783.918
unassigned_transcript_152	SAUSA300_RS00745	4	4.967	2.882	3	3	2.007	1	2	1	2	0	3	6	8.983	4	5	7	4	13	8	7	8.996	6.007	9	9	8	10	12	8	4	8	12
unassigned_transcript_153	SAUSA300_RS00750	6	3.033	5.118	4	1	1.993	1	0	0	0	0	3	8.974	5.017	4	9	5.05	5.028	16	7	11	2.004	4.993	10.973	6	10	8.942	4	1	6	7	4
unassigned_transcript_154	SAUSA300_RS00755	4	2	5	7	2	0	0	1	0	0	0	1	7.026	5	7	6	10.95	4	7	4	11	6	7	6.027	10	15	8.058	11	11	9	12	3
unassigned_transcript_155	SAUSA300_RS00760	6	6	3	7	2	1	3	2	0	1	0	0	9.003	10	8	11	13	19	15	17	13	6	7	9	7	9	13	16	6	8	4	10
unassigned_transcript_156	SAUSA300_RS00765	18	14	12	11	5	12	10	5	4	7	5.048	11	27.007	24.002	36	25.996	13	9	7	16	10	15.002	11	15.629	8	15	12	16.047	33	31.37	26.002	30.843
unassigned_transcript_157	SAUSA300_RS00770	64	59	68	75	37	59	47	39	46	38	40.952	57	65.003	58	58	85	65.026	90.001	72	67.441	88	82.998	70	96.371	77	101	91	99	118	115.63	125	99.169
unassigned_transcript_158	SAUSA300_RS00775	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
unassigned_transcript_159	SAUSA300_RS15710	8	2	2	5	0	0	0	0	0	0	0	1	4	3	4	1	2	1	3	4	2	2	1	2	1	0	0	0	1	1	2	2
unassigned_transcript_160	SAUSA300_RS00790	1	1	1	0	0	4	1	1	2	0	0	0	2	1	1	3	0	0	2	2	0	4	2	0	0	0	2	1	0	2	1	1
unassigned_transcript_161	SAUSA300_RS15720	7	5	4	2	1	2	4	1	1	0	3	2	2	4	5.093	3	8	4	8	1	6	2	1	7	2	2	12	10	3	3	3	1
unassigned_transcript_162	SAUSA300_RS00800	832	806.006	903	843	291	306	290	275	262	309	245	278	332.492	291.781	340.286	314.35	1350.397	1447.847	1393.37	1412.198	177	197	203	246.636	204	245	215	255	3138.13	3311.153	3012.432	3182.583
unassigned_transcript_163	SAUSA300_RS00805	32.003	28.001	33.024	37.002	7	1	4	0	1	1	4	2	45	62.049	54.022	50.001	35.995	36	29.079	33.008	7.133	6	5	11.061	5	14	15	11	121.878	123.186	134.484	122.71
unassigned_transcript_164	SAUSA300_RS00810	40.89	39.814	35.773	46.022	4.915	7	5.045	10.871	5	4	2	5	77.771	61.615	63.986	64.665	56.937	46.238	35.331	44.749	21.995	12.068	22.735	23.867	15.936	17.917	26.606	21.82	344.678	421.948	444.521	397.027
unassigned_transcript_165	SAUSA300_RS00815	44.106	53.185	63.189	49.976	8.085	8	11.955	4.129	9	8	6	8	94.932	89.838	83.954	81.334	78.028	63.305	76.417	58.243	25	23.932	21.265	29.431	12.064	27.083	25.394	16.317	321.03	344.644	372.147	344.667
unassigned_transcript_166	SAUSA300_RS00820	65	74	75.592	68.179	35	32.004	25	30.185	30	41	26	37	129.144	149	127.001	101.37	78.587	112.304	110	104	44	50	47	65	44	53	41.659	58	885.343	894.959	905.157	840.833
unassigned_transcript_167	SAUSA300_RS00825	27	22.849	29.371	28.821	19	18.681	16.185	20.815	14	17	18	19.096	61.728	47.432	52	48.638	31.733	51.153	42	33	19.351	16	21	35	19	32	24.194	25.867	343.885	347.149	393.029	376.681
unassigned_transcript_168	SAUSA300_RS00830	36	34.309	32.052	36.961	11	17.256	16.815	15.968	10	15	18	12.904	69.085	72.592	77.747	79.538	50.747	54	57.053	61.386	33.649	21	25	34.018	28.355	27.096	27.007	28.133	388.148	381.249	415.994	352.399
unassigned_transcript_169	SAUSA300_RS00835	23.737	27.465	31.86	37.018	16.428	15.058	31	24.032	15.976	13	30	18	69.75	73.599	90.54	65.236	59.362	57.652	61.728	59.894	15	26	19	43.948	31.645	33.243	33.685	23	385.794	410.348	414.427	410.785
unassigned_transcript_170	SAUSA300_RS00840	14.898	18.366	13.155	9.468	6.572	8.827	3	5	3.98	7	3.996	4	37.428	32.126	41.029	38.692	33.224	34.033	35.305	48.091	18	17.556	13	11.686	6.549	19.495	14.206	18.076	158.346	175.84	162.098	169.863
unassigned_transcript_171	SAUSA300_RS00845	20.102	32.991	42.974	26.554	4	6.173	3	2	1.044	0	2.591	5	75.821	70.195	81.995	84.236	53.247	53.312	49.684	72.943	16.922	9.444	6	15.347	16.451	20.642	11.909	18.924	84.706	102.475	97.033	102.487
unassigned_transcript_172	SAUSA300_RS00850	23	21.149	26.214	23.127	5	4	1	1	6	3	2.412	3	59.957	65.765	75.223	64.077	48	34.509	43.268	56.989	7.078	8	12.886	14	17	10	17	7	77.408	100.969	102.744	101.058
unassigned_transcript_173	SAUSA300_RS00855	14.795	13.796	19.4	15.116	1	3	0.7	2	1	2	1	1	52.056	44.852	45.63	42.805	30.439	27.803	20.037	17.998	4	5.689	3	4.696	0	2	1	5	23.527	28.674	22.66	22.043
unassigned_transcript_174	SAUSA300_RS00860	42.205	43.062	48.396	56.884	26.976	19	19.3	14	22	20.671	12	30	198.022	184.19	169.813	171.808	110.561	99.271	80.194	93.89	55	56.312	63	54.304	51	43	55.309	60.255	344.213	334.748	325.158	352.816
unassigned_transcript_175	SAUSA300_RS00865	44.02	36.377	35.883	31.076	26.024	29.8	16	14	22.128	21.313	24.716	20.916	124.313	117.762	129.674	108.183	55.27	61.586	40.49	69.644	32.714	29.179	27	34.923	32.508	29	36.6	46.817	219.133	217.235	219.693	205.118
unassigned_transcript_176	SAUSA300_RS00870	52.98	55.612	53.176	41.924	13	7.2	9	20	6.872	5.851	6.284	8.98	209.68	215.951	218.424	195.057	109.527	117.508	111.109	129.33	22.797	32.788	37.424	30.077	29.492	42	35.865	40.928	265.315	249.041	279.473	253.678
unassigned_transcript_177	SAUSA300_RS00875	80	83	84.893	93.663	40	30	36	39	31	41.496	33	43.104	389.014	344.979	395.914	369.367	174.199	185.305	187.23	159.322	80.489	69.996	72.576	94	68	96.993	85.609	88.928	545.942	550.659	515.623	497.761
unassigned_transcript_178	SAUSA300_RS00880	115	116	108.107	108.337	55	50	55	38	61	40.669	57	48	341.655	376.284	363.017	375.813	158.032	159.246	179	194.124	108	92.004	78	137	93	102.159	124.031	110	396.369	391.599	389.323	427.232
unassigned_transcript_179	SAUSA300_RS00885	14.851	24.669	13	15.361	1	2	3	2	3	2.678	1	3.812	24.78	28.904	13.492	18.554	18.277	16	14.563	13	17.457	19.83	19.871	14.995	10.021	16.94	17	14.945	6.162	4.469	5.274	11
unassigned_transcript_180	SAUSA300_RS00890	15.149	14.331	14	20.639	7	7	11	11	6	6.322	1	4.188	20.22	20.516	27.418	20.446	9.723	13	11.434	13	15.543	17.17	13.129	23.005	16.979	21.06	17	17.055	5.871	12.531	7.726	4
unassigned_transcript_181	SAUSA300_RS00895	17816.968	17074.645	18247.641	17864.181	2097.998	2168.002	2159.91	2100.883	2160.011	2111.92	2242	2247.991	16781.721	16881.359	17210.12	16387.767	2205.995	2215.858	2120.911	2155.278	1789.394	1697.947	1665.096	2052.847	1702.976	2256.977	2146.513	2068.142	1358.999	1475.412	1370.982	1361.503
unassigned_transcript_182	SAUSA300_RS00900	477	436.916	467	446	76	73	96	71	82	84	85	75	148.957	165.374	145.819	161.182	316.381	312.996	254	306.29	58	62	54	74	60	78	69	76	61	56	52	63
unassigned_transcript_183	SAUSA300_RS00905	311.001	264	312	310	370	355	385	343	368	370	359	360	196.983	202.966	206	189.956	298.995	305	303.98	287	53	43	45	69	51	54	70	50	102	111	108.988	115
unassigned_transcript_184	SAUSA300_RS00910	127	154	161	153.017	87	79	91	81	72	97	90	82	1055.863	1093.529	1134.801	1083.029	377.96	420.196	407.855	401.062	96	92	95	119.001	81.008	128	123.386	102.002	857.02	838.986	789.488	857.04
unassigned_transcript_185	SAUSA300_RS00915	85	79	85.307	80.999	48	57.081	57	55	56	60	56	53	781.278	727.946	793.588	797.361	240.699	257.183	250.238	268.723	67	77.845	71	78.076	49.002	73	90.072	98	643.127	615.642	604.928	593.204
unassigned_transcript_186	SAUSA300_RS00920	85	82.595	79.158	78.252	110.933	101.919	101.792	123.929	90.8	106	102.958	96.727	1003.359	978.954	964.212	987.383	295.358	261.53	301.202	291.527	114.88	89.155	113.002	128.731	107.952	130.349	135.853	135.385	1149.18	1125.808	1127.116	1173.267
unassigned_transcript_187	SAUSA300_RS00925	48	61.407	77.535	50.979	33.067	32	33.208	29.08	32.223	31.211	28.042	29.273	612.365	623.381	653.785	643.744	234.905	261.453	223.093	239.56	70.12	60.504	64.948	68.031	56.003	81.682	67.253	66.795	663.94	701.25	675.833	678.615
unassigned_transcript_188	SAUSA300_RS00930	109	99.998	121	120.769	57	68	59	52	62	60.789	59	50	1061.066	1095.986	1141.716	1104.065	409.952	383.73	400.488	394.84	150	142.63	126.426	158.162	120.043	162	152.116	141.058	1224.313	1387.433	1259.408	1306.933
unassigned_transcript_189	SAUSA300_RS00935	1185	1160.013	1158.827	1175.458	432	417	415	425	423	458	430	459	861.322	921.215	929.687	913.971	1114.793	1069.168	1124.547	1115.374	641.563	659.343	616.253	756.292	562.014	753	810.869	818.563	548.818	599.305	604.191	572.287
unassigned_transcript_190	SAUSA300_RS00940	108	85	93.989	95	185	179	191	193	192	182	192.003	153	59	54	60	56.001	1450.176	1465.573	1493.477	1485.507	1233.607	1319.352	1242.097	1608.067	1247.44	1543.765	1566.702	1591.62	302.094	313.002	315.002	305.542
unassigned_transcript_191	SAUSA300_RS00945	370	342	326	337	57	59	57	62	50	40	52	49	100.915	113.947	119	102.164	509.229	467.122	543.225	472.18	436.135	449.741	415.015	504.432	373.341	510.016	483.958	527	406.642	399.818	444.826	447.15
unassigned_transcript_192	SAUSA300_RS00950	1884.165	1843.957	1998.97	1929.154	1215.126	1199.055	1198.833	1156.988	1188.501	1198.848	1160.764	1200.437	2588.299	2711.096	2563.538	2581.762	6088.805	6176.825	5966.91	5951.017	4441.394	4307.346	4397.096	5279.116	4200.093	5442.506	5464.455	5355.395	11366.222	11859.574	11762.88	11712.059
unassigned_transcript_193	SAUSA300_RS00955	321.835	282.043	279.092	279.709	64.636	79.945	54.175	55.012	58.499	60.05	76.236	53.152	384.825	394.386	376.194	410.035	723.946	760.836	732.513	693.78	415.672	365.729	393.886	496.938	368.194	484.298	463.182	483.394	879.929	961.829	934.786	918.42
unassigned_transcript_194	SAUSA300_RS00960	1205	1182	1244	1219	1095.128	1065	1026	1003	1051.005	1111.048	1039	1002	644.211	721.449	734.126	720.317	1722.384	1870.229	1895.099	1754.728	920.045	918.004	924.567	1112.282	859	1074.251	1155.047	1102.016	4527.151	4500.937	4395.34	4417.925
unassigned_transcript_195	SAUSA300_RS00965	8	3	5	2	6	2	5	2	0	3	0	1	17	18	19	14	9	14	9	10	15	18	15	20.779	11	15.715	16	21.615	20.002	12.834	16.744	12.263
unassigned_transcript_196	SAUSA300_RS00970	4	7	8	5	4	4	8	6	5	6	5	2	12	21	15.045	11	14	14.001	13	10	23	7.769	18	29.221	17	25.285	27.009	25.385	20	24.166	32.253	25
unassigned_transcript_197	SAUSA300_RS00975	7	2	6	6	2	4	0	2	2	1	1	4	10	5.984	10	11	7	5	8	6	14	11.231	9	18	10	12	16	24	10	10	11.596	9
unassigned_transcript_198	SAUSA300_RS00980	7	6	3	5	10	6	6	2	5	4	6	12	11	15	7	18	6	7	13	12	25	23	21	18	16	21	32	20	12	9	10.404	9
unassigned_transcript_199	SAUSA300_RS00985	144	124	123	118	15	14	20	18	27	16	21	11	376.379	344.984	392.802	362.4	386.998	399.998	332.121	390.002	299.004	309.342	282.018	371	286.001	387.338	363.09	350.051	153.832	141.811	124.906	121
unassigned_transcript_200	SAUSA300_RS00990	539.356	557.95	543.312	559.305	112.064	113.063	108.19	107.932	83.005	109.654	92	91	2078.493	2083.966	2053.488	2043.661	290.66	288.087	279.955	283.351	113.205	127.04	117.822	128.677	95.179	140.631	139.384	122	45.701	51.12	52.432	60.062
unassigned_transcript_201	SAUSA300_RS00995	2551.839	2505.444	2685.688	2565.055	582.94	542.937	564.81	520.067	616.995	579.346	643	590.002	9019.207	9116.43	9186.399	8971.943	821.298	845.178	859.296	796.12	499.346	457.922	476.197	614.133	482.838	608.824	576.421	651.001	232.321	246.314	257.568	245.409
unassigned_transcript_202	SAUSA300_RS01000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_203	SAUSA300_RS01005	73	49	60	62	39	40	51	28	48	48	34	37	92.004	115.412	102	89.004	89.016	93.721	102	106	110	109.923	92	139	100.985	150	144	123.001	1001.413	1059.061	1070.841	1058.967
unassigned_transcript_204	SAUSA300_RS01010	794.895	746.943	752.863	744.189	242.223	252.319	291.217	230.141	292.322	264.779	263.479	244.882	1384.599	1385.188	1337.997	1315.693	852.009	862.392	877.321	833.551	1274.986	1225.127	1212.517	1481.999	1175.189	1590.414	1447.996	1432.169	640.095	657.098	618.551	681.462
unassigned_transcript_205	SAUSA300_RS01015	438.663	460.684	432.426	463.564	414.539	414.931	455.671	468.051	446.126	427.981	461.389	450.687	884.384	854.684	878.867	828.605	508.019	594.937	525.895	534.022	1123.287	1072.383	1085.021	1451.863	1080.019	1373.429	1363.806	1345.369	514.695	623.042	588.433	557.973
unassigned_transcript_206	SAUSA300_RS01020	510.466	538.382	520.982	453.324	453.758	449.799	446.122	414.792	435.551	465.249	467.131	470.625	1219.824	1256.214	1320.171	1190.046	1158.395	1140.267	1162.353	1113.657	1402.335	1333.467	1396.97	1727.58	1402.339	1737.6	1658.327	1667.872	757.923	740.34	743.117	765.732
unassigned_transcript_207	SAUSA300_RS01025	251.994	232.991	247.997	233.923	74.701	59.95	63.993	71.016	81	79.991	64.001	80.805	755.599	711.888	763.71	751.773	779.293	831.901	824.951	863.676	724.668	718.839	687.915	890.179	701.752	874.468	851.617	905.766	271.177	291.468	280.971	278.764
unassigned_transcript_208	SAUSA300_RS01030	5	4	5	5	0	0	0	0	0	1	1	0	4.638	3	5	4	5	3	1	2	1	3	1	3	2	7	6	2	1	1	2	2
unassigned_transcript_209	SAUSA300_RS01035	260	205.965	237	224	63	57	61	71	57	70	66	57	434.529	419.745	434.333	476.143	565.827	607.761	616.995	590.651	630.131	549	594.207	697.661	510	693.508	662	735.981	504.046	466.233	442.412	430.125
unassigned_transcript_210	SAUSA300_RS01040	192.115	211.301	185.922	196.569	15	16.71	12	17	14	15	14	8	145	132.309	139.142	154.51	137.292	121.474	106.852	128.336	72.036	56.326	46.727	68.254	56.004	69.355	76	62.458	40	39.896	38	27
unassigned_transcript_211	SAUSA300_RS01045	158.719	170.623	209.457	182.993	10.545	9.373	14.093	15.423	17	20.84	7	14	159.003	127.115	141.264	142.746	132.323	133.826	128.455	128.773	68.963	71.017	64.421	94.746	70.024	98.645	89.336	76.847	43.001	41.104	45.004	42
unassigned_transcript_212	SAUSA300_RS01050	172.167	175.075	166	184.437	8.455	9.916	14.907	11.577	13	17.16	10	13	152.568	168.743	160.996	177.584	148.075	125.505	132.772	127.003	70	80.655	71	96	86.976	101	76.664	97	47.061	31.081	47.967	43
unassigned_transcript_213	SAUSA300_RS01055	39	42	43	27	20	24	26	18	14	15	15	19	80.172	97.036	99.001	102	58	65	61.002	61	42	50	37	42	31	65	51	47	86	77.006	85	87
unassigned_transcript_214	SAUSA300_RS01060	5	2.014	7	7	5	5	1	1.014	4	2	5	2	39.663	37	37	24.1	10	12	28.729	24	5.038	8.069	13	13	9	8	8	14	14.285	12	10	11.856
unassigned_transcript_215	SAUSA300_RS01065	3	3.986	6	6	4	5	1	6.986	0	4	0	3	34.337	35.026	32.803	20.333	25	27	21.276	24.166	10.962	12.931	15	13.568	18	8	20.203	14.13	21.753	18.646	20.005	13.144
unassigned_transcript_216	SAUSA300_RS01070	9	11	9.344	14	11	11	5	8	10	11	6	9	66.77	58.978	73.229	59.563	46	47.083	51.683	42.834	36	38	25.194	44.362	38.015	30	38	32.274	53.917	58.354	51.957	51
unassigned_transcript_217	SAUSA300_RS01075	22	22	19.656	26	21	33	27	14	19.002	14	14	12	94.395	81	80	83.409	61	56.01	64.317	75	49	62	50.806	71.069	51	69	50	67.596	89.054	95	96.039	86
unassigned_transcript_218	SAUSA300_RS01080	150	124	150	145	9	13	17	17	16	16	22	13	116.545	126.838	117.543	122.787	124	119.999	108	107.288	47	40	56	48	45	80.842	58	49	32	25.118	36	21
unassigned_transcript_219	SAUSA300_RS01085	682	633	669	650	299	294	272	312	284.479	320	250	272	340.508	316.213	375.44	355.772	419.952	427.212	379.875	411.72	72	87	58	102.174	67.773	84	77	94	165.416	169.013	163	165.887
unassigned_transcript_220	SAUSA300_RS01090	77	69	63	52	213	200	165	175	230	201	193	193	28.156	30	32	47	9	9	9	7	13	8	11	12	14	13	17	8	17	25	19	22
unassigned_transcript_221	SAUSA300_RS01095	31.064	22.939	39	30.996	4	3	3	8	8	3	3.967	8	48.611	36.655	51.98	37	33	31	25.936	17	20	18	19	23	12	21	36	34.298	72.799	85.416	78.346	67.019
unassigned_transcript_222	SAUSA300_RS01100	72.936	63.056	76	67.004	17.135	11	12	12	16	14	15.033	17	104.459	104.348	95.688	98.607	69.021	75.001	79.641	69.592	51	40.363	40.984	41	38.962	57.975	65	43.702	195.951	191.806	195.704	215.922
unassigned_transcript_223	SAUSA300_RS01105	124	120.005	115	132.972	62.865	68	54	62	60	68	43	63	153.639	153.089	181.087	164.239	165.677	177.117	193.029	181.087	55	42.637	70	75.004	52.873	69.086	73.006	60	302.584	389.124	343.342	301.34
unassigned_transcript_224	SAUSA300_RS01110	33	36	32	33.028	3	6	1	5	4	4	1	2	120.987	107.998	128.834	128.233	101.293	87.772	88.962	80.327	36	45.01	38	43	31.166	39	48	42	201.524	222.081	185.125	205.74
unassigned_transcript_225	SAUSA300_RS01115	57.916	65.159	71.004	68.639	50.959	47	42.404	41	45	39	58.969	44.93	214.816	247.718	235.678	238.825	161.011	156.781	169.532	182.128	105.754	84.395	84.915	122.716	99.943	120.047	123.637	118.001	892.773	820.441	882.302	903.694
unassigned_transcript_226	SAUSA300_RS01120	46.084	54.121	43	53.361	43.041	35	42.679	34.274	45	41	34.031	28.07	169.23	184.421	181.335	169.769	153.273	149.22	151.482	153.977	64.246	84.595	63.653	72.279	62.626	96.07	85.365	100.994	568.065	551.739	563.162	534.345
unassigned_transcript_227	SAUSA300_RS01125	74	64.001	74	66	26	34	39.917	35.726	32	30	38	32	184.116	185.014	189.28	180.729	216	218.038	215.06	230.56	78.005	72	72.432	83	62.661	102.946	95.048	97	557.225	536.075	516.232	545.947
