gene_id	gene_name	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
SAUSA300_RS00075	SAUSA300_RS00075	136.250585	130.731915	135.463707	135.311953	55.337477	60.272781	54.043758	59.086125	57.34379	56.20988	55.24177	57.359783	260.02799	246.069113	256.216847	249.145661	145.341139	147.014796	142.003302	151.251076	267.378498	274.834992	265.254299	267.855647	271.655779	272.548362	268.277907	265.042509	219.285072	226.341202	213.770597	208.050635
SAUSA300_RS00080	SAUSA300_RS00080	204.331189	198.997736	182.446069	214.760001	35.162098	36.017156	41.143438	36.663585	33.421643	34.108828	32.563361	29.413567	549.6586	600.267907	523.824418	582.360681	284.951513	295.609463	267.771063	289.278164	510.130929	485.765581	458.766465	503.822922	482.097067	524.435791	553.384637	518.770186	524.30257	581.493171	514.275035	464.621014
SAUSA300_RS00085	SAUSA300_RS00085	75.288561	74.601758	72.84902	74.156744	53.182593	51.594258	57.37324	52.292258	47.761342	57.935793	54.974852	53.581068	265.920682	276.567012	263.830611	270.310151	113.372209	120.338573	129.433156	121.232503	282.686886	286.868033	293.731756	287.546105	299.442927	293.749625	288.32156	269.666497	211.471071	224.716864	223.745675	211.917899
SAUSA300_RS00090	SAUSA300_RS00090	5.198445	6.930931	3.206924	5.069638	4.570671	7.513101	8.012707	8.161787	9.870759	7.591785	6.681469	6.190414	8.68636	10.635578	10.009816	10.866127	9.702681	13.063462	13.909125	8.130939	40.356278	45.077108	46.361167	45.472857	44.799173	49.185137	45.224888	44.802745	7.576608	8.564534	4.903771	8.915872
SAUSA300_RS00095	SAUSA300_RS00095	19.069609	0	18.574877	19.209278	398.225764	345.503409	203.550511	393.279456	336.859652	401.587817	389.002776	380.336069	24.137239	24.387795	23.193473	0	0	19.745644	39.210753	85.134708	149.3376	345.816613	266.236677	154.916457	370.5803	270.050916	435.310514	320.481431	77.943162	68.912116	0	50.612996
SAUSA300_RS00100	SAUSA300_RS00100	19.554416	0	38.079413	0	428.441136	498.214887	339.722353	210.554606	404.153533	258.177306	277.376807	390.92006	0	25.447688	48.586233	0	42.648427	141.27826	19.71222	20.855478	258.966318	272.185639	257.728968	280.843586	257.094994	234.084942	321.289373	355.723314	53.068354	134.209883	50.477055	0
SAUSA300_RS00105	SAUSA300_RS00105	539.376264	542.640021	539.389662	541.895699	381.249908	409.847743	378.017394	402.654546	383.227279	403.693049	388.088404	398.055188	587.845772	587.616302	587.788732	573.473287	326.265259	311.361879	326.457841	316.163682	353.685938	366.685125	351.084298	347.153802	381.315303	360.025353	360.934011	349.55874	375.96615	371.571165	365.409891	355.630653
SAUSA300_RS00110	SAUSA300_RS00110	261.768784	257.260935	257.013078	250.676008	142.567799	143.029823	145.838562	143.995758	146.145771	138.136965	144.912882	136.264691	348.134729	359.560683	354.596885	362.27223	150.070916	148.249399	158.962261	156.460604	240.268881	245.722893	243.853122	240.04908	247.289335	238.004039	241.557951	244.220939	202.881882	207.537737	213.302225	192.139248
SAUSA300_RS00115	SAUSA300_RS00115	220.031749	215.716455	220.572192	213.434563	38.311185	36.406626	30.875425	34.385212	32.643199	35.372635	32.750925	35.276079	456.675561	439.353906	449.701813	442.814016	161.81034	156.175176	154.869573	155.132529	269.505634	258.954921	278.14941	276.22573	277.764898	276.282119	271.234913	277.671331	190.133042	201.31245	204.162165	193.320364
SAUSA300_RS00120	SAUSA300_RS00120	180.201817	172.956978	171.692281	173.65516	24.660353	24.31163	19.333141	22.106496	26.996513	26.190097	26.688983	25.292756	439.590266	456.700988	479.084254	418.626766	144.436816	142.992188	144.249206	140.424228	218.021408	226.608402	237.809369	240.438868	197.763892	226.268656	229.865071	211.157088	160.249912	180.956703	193.114245	172.52738
SAUSA300_RS00125	SAUSA300_RS00125	39.138262	46.608167	43.239794	40.168122	27.709236	26.656086	27.378381	21.239456	27.741229	29.48827	24.774262	25.118094	35.102201	29.860634	32.169713	27.666694	22.90516	22.753473	24.95796	24.161639	42.137225	42.703404	41.930725	40.737368	46.997527	47.94936	43.635584	39.049076	18.185164	22.481235	21.787391	21.498972
SAUSA300_RS00130	SAUSA300_RS00130	3.454208	3.921682	4.073522	3.885993	5.444231	3.906821	4.783035	4.637441	5.528081	5.618748	5.636964	5.364768	10.193158	11.037813	11.383998	11.37817	2.32247	2.195952	2.384415	2.630669	8.644673	10.039525	8.129301	9.431447	10.124992	9.523425	10.607053	9.872894	4.664439	4.539504	5.366509	4.936085
SAUSA300_RS00135	SAUSA300_RS00135	53.680474	60.703392	57.720126	55.01738	141.612176	140.537499	114.410981	115.31286	133.55763	111.340529	112.194136	132.832567	151.798462	161.471855	136.714931	151.112027	46.336566	51.11506	39.745666	40.284158	191.07113	183.064728	175.310391	186.735779	181.163208	195.924858	183.912473	211.625193	123.283625	141.122169	127.637993	141.557962
SAUSA300_RS00140	SAUSA300_RS00140	48.933888	47.306647	44.789291	47.621933	7.856057	9.96274	9.122768	9.602128	9.491854	12.715753	9.889074	9.514762	68.280479	60.828406	67.986287	63.254658	35.086389	34.512634	35.09583	33.052885	51.62857	45.937038	44.791353	50.544234	42.254229	48.155081	52.030453	38.94101	30.614323	29.956166	29.889615	28.346726
SAUSA300_RS00145	SAUSA300_RS00145	5.835749	10.050276	7.031668	5.037824	3.871506	2.902082	3.249351	2.646207	3.655625	1.2778	2.599096	2.581265	13.173013	7.75808	14.09901	8.983899	6.449623	4.775317	7.387664	8.192363	10.718912	16.831967	19.604982	15.741426	18.971977	17.891039	12.722618	13.158861	10.954171	12.090278	9.673217	9.180647
SAUSA300_RS00155	SAUSA300_RS00155	91.159575	97.85127	96.131064	97.132465	20.757317	25.291622	19.184423	21.572559	24.367002	18.019235	21.475578	17.62958	105.206412	103.961204	104.575778	102.314939	41.181179	49.014473	39.861476	41.231145	49.958685	51.183486	57.654408	54.315751	47.684868	52.934748	51.024234	47.143412	30.227457	32.760241	32.896688	26.832814
SAUSA300_RS00160	SAUSA300_RS00160	52.162168	57.709678	70.819135	52.000462	6.813936	11.149105	11.866143	6.352308	8.173454	7.358902	7.484586	4.337664	65.54289	68.838821	63.494741	75.297991	39.544423	34.679942	27.333428	34.474546	21.65255	20.910584	22.891928	16.008245	33.305306	27.252958	27.861218	30.412359	9.469172	13.917764	6.648325	10.527644
SAUSA300_RS00165	SAUSA300_RS00165	539.129974	532.213671	533.053211	533.013475	78.763325	77.346861	74.113807	81.193934	76.141852	79.056403	75.619407	74.252012	1119.117355	1125.982314	1128.523205	1115.917803	659.070533	663.62034	663.478153	673.689028	988.805664	971.088149	979.695401	980.305958	975.114361	1004.834581	974.326957	963.889225	467.251042	486.692842	478.255307	449.498712
SAUSA300_RS00170	SAUSA300_RS00170	145.265524	141.567247	131.009979	139.205973	10.429586	10.421702	9.892827	10.279721	12.393286	9.533668	11.512171	9.624337	149.249999	156.729113	152.332394	147.183655	100.422196	103.274387	103.060853	101.579372	53.842758	58.786404	56.574282	53.078929	56.344919	61.00402	48.561478	56.779881	24.76708	28.407064	26.110024	23.825295
SAUSA300_RS00175	SAUSA300_RS00175	601.051362	560.298133	509.331135	601.794434	211.233871	172.951612	200.637875	227.748298	210.243315	210.63202	207.678962	207.865885	610.10104	759.258611	701.001647	799.499708	428.37389	455.723447	404.266071	482.551506	775.609823	808.859029	721.433365	707.513696	847.751419	732.44557	704.942259	764.090268	574.896737	736.879241	610.012554	610.119076
SAUSA300_RS00180	SAUSA300_RS00180	0.748437	0.191546	0.459634	0.280166	0	0	0	0	0	0	0	0.114109	0.273351	0.273598	0.133574	0	0.197929	0.099118	0.20303	0.309404	0	0	0	0.154371	0.197011	0	0.154881	0.154794	0	0	0	0
SAUSA300_RS00185	SAUSA300_RS00185	0	0	0	0	0	0	0	0	0	0	0.48329	0	0	0	0.563799	0	0	0	0.430577	0	0.798278	0.809063	0.811707	0	1.662889	1.29907	0	1.307611	0.547472	0	0.555363	0
SAUSA300_RS00190	SAUSA300_RS00190	0	0	0	1.801246	1.07262	0	1.081831	0	0	0	0	1.073216	0	2.626109	1.27821	0	0	0.948689	0	0.990457	0	5.448696	3.647877	0	0	0	1.467957	1.468281	2.676431	0	5.43404	0
SAUSA300_RS00195	SAUSA300_RS00195	0	0	0	0	0	0	0	1.777113	0	0	0	0	0	2.10681	0	0	0	0	0	0	4.335102	1.464588	0	2.359978	0	1.175599	0	1.184547	0	0	1.073251	3.059814
SAUSA300_RS00200	SAUSA300_RS00200	6.00628	5.864919	5.629411	5.903338	3.608198	2.928986	4.084555	3.698719	3.600069	3.572862	4.428409	3.832071	13.902934	13.334822	13.06445	14.565543	4.971262	4.992865	5.539654	7.433925	10.845661	9.845785	9.977749	11.281995	10.313259	10.063104	10.249486	9.020565	6.449483	7.086577	5.346739	6.64877
SAUSA300_RS00205	SAUSA300_RS00205	1.141606	1.168719	1.345958	1.70965	0.696234	0.139126	0.700659	0.856459	0.573669	0.827293	1.262028	0.835179	5.170034	4.72564	4.88927	3.195192	1.940441	1.451305	1.703684	1.009721	2.540727	2.338911	4.455653	4.143501	3.845964	2.991052	2.456634	3.777481	3.060571	3.816219	3.249026	3.081164
SAUSA300_RS00210	SAUSA300_RS00210	1.667033	0.938596	1.39239	1.663944	0.305182	0.508162	0.614143	0.729948	0.523857	0.604387	0.307328	0.305043	2.557203	2.437589	2.975352	3.192626	1.144927	0.971416	1.356519	2.11333	2.361643	2.220426	2.226129	2.888256	4.037331	1.648213	2.483958	2.206671	2.321298	2.975832	2.031245	1.824639
SAUSA300_RS00215	SAUSA300_RS00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00220	SAUSA300_RS00220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00225	SAUSA300_RS00225	0	0	0	0	0	0	0.375755	0	0	0	0.125343	0	0	0	0	0	0	0	0.110712	0	0	0	0	0	0	0	0	0	0.129809	0	0.263066	0
SAUSA300_RS00235	SAUSA300_RS00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00240	SAUSA300_RS00240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00245	SAUSA300_RS00245	0	0	0.29123	0	0	0	0.36326	0	0.371475	0	0	0	0	0	0	0	0.940961	0	0	0.327267	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00250	SAUSA300_RS00250	0	0	0	0	0	0	0.207158	0	0	0	0	0	0	0	0	0	0.178495	0	0.183405	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00255	SAUSA300_RS00255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00260	SAUSA300_RS00260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00265	SAUSA300_RS00265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00270	SAUSA300_RS00270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00275	SAUSA300_RS00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00280	SAUSA300_RS00280	0	0	0	0	0	0	0	0.175567	0	0	0	0	0	0	0	0	0	0	0	0.154887	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00285	SAUSA300_RS00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00290	SAUSA300_RS00290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00295	SAUSA300_RS00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00300	SAUSA300_RS00300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00305	SAUSA300_RS00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00310	SAUSA300_RS00310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00315	SAUSA300_RS00315	0	0	0	0	0	0.197522	0	0.202645	0	0	0.19906	0.197629	0	0	0	0	0.171429	0	0	0.357714	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00320	SAUSA300_RS00320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00325	SAUSA300_RS00325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00330	SAUSA300_RS00330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00335	SAUSA300_RS00335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00340	SAUSA300_RS00340	0	0.518786	0	0	0	1.225142	0	0.628236	0.631229	1.819481	0.616845	0	0	0	0	0	8.032127	4.286676	3.861183	9.501077	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00355	SAUSA300_RS00355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219647	0.220094	0.677268	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00360	SAUSA300_RS00360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215618	0	0	0	0	0	0	0	0
SAUSA300_RS00365	SAUSA300_RS00365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00370	SAUSA300_RS00370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105685	0	0	0	0	0	0	0	0	0.161144	0	0	0	0
SAUSA300_RS00375	SAUSA300_RS00375	0	0	0	0	0	0	0.209506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00380	SAUSA300_RS00380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247426	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00385	SAUSA300_RS00385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00390	SAUSA300_RS00390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00395	SAUSA300_RS00395	0	0	0	0	0.260886	0.347515	0.437475	0.267426	0.179127	0.172222	0	0.260758	0	0	0	0	0.150537	0.150956	0.231843	0	0	0	0	0	0	0	0	0	0.08988	0	0	0
SAUSA300_RS00400	SAUSA300_RS00400	0	0	0	0	0.431134	1.292965	0.434425	0.442064	0	0.426879	0.434151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00405	SAUSA300_RS00405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00410	SAUSA300_RS00410	0	0	0	0	18.190641	0	74.263433	19.194114	18.692812	18.249238	0	0	61.309399	62.419743	39.500535	42.070881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUSA300_RS00415	SAUSA300_RS00415	36.56901	36.824878	36.436702	34.374654	3.74512	4.469185	3.454319	2.985927	3.535764	4.738576	3.927275	4.367342	55.939514	51.430332	51.717729	54.592304	16.828126	18.080295	19.321036	18.981703	21.219024	22.533015	24.692473	20.394897	22.978047	22.008698	20.181101	22.144002	8.962018	10.30491	10.610838	10.268633
SAUSA300_RS00420	SAUSA300_RS00420	13.801419	12.724166	9.476943	13.816193	10.031663	7.243584	7.865582	8.572336	7.464806	6.620852	6.734374	7.806103	24.223493	14.131053	14.639712	20.309457	9.730648	6.329929	7.014203	11.17059	30.609769	33.865515	28.300285	43.940967	36.715413	37.946227	42.543712	40.273825	16.825161	18.221394	19.036603	11.850898
SAUSA300_RS00425	SAUSA300_RS00425	0	0	0	0	0	0	15.643456	0	15.973525	0	0	0	18.481729	37.551739	0	0	0	0	0	0	0	26.405011	0	21.35442	0	15.393595	0	0	0	0	0	18.225935
SAUSA300_RS00430	SAUSA300_RS00430	2.060141	2.578394	3.59655	2.973644	2.228785	0.835307	1.122155	1.713756	0.860908	2.20687	0.841657	1.394841	5.6852	4.01679	3.9188	6.741972	0.725882	1.45465	1.741113	3.029441	5.089073	2.811971	6.110098	7.548129	8.669319	3.389398	7.195763	6.81406	3.0178	1.822446	2.753327	3.146221
SAUSA300_RS00435	SAUSA300_RS00435	5.151825	6.602002	10.108265	6.450269	0	1.520183	0	0	0	0	1.529561	1.507814	9.432621	11.364596	7.371226	15.245345	2.709491	4.064973	4.190911	12.734835	12.756663	18.099003	5.19363	25.019802	18.600617	24.922482	8.353985	16.727294	7.814847	3.935541	9.903896	7.824559
SAUSA300_RS00440	SAUSA300_RS00440	1.797755	1.533799	2.28453	0.897673	0.730439	0.182466	0.36761	0.187202	0.564254	0	1.103354	0.365128	3.063886	3.490974	4.918058	5.075348	1.741565	0.952179	1.951863	0.825917	3.636109	4.296162	3.384729	3.706668	2.207595	4.205394	4.773839	3.717418	1.147403	1.541761	1.761755	0.742689
SAUSA300_RS00445	SAUSA300_RS00445	2.428109	2.959264	2.666947	2.006992	0.70514	0.988907	0.709628	1.301125	0.726261	0.69823	0.568077	0.563911	7.601084	6.255657	5.449956	4.829542	3.176729	3.310288	2.384338	4.716508	5.614402	6.159079	4.512752	6.104131	4.382141	6.276126	7.627728	5.738837	6.445076	4.453723	4.665832	5.30463
SAUSA300_RS00460	SAUSA300_RS00460	70.27387	76.329804	64.662924	73.48373	94.257778	93.585527	92.863404	96.423784	101.835855	88.963958	92.09224	93.636779	60.534426	63.35162	64.24418	62.769899	99.88435	98.175915	103.549909	99.515529	123.14081	120.673954	112.893772	119.976537	130.599317	123.822206	120.40815	119.51392	111.562927	98.917012	108.485246	102.84058
SAUSA300_RS00465	SAUSA300_RS00465	13.389094	6.931454	10.945702	17.899027	2.602823	2.611733	7.893544	8.506617	2.68122	2.571359	2.631753	2.606049	3.352188	10.082165	0	10.14837	0	0	0	4.873465	4.421757	13.851255	4.499062	0	4.603931	0	0	3.6139	0	6.920716	3.461493	0
SAUSA300_RS00470	SAUSA300_RS00470	40.56492	41.564607	61.138047	36.684575	7.06209	9.424355	7.123214	8.225786	9.69182	11.637454	5.923003	10.592925	53.374093	36.178847	36.61479	40.77416	9.386086	25.04745	29.052838	26.153494	43.294088	47.714196	60.120599	49.852875	55.364511	57.656041	50.001817	51.625892	25.184976	20.88753	19.550292	25.6841
SAUSA300_RS00475	SAUSA300_RS00475	1.836677	1.180369	0.755141	1.662885	0.624864	0.156086	0.314441	0	0	0.464054	0	0.156166	3.930051	4.495805	3.700709	3.211949	1.353768	1.492824	1.807742	0.847442	0.518316	1.566224	0.789425	1.479329	0.809141	1.054965	0.84816	0.847747	0.164177	0.66133	0.665488	0.631149
SAUSA300_RS00480	SAUSA300_RS00480	2.335208	1.794716	4.471462	2.103391	0	0.425438	0.428824	0.436374	0	0	0	0	4.094848	2.583366	3.878949	2.579899	2.594133	1.113167	2.669203	2.317866	3.537852	2.174103	5.035104	1.732398	2.947483	2.878928	2.317417	4.055571	1.435838	3.851327	0.970844	3.226457
