gene_id	gene_name	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
SAUSA300_RS00010	SAUSA300_RS00010	1457.34710461276	1443.79472223492	1488.06411611859	1448.71827931178	525.281887435887	515.635450550469	489.418134916829	507.67999187312	505.216350961063	525.179918819362	499.610961986807	506.703321118213	2767.75666164544	2761.10888470288	2808.93464400013	2764.91953781654	1434.7417342615	1496.06699833085	1423.19324854875	1429.82282615452	1234.46591494774	1180.27027532878	1273.48049771714	1550.38159798123	1259.97040397869	1580.47951451968	1547.30907566969	1600.04975508331	1126.16713611131	1199.30903847339	1181.04228120247	1189.491305341
SAUSA300_RS00015	SAUSA300_RS00015	1704.87631833669	1695.27332486443	1763.89850120708	1727.27994530156	417.524362094096	378.959256050019	420.313496596223	376.141779089319	381.229639609556	410.54202752863	402.212584967204	413.358309734859	2289.04279035258	2167.02040569547	2307.25458967548	2139.20287981299	1319.75424316913	1371.6833790049	1301.94527726932	1297.28831231223	926.3575953924	894.682791274477	897.938427136497	1134.43276364142	901.060806755095	1149.53410339775	1155.2651116744	1117.16463767758	670.102140015857	643.018157521107	668.436976452487	606.615673640543
SAUSA300_RS00020	SAUSA300_RS00020	361.54911224905	382.1978345666	379.511625863708	367.769032923107	103.790738261535	117.743695277814	107.291420653699	111.055244041072	99.8812863929483	96.7220656469699	100.367707721665	102.246690491561	239.705700663259	264.352971165475	220.918142415613	253.711270540828	215.475261990732	205.677444101758	237.646043139841	228.528626540582	114.619186145211	111.211519090055	128.55717258137	136.948174789635	121.735529521218	152.30810172713	144.04767814063	146.447990678858	301.0964751492	291.98559365604	306.205425450196	312.140262858868
SAUSA300_RS00025	SAUSA300_RS00025	1751.19823432094	1644.09981107531	1717.52650448439	1726.70628733174	559.904657886327	609.8028205647	557.176464460914	532.166440867928	530.986871211627	525.172866969631	550.758654556306	568.780928779177	1152.39908227026	1125.41800993127	1102.91057398677	1147.78419672685	1027.97222364767	1044.86461592461	972.102708476445	966.694097983327	906.20287820201	876.198548728297	904.624357592724	1211.78084598023	940.403971372	1162.10059822477	1192.9214298524	1113.45875869264	760.112057853664	799.058820325258	789.154622737806	807.629622996055
SAUSA300_RS00030	SAUSA300_RS00030	2775.86529949278	2786.63349669551	2861.14502970825	2741.82319288811	1214.13888203044	1227.31653940106	1196.7943525877	1179.83409652415	1230.95666962243	1239.01470541245	1221.78916006767	1192.92170093447	1652.27692591471	1579.83933252217	1659.84065691618	1641.60991416134	1226.73297198849	1208.63358426171	1142.78685395633	1229.05966501371	2324.88645969018	2313.65929719072	2267.86499735836	2770.45446282953	2235.41430773832	2930.30919296246	2784.36706509003	2663.78914636146	1294.98494241441	1403.04767368137	1335.27850902695	1349.9313559238
SAUSA300_RS00035	SAUSA300_RS00035	2008.56755905088	1979.39899703801	1989.37129267755	1931.59462874821	646.041157861153	632.957791678424	662.594617501971	627.493863007532	626.844214475102	640.681798257434	630.907365699503	649.692124155016	2143.79699287325	2205.6995485527	2257.98627084082	2119.11230291236	1737.75746837139	1828.59674935068	1722.35457231692	1708.91696047281	2093.57325776782	2007.51267310616	2095.26628658967	2578.32106183646	1967.7996654831	2492.77009335431	2529.72080267373	2507.18922236632	1398.10012346367	1586.79455160399	1523.97339089255	1464.28281991569
SAUSA300_RS00040	SAUSA300_RS00040	185.056131449264	195.020687183057	182.048744113148	153.991761103962	86.4506250708752	96.4562495538924	89.4478804926669	82.3991280852519	70.3728506276264	90.683129263619	81.3864980104134	78.400263378116	93.4107184559362	88.8562590620075	92.36912179742	62.140705394364	156.911317764722	150.528289646832	144.936440946612	145.989747497419	210.130643988005	221.152262244404	204.143074438623	234.132758048401	224.200391380638	252.207756137999	216.68952127715	269.235804085647	306.999059245709	317.864107047978	310.288339917672	335.852611433449
SAUSA300_RS00045	SAUSA300_RS00045	194.650175766396	163.484659587312	185.709653928988	166.35495042124	125.287309441571	136.30277729974	133.266421186755	141.385829701738	136.401113290455	129.353349197305	125.230590277035	128.262001878344	415.1505772531	400.071708201275	418.33016334841	426.087553001305	149.337978409458	156.511351206519	122.100923927531	146.386160329691	84.3924438744646	116.510373198044	113.479117319293	132.55504680827	117.541052605835	137.700769320289	147.650832185265	128.499977955882	114.480037778672	120.083215410805	126.169151063483	143.043960986847
SAUSA300_RS00050	SAUSA300_RS00050	559.55107304166	562.366388507635	568.795344528983	548.946628111398	227.118480229973	276.392031731714	264.289200283429	260.310014840702	256.395079010129	260.476997237151	263.105077282053	253.26762476658	391.81317064014	395.084088100744	446.511812951982	435.34123235922	872.045105066406	988.692106794856	922.846452465502	912.769453842427	1179.01853735228	1178.37011751601	1118.94761304691	1451.09024813142	1170.57615469231	1518.19353152546	1495.80390221507	1453.72428376955	1277.0274875249	1288.09050764037	1352.7174673342	1313.96483536541
SAUSA300_RS00055	SAUSA300_RS00055	18.9812234202946	22.9744874742342	17.9776268117517	28.2188374829281	2.05825861219947	5.17854749561171	5.01551669166235	6.0164471417144	3.00957390150007	1.14880252452594	5.01297234836476	4.01240084649354	21.4743197070628	26.4424790997078	26.9172534993321	32.0571295040108	17.9691842629452	24.9626427875689	16.2602054632817	15.9982934344028	29.10498154713	14.0655294724258	22.9944527520629	26.5322564063724	26.9815230195226	35.9643426559608	31.9739222697579	21.9783495220448	32.2810735669107	35.7354735592583	35.7104211616619	34.6952571411954
