gene_id	gene_name	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
SAUSA300_RS00010	SAUSA300_RS00010	366.094551019114	361.957223898215	373.060150593161	361.782356755368	121.538873778992	117.683950317929	112.503452140812	116.279357691809	116.555057690494	120.67837633522	114.617260331124	115.452395781909	886.093931158452	882.173853058269	900.524857513328	883.322619685542	351.806869546089	373.747358504443	356.021234783613	358.092411125402	365.944236332391	349.616001115393	378.649081693882	459.58692390591	376.126992077463	473.41394418066	461.030499146741	469.618306415629	319.6860829084	355.174627425242	345.370084206802	327.735713161525
SAUSA300_RS00015	SAUSA300_RS00015	529.442244706536	525.396260870374	546.671280707807	533.238655610845	119.426320917277	106.920859117469	119.441315365113	106.502450672343	108.726606911934	116.620371337828	114.069403498777	116.431722329594	905.94372067164	855.911968739236	914.418575822384	844.859086861424	400.054446225857	423.619960805474	402.624509131674	401.647295742248	339.476663834576	327.622987252953	330.055228894855	415.722251013787	332.52454448911	425.66651247712	425.529519031421	405.34438475415	235.156688670759	235.412497096319	241.643538951631	206.619627738065
SAUSA300_RS00020	SAUSA300_RS00020	1180.78305638868	1245.69743898216	1236.95771143793	1194.01876501124	312.21512167832	349.369253881875	320.644162520398	330.692387689811	299.578335717834	288.947845346468	299.353693510184	302.880287688598	997.706428741289	1098.06334593846	920.784509225762	1053.77809188441	686.911128292143	668.015141542431	772.885510617327	744.090999886098	441.738934665551	428.284300735977	496.950889584625	527.785990261315	472.458924409399	593.127049935772	557.996400040231	558.814283683834	1111.21757816176	1124.2031602709	1164.13863594263	1118.11079222088
SAUSA300_RS00025	SAUSA300_RS00025	555.922542280765	520.869214767923	544.138401627935	544.91733718384	163.713907359817	175.878442285309	161.855427094498	154.031225902375	154.805440952785	152.500876039092	159.671757925101	163.773238293659	466.233497184989	454.394661687333	446.830781071861	463.389092522487	318.537579535737	329.864684935683	307.307310749001	305.95014972965	339.476688569631	327.990354742399	339.908166041594	453.943554511374	354.762186724946	439.890528500227	449.17247589108	412.985095022977	272.676188209106	299.046200093692	291.62858286268	281.205265566808
SAUSA300_RS00030	SAUSA300_RS00030	471.088687116479	471.96052628685	484.586280631494	462.56941531731	189.786437609705	189.236576098036	185.857181635233	182.560805794436	191.853848999753	192.340983450213	189.360048948676	183.62641801095	357.362288068252	341.002525064495	359.496357008725	354.307907789143	203.214478553712	203.9838439563	193.130688125389	207.950458585321	465.598509354276	463.002421632371	455.549770595821	554.822544467408	450.823148856974	592.979455528298	560.470936232659	528.184193320538	248.347403704843	280.70960925197	263.794146736923	251.274378121373
SAUSA300_RS00035	SAUSA300_RS00035	241.282404239734	237.298006561482	238.496499498031	230.668545975653	71.4812130501282	69.0809284278228	72.8354218855934	68.7275724550879	69.1547941793337	70.4000030265796	69.2137863080821	70.7889949099633	328.204446131403	336.996932438324	346.16592294194	323.742542107772	203.764579694994	218.450970103531	206.036201641314	204.664630942166	296.778828268177	284.365609218728	297.915280831828	365.489580440404	280.907920473144	357.061763495846	360.440946394254	351.890536913335	189.787716333554	224.719351441823	213.110869164922	192.928509512564
SAUSA300_RS00040	SAUSA300_RS00040	86.1042385780031	90.5572593091911	84.5348319278902	71.2281588418076	37.0494451728691	40.7751559440274	38.0843576123398	34.9563421576479	30.0711238008228	38.5956743976949	34.582884595176	33.0870089903405	55.3910195318193	52.5834966693897	54.8493738966242	36.7708629697146	71.2648938924932	69.6523871232257	67.1553178493671	67.7214171805987	115.376135674757	121.336651807447	112.426851785281	128.552944610077	123.965635898455	139.92696100609	119.586259827483	146.364290928766	161.416792956033	174.358492907333	168.064317379169	171.396526182761
SAUSA300_RS00045	SAUSA300_RS00045	43.3400045392212	36.3272644905219	41.2663053794724	36.8216344959612	25.6941203792854	27.5729393149418	27.152537123311	28.7026735098449	27.8917350310023	26.3452858061011	25.4643375303778	25.9030618494017	117.804367905392	113.29542644679	118.871335186488	120.653407532789	32.4567284422667	34.6558711039809	27.0729055021577	32.4950194078941	22.173960100443	30.5899181250561	29.9064213873179	34.8280545527134	31.1005179940592	36.5588420091686	38.9935138499479	33.4286219202671	28.8041148980831	31.5207850213	32.7021526649113	34.9330024457515
SAUSA300_RS00050	SAUSA300_RS00050	149.990452563333	150.44050230795	152.162232139788	146.280752458148	56.0749474759785	67.3121726489481	64.8274334802634	63.6204993439121	63.1185526499535	63.8681510214618	64.4081631782222	61.5775628698544	133.851890081416	134.695723445402	152.749797831883	148.409013044286	228.172422291422	263.561382018188	246.340089321265	243.931344403561	372.949528078502	372.464745471488	355.016046880171	459.004668227692	372.878592205604	485.258254353336	475.577025196132	455.289039898744	386.825188901233	407.052875329262	422.104506773419	386.313477444828
SAUSA300_RS00055	SAUSA300_RS00055	10.7916967894552	13.0356563084228	10.2005795993176	15.9491606717782	1.07784917637818	2.67496254220147	2.60937647339847	3.1188030692564	1.57142627014855	0.597450596408614	2.60284702775096	2.069134791167	15.559890737276	19.1208893772241	19.5308024169013	23.1791100362044	9.97227433384038	14.114091290673	9.20604995961335	9.06821525619501	19.5271295567879	9.42977189938833	15.4740130478243	17.800758799238	18.2295475033394	24.3814523805612	21.5617382628579	14.5996309276845	20.7397788598506	23.9522126995736	23.6346684422332	21.6355469434287
