transcript_id	gene_id	gene_name
unassigned_transcript_123	SAUSA300_RS00595	SAUSA300_RS00595
unassigned_transcript_124	SAUSA300_RS00600	SAUSA300_RS00600
unassigned_transcript_125	SAUSA300_RS00605	SAUSA300_RS00605
unassigned_transcript_126	SAUSA300_RS00610	SAUSA300_RS00610
unassigned_transcript_127	SAUSA300_RS00615	SAUSA300_RS00615
unassigned_transcript_128	SAUSA300_RS00620	SAUSA300_RS00620
unassigned_transcript_129	SAUSA300_RS00625	SAUSA300_RS00625
unassigned_transcript_130	SAUSA300_RS00630	SAUSA300_RS00630
unassigned_transcript_131	SAUSA300_RS00635	SAUSA300_RS00635
unassigned_transcript_132	SAUSA300_RS00640	SAUSA300_RS00640
unassigned_transcript_133	SAUSA300_RS00645	SAUSA300_RS00645
unassigned_transcript_134	SAUSA300_RS00650	SAUSA300_RS00650
unassigned_transcript_135	SAUSA300_RS00660	SAUSA300_RS00660
unassigned_transcript_136	SAUSA300_RS00665	SAUSA300_RS00665
unassigned_transcript_137	SAUSA300_RS00670	SAUSA300_RS00670
unassigned_transcript_138	SAUSA300_RS00675	SAUSA300_RS00675
unassigned_transcript_139	SAUSA300_RS00680	SAUSA300_RS00680
unassigned_transcript_140	SAUSA300_RS00685	SAUSA300_RS00685
unassigned_transcript_141	SAUSA300_RS00690	SAUSA300_RS00690
unassigned_transcript_142	SAUSA300_RS00695	SAUSA300_RS00695
unassigned_transcript_143	SAUSA300_RS00700	SAUSA300_RS00700
unassigned_transcript_144	SAUSA300_RS00705	SAUSA300_RS00705
unassigned_transcript_145	SAUSA300_RS00710	SAUSA300_RS00710
unassigned_transcript_146	SAUSA300_RS15960	SAUSA300_RS15960
unassigned_transcript_147	SAUSA300_RS00715	SAUSA300_RS00715
unassigned_transcript_148	SAUSA300_RS00725	SAUSA300_RS00725
unassigned_transcript_149	SAUSA300_RS00730	SAUSA300_RS00730
unassigned_transcript_150	SAUSA300_RS00735	SAUSA300_RS00735
unassigned_transcript_151	SAUSA300_RS00740	SAUSA300_RS00740
unassigned_transcript_152	SAUSA300_RS00745	SAUSA300_RS00745
unassigned_transcript_153	SAUSA300_RS00750	SAUSA300_RS00750
unassigned_transcript_154	SAUSA300_RS00755	SAUSA300_RS00755
unassigned_transcript_155	SAUSA300_RS00760	SAUSA300_RS00760
unassigned_transcript_156	SAUSA300_RS00765	SAUSA300_RS00765
unassigned_transcript_157	SAUSA300_RS00770	SAUSA300_RS00770
unassigned_transcript_158	SAUSA300_RS00775	SAUSA300_RS00775
unassigned_transcript_159	SAUSA300_RS15710	SAUSA300_RS15710
unassigned_transcript_160	SAUSA300_RS00790	SAUSA300_RS00790
unassigned_transcript_161	SAUSA300_RS15720	SAUSA300_RS15720
unassigned_transcript_162	SAUSA300_RS00800	SAUSA300_RS00800
unassigned_transcript_163	SAUSA300_RS00805	SAUSA300_RS00805
unassigned_transcript_164	SAUSA300_RS00810	SAUSA300_RS00810
unassigned_transcript_165	SAUSA300_RS00815	SAUSA300_RS00815
unassigned_transcript_166	SAUSA300_RS00820	SAUSA300_RS00820
unassigned_transcript_167	SAUSA300_RS00825	SAUSA300_RS00825
unassigned_transcript_168	SAUSA300_RS00830	SAUSA300_RS00830
unassigned_transcript_169	SAUSA300_RS00835	SAUSA300_RS00835
unassigned_transcript_170	SAUSA300_RS00840	SAUSA300_RS00840
unassigned_transcript_171	SAUSA300_RS00845	SAUSA300_RS00845
unassigned_transcript_172	SAUSA300_RS00850	SAUSA300_RS00850
unassigned_transcript_173	SAUSA300_RS00855	SAUSA300_RS00855
unassigned_transcript_174	SAUSA300_RS00860	SAUSA300_RS00860
unassigned_transcript_175	SAUSA300_RS00865	SAUSA300_RS00865
unassigned_transcript_176	SAUSA300_RS00870	SAUSA300_RS00870
unassigned_transcript_177	SAUSA300_RS00875	SAUSA300_RS00875
unassigned_transcript_178	SAUSA300_RS00880	SAUSA300_RS00880
unassigned_transcript_179	SAUSA300_RS00885	SAUSA300_RS00885
unassigned_transcript_180	SAUSA300_RS00890	SAUSA300_RS00890
unassigned_transcript_181	SAUSA300_RS00895	SAUSA300_RS00895
unassigned_transcript_182	SAUSA300_RS00900	SAUSA300_RS00900
unassigned_transcript_183	SAUSA300_RS00905	SAUSA300_RS00905
unassigned_transcript_184	SAUSA300_RS00910	SAUSA300_RS00910
unassigned_transcript_185	SAUSA300_RS00915	SAUSA300_RS00915
unassigned_transcript_186	SAUSA300_RS00920	SAUSA300_RS00920
unassigned_transcript_187	SAUSA300_RS00925	SAUSA300_RS00925
unassigned_transcript_188	SAUSA300_RS00930	SAUSA300_RS00930
unassigned_transcript_189	SAUSA300_RS00935	SAUSA300_RS00935
unassigned_transcript_190	SAUSA300_RS00940	SAUSA300_RS00940
unassigned_transcript_191	SAUSA300_RS00945	SAUSA300_RS00945
unassigned_transcript_192	SAUSA300_RS00950	SAUSA300_RS00950
unassigned_transcript_193	SAUSA300_RS00955	SAUSA300_RS00955
unassigned_transcript_194	SAUSA300_RS00960	SAUSA300_RS00960
unassigned_transcript_195	SAUSA300_RS00965	SAUSA300_RS00965
unassigned_transcript_196	SAUSA300_RS00970	SAUSA300_RS00970
unassigned_transcript_197	SAUSA300_RS00975	SAUSA300_RS00975
unassigned_transcript_198	SAUSA300_RS00980	SAUSA300_RS00980
unassigned_transcript_199	SAUSA300_RS00985	SAUSA300_RS00985
unassigned_transcript_200	SAUSA300_RS00990	SAUSA300_RS00990
unassigned_transcript_201	SAUSA300_RS00995	SAUSA300_RS00995
unassigned_transcript_202	SAUSA300_RS01000	SAUSA300_RS01000
unassigned_transcript_203	SAUSA300_RS01005	SAUSA300_RS01005
unassigned_transcript_204	SAUSA300_RS01010	SAUSA300_RS01010
unassigned_transcript_205	SAUSA300_RS01015	SAUSA300_RS01015
unassigned_transcript_206	SAUSA300_RS01020	SAUSA300_RS01020
unassigned_transcript_207	SAUSA300_RS01025	SAUSA300_RS01025
unassigned_transcript_208	SAUSA300_RS01030	SAUSA300_RS01030
unassigned_transcript_209	SAUSA300_RS01035	SAUSA300_RS01035
unassigned_transcript_210	SAUSA300_RS01040	SAUSA300_RS01040
unassigned_transcript_211	SAUSA300_RS01045	SAUSA300_RS01045
unassigned_transcript_212	SAUSA300_RS01050	SAUSA300_RS01050
unassigned_transcript_213	SAUSA300_RS01055	SAUSA300_RS01055
unassigned_transcript_214	SAUSA300_RS01060	SAUSA300_RS01060
unassigned_transcript_215	SAUSA300_RS01065	SAUSA300_RS01065
unassigned_transcript_216	SAUSA300_RS01070	SAUSA300_RS01070
unassigned_transcript_217	SAUSA300_RS01075	SAUSA300_RS01075
unassigned_transcript_218	SAUSA300_RS01080	SAUSA300_RS01080
unassigned_transcript_219	SAUSA300_RS01085	SAUSA300_RS01085
unassigned_transcript_220	SAUSA300_RS01090	SAUSA300_RS01090
unassigned_transcript_221	SAUSA300_RS01095	SAUSA300_RS01095
unassigned_transcript_222	SAUSA300_RS01100	SAUSA300_RS01100
unassigned_transcript_223	SAUSA300_RS01105	SAUSA300_RS01105
unassigned_transcript_224	SAUSA300_RS01110	SAUSA300_RS01110
unassigned_transcript_225	SAUSA300_RS01115	SAUSA300_RS01115
unassigned_transcript_226	SAUSA300_RS01120	SAUSA300_RS01120
unassigned_transcript_227	SAUSA300_RS01125	SAUSA300_RS01125
unassigned_transcript_228	SAUSA300_RS01130	SAUSA300_RS01130
unassigned_transcript_229	SAUSA300_RS01135	SAUSA300_RS01135
unassigned_transcript_230	SAUSA300_RS01140	SAUSA300_RS01140
unassigned_transcript_231	SAUSA300_RS01145	SAUSA300_RS01145
unassigned_transcript_232	SAUSA300_RS01150	SAUSA300_RS01150
unassigned_transcript_233	SAUSA300_RS01155	SAUSA300_RS01155
unassigned_transcript_234	SAUSA300_RS01160	SAUSA300_RS01160
unassigned_transcript_235	SAUSA300_RS01170	SAUSA300_RS01170
unassigned_transcript_236	SAUSA300_RS01175	SAUSA300_RS01175
unassigned_transcript_237	SAUSA300_RS01180	SAUSA300_RS01180
unassigned_transcript_238	SAUSA300_RS01185	SAUSA300_RS01185
unassigned_transcript_239	SAUSA300_RS01195	SAUSA300_RS01195
unassigned_transcript_240	SAUSA300_RS01200	SAUSA300_RS01200
unassigned_transcript_241	SAUSA300_RS01205	SAUSA300_RS01205
unassigned_transcript_242	SAUSA300_RS01210	SAUSA300_RS01210
unassigned_transcript_243	SAUSA300_RS01215	SAUSA300_RS01215
unassigned_transcript_244	SAUSA300_RS01220	SAUSA300_RS01220
unassigned_transcript_245	SAUSA300_RS01225	SAUSA300_RS01225
unassigned_transcript_246	SAUSA300_RS01230	SAUSA300_RS01230
unassigned_transcript_247	SAUSA300_RS01235	SAUSA300_RS01235
unassigned_transcript_248	SAUSA300_RS01240	SAUSA300_RS01240
unassigned_transcript_249	SAUSA300_RS01245	SAUSA300_RS01245
unassigned_transcript_250	SAUSA300_RS01250	SAUSA300_RS01250
unassigned_transcript_251	SAUSA300_RS16065	SAUSA300_RS16065
unassigned_transcript_252	SAUSA300_RS01260	SAUSA300_RS01260
unassigned_transcript_253	SAUSA300_RS01265	SAUSA300_RS01265
unassigned_transcript_254	SAUSA300_RS01270	SAUSA300_RS01270
unassigned_transcript_255	SAUSA300_RS01275	SAUSA300_RS01275
unassigned_transcript_256	SAUSA300_RS01280	SAUSA300_RS01280
unassigned_transcript_257	SAUSA300_RS01285	SAUSA300_RS01285
unassigned_transcript_258	SAUSA300_RS01290	SAUSA300_RS01290
unassigned_transcript_259	SAUSA300_RS01295	SAUSA300_RS01295
unassigned_transcript_260	SAUSA300_RS01300	SAUSA300_RS01300
unassigned_transcript_261	SAUSA300_RS01305	SAUSA300_RS01305
unassigned_transcript_262	SAUSA300_RS01310	SAUSA300_RS01310
unassigned_transcript_263	SAUSA300_RS01315	SAUSA300_RS01315
unassigned_transcript_264	SAUSA300_RS01320	SAUSA300_RS01320
unassigned_transcript_265	SAUSA300_RS01325	SAUSA300_RS01325
unassigned_transcript_266	SAUSA300_RS01330	SAUSA300_RS01330
unassigned_transcript_267	SAUSA300_RS01335	SAUSA300_RS01335
unassigned_transcript_268	SAUSA300_RS01340	SAUSA300_RS01340
unassigned_transcript_269	SAUSA300_RS01345	SAUSA300_RS01345
unassigned_transcript_270	SAUSA300_RS01350	SAUSA300_RS01350
unassigned_transcript_271	SAUSA300_RS01355	SAUSA300_RS01355
unassigned_transcript_272	SAUSA300_RS01360	SAUSA300_RS01360
unassigned_transcript_273	SAUSA300_RS01365	SAUSA300_RS01365
unassigned_transcript_274	SAUSA300_RS01370	SAUSA300_RS01370
unassigned_transcript_275	SAUSA300_RS01375	SAUSA300_RS01375
unassigned_transcript_276	SAUSA300_RS01380	SAUSA300_RS01380
unassigned_transcript_277	SAUSA300_RS01385	SAUSA300_RS01385
unassigned_transcript_278	SAUSA300_RS01395	SAUSA300_RS01395
unassigned_transcript_279	SAUSA300_RS01400	SAUSA300_RS01400
unassigned_transcript_280	SAUSA300_RS01405	SAUSA300_RS01405
unassigned_transcript_281	SAUSA300_RS01410	SAUSA300_RS01410
unassigned_transcript_282	SAUSA300_RS01415	SAUSA300_RS01415
unassigned_transcript_283	SAUSA300_RS01420	SAUSA300_RS01420
unassigned_transcript_284	SAUSA300_RS15040	SAUSA300_RS15040
unassigned_transcript_285	SAUSA300_RS01430	SAUSA300_RS01430
unassigned_transcript_286	SAUSA300_RS01435	SAUSA300_RS01435
unassigned_transcript_287	SAUSA300_RS01440	SAUSA300_RS01440
unassigned_transcript_288	SAUSA300_RS01445	SAUSA300_RS01445
unassigned_transcript_289	SAUSA300_RS01450	SAUSA300_RS01450
unassigned_transcript_290	SAUSA300_RS01455	SAUSA300_RS01455
unassigned_transcript_291	SAUSA300_RS01460	SAUSA300_RS01460
unassigned_transcript_292	SAUSA300_RS01465	SAUSA300_RS01465
unassigned_transcript_293	SAUSA300_RS01470	SAUSA300_RS01470
unassigned_transcript_294	SAUSA300_RS01475	SAUSA300_RS01475
unassigned_transcript_295	SAUSA300_RS01480	SAUSA300_RS01480
unassigned_transcript_296	SAUSA300_RS01485	SAUSA300_RS01485
unassigned_transcript_297	SAUSA300_RS01490	SAUSA300_RS01490
unassigned_transcript_298	SAUSA300_RS01495	SAUSA300_RS01495
unassigned_transcript_299	SAUSA300_RS01500	SAUSA300_RS01500
unassigned_transcript_300	SAUSA300_RS01505	SAUSA300_RS01505
unassigned_transcript_301	SAUSA300_RS01510	SAUSA300_RS01510
unassigned_transcript_302	SAUSA300_RS01515	SAUSA300_RS01515
unassigned_transcript_303	SAUSA300_RS01520	SAUSA300_RS01520
unassigned_transcript_304	SAUSA300_RS01525	SAUSA300_RS01525
unassigned_transcript_305	SAUSA300_RS01530	SAUSA300_RS01530
unassigned_transcript_306	SAUSA300_RS01535	SAUSA300_RS01535
unassigned_transcript_307	SAUSA300_RS01540	SAUSA300_RS01540
unassigned_transcript_308	SAUSA300_RS01545	SAUSA300_RS01545
unassigned_transcript_309	SAUSA300_RS01550	SAUSA300_RS01550
unassigned_transcript_310	SAUSA300_RS01555	SAUSA300_RS01555
unassigned_transcript_311	SAUSA300_RS01560	SAUSA300_RS01560
unassigned_transcript_312	SAUSA300_RS01565	SAUSA300_RS01565
unassigned_transcript_313	SAUSA300_RS01570	SAUSA300_RS01570
unassigned_transcript_314	SAUSA300_RS01575	SAUSA300_RS01575
unassigned_transcript_315	SAUSA300_RS01580	SAUSA300_RS01580
unassigned_transcript_316	SAUSA300_RS01585	SAUSA300_RS01585
unassigned_transcript_317	SAUSA300_RS15725	SAUSA300_RS15725
unassigned_transcript_318	SAUSA300_RS01590	SAUSA300_RS01590
unassigned_transcript_319	SAUSA300_RS01595	SAUSA300_RS01595
unassigned_transcript_320	SAUSA300_RS01600	SAUSA300_RS01600
unassigned_transcript_321	SAUSA300_RS01605	SAUSA300_RS01605
unassigned_transcript_322	SAUSA300_RS01610	SAUSA300_RS01610
unassigned_transcript_323	SAUSA300_RS01615	SAUSA300_RS01615
unassigned_transcript_324	SAUSA300_RS01620	SAUSA300_RS01620
unassigned_transcript_325	SAUSA300_RS01625	SAUSA300_RS01625
unassigned_transcript_326	SAUSA300_RS01630	SAUSA300_RS01630
unassigned_transcript_327	SAUSA300_RS01635	SAUSA300_RS01635
unassigned_transcript_328	SAUSA300_RS01645	SAUSA300_RS01645
unassigned_transcript_329	SAUSA300_RS01650	SAUSA300_RS01650
unassigned_transcript_330	SAUSA300_RS15965	SAUSA300_RS15965
unassigned_transcript_331	SAUSA300_RS01655	SAUSA300_RS01655
unassigned_transcript_332	SAUSA300_RS01660	SAUSA300_RS01660
unassigned_transcript_333	SAUSA300_RS01665	SAUSA300_RS01665
unassigned_transcript_334	SAUSA300_RS01670	SAUSA300_RS01670
unassigned_transcript_335	SAUSA300_RS01675	SAUSA300_RS01675
unassigned_transcript_336	SAUSA300_RS01680	SAUSA300_RS01680
unassigned_transcript_337	SAUSA300_RS01685	SAUSA300_RS01685
unassigned_transcript_338	SAUSA300_RS01690	SAUSA300_RS01690
unassigned_transcript_339	SAUSA300_RS01695	SAUSA300_RS01695
unassigned_transcript_340	SAUSA300_RS01700	SAUSA300_RS01700
unassigned_transcript_341	SAUSA300_RS01705	SAUSA300_RS01705
unassigned_transcript_342	SAUSA300_RS01710	SAUSA300_RS01710
unassigned_transcript_343	SAUSA300_RS01715	SAUSA300_RS01715
unassigned_transcript_344	SAUSA300_RS01720	SAUSA300_RS01720
unassigned_transcript_345	SAUSA300_RS01725	SAUSA300_RS01725
unassigned_transcript_346	SAUSA300_RS01730	SAUSA300_RS01730
unassigned_transcript_347	SAUSA300_RS01735	SAUSA300_RS01735
unassigned_transcript_348	SAUSA300_RS01740	SAUSA300_RS01740
unassigned_transcript_349	SAUSA300_RS01745	SAUSA300_RS01745
unassigned_transcript_350	SAUSA300_RS01750	SAUSA300_RS01750
unassigned_transcript_351	SAUSA300_RS01755	SAUSA300_RS01755
unassigned_transcript_352	SAUSA300_RS01760	SAUSA300_RS01760
unassigned_transcript_353	SAUSA300_RS01765	SAUSA300_RS01765
unassigned_transcript_354	SAUSA300_RS01770	SAUSA300_RS01770
unassigned_transcript_355	SAUSA300_RS01775	SAUSA300_RS01775
unassigned_transcript_356	SAUSA300_RS01780	SAUSA300_RS01780
unassigned_transcript_357	SAUSA300_RS01785	SAUSA300_RS01785
unassigned_transcript_358	SAUSA300_RS01790	SAUSA300_RS01790
unassigned_transcript_359	SAUSA300_RS01795	SAUSA300_RS01795
unassigned_transcript_360	SAUSA300_RS01800	SAUSA300_RS01800
unassigned_transcript_361	SAUSA300_RS01805	SAUSA300_RS01805
unassigned_transcript_362	SAUSA300_RS01810	SAUSA300_RS01810
unassigned_transcript_363	SAUSA300_RS01815	SAUSA300_RS01815
unassigned_transcript_364	SAUSA300_RS01820	SAUSA300_RS01820
unassigned_transcript_365	SAUSA300_RS01825	SAUSA300_RS01825
unassigned_transcript_366	SAUSA300_RS01830	SAUSA300_RS01830
unassigned_transcript_367	SAUSA300_RS01835	SAUSA300_RS01835
unassigned_transcript_368	SAUSA300_RS01840	SAUSA300_RS01840
unassigned_transcript_369	SAUSA300_RS01845	SAUSA300_RS01845
unassigned_transcript_370	SAUSA300_RS01850	SAUSA300_RS01850
unassigned_transcript_371	SAUSA300_RS01855	SAUSA300_RS01855
unassigned_transcript_372	SAUSA300_RS01860	SAUSA300_RS01860
unassigned_transcript_373	SAUSA300_RS01865	SAUSA300_RS01865
unassigned_transcript_374	SAUSA300_RS01870	SAUSA300_RS01870
unassigned_transcript_375	SAUSA300_RS01875	SAUSA300_RS01875
unassigned_transcript_376	SAUSA300_RS01885	SAUSA300_RS01885
unassigned_transcript_377	SAUSA300_RS01890	SAUSA300_RS01890
unassigned_transcript_378	SAUSA300_RS01895	SAUSA300_RS01895
unassigned_transcript_379	SAUSA300_RS01900	SAUSA300_RS01900
unassigned_transcript_380	SAUSA300_RS01905	SAUSA300_RS01905
unassigned_transcript_381	SAUSA300_RS01910	SAUSA300_RS01910
unassigned_transcript_382	SAUSA300_RS01915	SAUSA300_RS01915
unassigned_transcript_383	SAUSA300_RS01920	SAUSA300_RS01920
unassigned_transcript_384	SAUSA300_RS01925	SAUSA300_RS01925
unassigned_transcript_385	SAUSA300_RS01930	SAUSA300_RS01930
unassigned_transcript_386	SAUSA300_RS01935	SAUSA300_RS01935
unassigned_transcript_387	SAUSA300_RS01940	SAUSA300_RS01940
unassigned_transcript_388	SAUSA300_RS01945	SAUSA300_RS01945
unassigned_transcript_389	SAUSA300_RS01950	SAUSA300_RS01950
unassigned_transcript_390	SAUSA300_RS01955	SAUSA300_RS01955
unassigned_transcript_391	SAUSA300_RS15925	SAUSA300_RS15925
unassigned_transcript_392	SAUSA300_RS01970	SAUSA300_RS01970
unassigned_transcript_393	SAUSA300_RS01975	SAUSA300_RS01975
unassigned_transcript_394	SAUSA300_RS01980	SAUSA300_RS01980
unassigned_transcript_395	SAUSA300_RS01985	SAUSA300_RS01985
unassigned_transcript_396	SAUSA300_RS01990	SAUSA300_RS01990
unassigned_transcript_397	SAUSA300_RS01995	SAUSA300_RS01995
unassigned_transcript_398	SAUSA300_RS02000	SAUSA300_RS02000
unassigned_transcript_399	SAUSA300_RS02005	SAUSA300_RS02005
