gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	direction
SA_RS00165	2508.464505131074	1.2351551826097185	0.02904387742823285	0	0	Not significant
SA_RS00305	13603.911248139199	1.5903448764406638	0.013056243256973217	0	0	Up
SA_RS00310	13503.823855010547	1.7997714878212068	0.012837978490069768	0	0	Up
SA_RS00665	2417.9636641102256	-1.6659724841359684	0.0217960247886036	0	0	Down
SA_RS00885	314.8368808249132	-3.4132295936531505	0.07617464374954057	0	0	Down
SA_RS01095	1151.351204294196	-2.870188870257921	0.03755965284079112	0	0	Down
SA_RS01110	1697.197389803757	1.396088817612691	0.034386119004353	0	0	Not significant
SA_RS01275	56767.160992016165	-1.6318939611704621	0.006346325893426302	0	0	Down
SA_RS01280	31105.007315191775	-1.172834650001304	0.00778724219564938	0	0	Not significant
SA_RS01355	1607.7518232982418	-2.4192500601808273	0.0289850783362598	0	0	Down
SA_RS01365	11123.775847342911	-1.746706296723278	0.01082700481879882	0	0	Down
SA_RS01375	534.6285586939404	-3.444518266748562	0.05864424582127797	0	0	Down
SA_RS01490	567.5262052386079	-2.6121206795081346	0.049899034206823414	0	0	Down
SA_RS01590	1502.9897725849996	1.672718524149491	0.036621646095727885	0	0	Up
SA_RS01830	913.9217947825376	-3.7253625453952277	0.04791594434240033	0	0	Down
SA_RS01835	241.90148198750967	-3.4262273470108893	0.08724237497152973	0	0	Down
SA_RS01840	470.10307986737934	-5.184634040110407	0.09743589876874284	0	0	Down
SA_RS01845	1179.6052754818013	-4.412331668631637	0.049877639555061914	0	0	Down
SA_RS01865	1769.5818560204243	2.469569991077112	0.0395910924361747	0	0	Up
SA_RS01960	1142.8933765007166	1.759979262956161	0.04193843649381491	0	0	Up
SA_RS02020	3355.2992560578145	1.6474078640683925	0.026157688531313485	0	0	Up
SA_RS02025	1563.0987365649278	2.6941661469184055	0.04580447484006248	0	0	Up
SA_RS02090	20653.26699075499	2.5203267627913193	0.0124971728641339	0	0	Up
SA_RS02095	12967.394045652616	2.2679271033967403	0.015420838960464736	0	0	Up
SA_RS02145	6614.165797484806	-0.6634328088069553	0.01436761580009207	0	0	Not significant
SA_RS02355	2467.5662988534887	1.839820667432124	0.02930545751084252	0	0	Up
SA_RS02460	1918.6195819874517	-2.437962790540775	0.026419175003022703	0	0	Down
SA_RS02465	1921.754853281248	-4.457189395906671	0.03956132041695912	0	0	Down
SA_RS02470	591.612329253118	-4.070780826200962	0.06597705435628484	0	0	Down
SA_RS02635	2141.4787132791535	1.3015465324217819	0.02881496632610177	0	0	Not significant
SA_RS02650	6051.8097519919675	1.5320899481863395	0.017932486585119194	0	0	Not significant
SA_RS02700	4418.466595126522	0.803652758606525	0.018066885038010093	0	0	Not significant
SA_RS02905	9198.217863807937	1.958644054099033	0.01616603150812758	0	0	Up
SA_RS02910	4709.601754189145	1.1034838422785709	0.018715079913788617	0	0	Not significant
SA_RS02920	1980.234414829735	3.250414269487181	0.047236581912101554	0	0	Up
SA_RS02930	22423.79890021202	0.3928873307800286	0.008703406507790577	0	0	Not significant
SA_RS02935	21289.05785707109	0.702848311851746	0.008655319758143147	0	0	Not significant
SA_RS02945	9246.356864430956	1.26685618517039	0.0146017413000593	0	0	Not significant
SA_RS02955	51220.36934211609	1.3165163722966493	0.007430757236404154	0	0	Not significant
SA_RS02960	49650.20110531122	1.2272227378565592	0.007495594405083363	0	0	Not significant
SA_RS03025	1641.6475934735554	1.4407549288929478	0.03611385491658932	0	0	Not significant
SA_RS03030	9035.663251182516	0.8971347824470407	0.013095295545806912	0	0	Not significant
SA_RS03250	5929.477497578755	-2.49341017410538	0.015423414685207889	0	0	Down
SA_RS03295	1689.4513491695022	1.2089049056749908	0.03078258918409396	0	0	Not significant
SA_RS03915	907.7338908301796	-1.6577465538792613	0.03549722234164424	0	0	Down
SA_RS04020	1215.9195683901519	-1.4709483314597707	0.031464785148078905	0	0	Not significant
SA_RS04150	1021.8946196942579	-1.2906253541083157	0.03427121567378997	0	0	Not significant
SA_RS04170	1447.9852210621477	1.4573571381447539	0.03720412832574366	0	0	Not significant
SA_RS04225	19902.5049485979	1.6727440179374036	0.01091166101470943	0	0	Up
SA_RS04250	5584.579715556999	1.0954367565342136	0.017829567376536938	0	0	Not significant
SA_RS04430	4192.231729690824	1.5210886696258108	0.02127263179801345	0	0	Not significant
SA_RS04435	1472.4519142527795	1.3190812314231544	0.03482763461949312	0	0	Not significant
SA_RS04660	5328.313609260535	1.0523258514530154	0.018185024507578675	0	0	Not significant
SA_RS04670	1289.7196623032746	2.6335215920492367	0.04998674877640071	0	0	Up
SA_RS04675	737.29314781909	2.511033386603907	0.06261433414477442	0	0	Up
SA_RS04680	996.8271225513995	-1.6923084270250344	0.035174346484769414	0	0	Down
SA_RS04785	1767.3871733257831	2.011051100785567	0.036862327870072605	0	0	Up
SA_RS04865	520.5741050294471	-2.1785483121812708	0.0486121779555898	0	0	Down
SA_RS05135	6688.087610085256	-0.8933434353117226	0.014185982163009125	0	0	Not significant
SA_RS05160	1203.1977778267133	-1.7488599438660664	0.033155399806359905	0	0	Down
SA_RS05165	5120.430120017484	-0.9694186978868357	0.015941705100382654	0	0	Not significant
SA_RS05170	34921.125516577646	0.42660545399544475	0.008036779080013346	0	0	Not significant
SA_RS05175	11057.458897013048	-0.8351279053584509	0.010445215303759739	0	0	Not significant
SA_RS05185	573.0828560919	-2.2123888536588283	0.05441713548490962	0	0	Down
SA_RS05300	8752.303011172984	-1.343971882786196	0.012466321096501604	0	0	Not significant
SA_RS05325	1714.2337987505355	-1.021665712692541	0.025986154747774975	0	0	Not significant
SA_RS05355	11495.057371702986	1.2526214161867208	0.013539835972966341	0	0	Not significant
SA_RS05360	15521.357764258508	0.6534935221089553	0.01140690389979462	0	0	Not significant
SA_RS05460	1499.6037525103573	1.3888347267991237	0.033998086048426975	0	0	Not significant
SA_RS05530	672.9407758384668	-1.6025697877968481	0.04200962584450849	0	0	Down
SA_RS05640	9553.925988258137	1.546713609218709	0.01517463810350509	0	0	Not significant
SA_RS05760	1715.4162607412761	-4.073601873116792	0.038504819993412036	0	0	Down
SA_RS05765	2328.709387969298	-3.19858846377257	0.02770743914709065	0	0	Down
SA_RS05770	2907.913781517273	-2.3905668722244124	0.02177738386674251	0	0	Down
SA_RS05860	11689.073772209495	1.0346477471412532	0.012944595200081519	0	0	Not significant
SA_RS05935	1092.55549049715	1.8755668103223135	0.0440256830242302	0	0	Up
SA_RS05945	2620.061726575174	2.0945256610564402	0.030568254286538157	0	0	Up
SA_RS06140	1746.540118720751	2.1041266819543893	0.03696115436739663	0	0	Up
SA_RS06165	5803.471495071543	2.5334993549452878	0.022905568409123233	0	0	Up
SA_RS06170	8045.951335312361	2.7241796031108825	0.021339773691354806	0	0	Up
SA_RS06225	2995.198735399912	1.2362887631407866	0.02447376124639321	0	0	Not significant
SA_RS06440	4506.961905560262	0.8355495578606672	0.018448567976596022	0	0	Not significant
SA_RS06450	1980.4549728429135	-4.537638434939106	0.03995385882686768	0	0	Down
SA_RS06645	2804.8099116451244	1.2713944030773572	0.025442225749915993	0	0	Not significant
SA_RS06675	3402.1972302716927	-1.2070020585321946	0.018140281286871927	0	0	Not significant
SA_RS06725	2577.771971035592	1.8917278407523561	0.029170988656868655	0	0	Up
SA_RS06765	1169.9665818795186	2.466586591217817	0.04972633488017017	0	0	Up
SA_RS07195	281.4094380838061	-5.037340447740188	0.12105705928326638	0	0	Down
