gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	direction
SA_RS05255	1087.8739861840957	-2.2935977199687474	0.04858620995459507	0	0	Down
SA_RS05590	515.3638715602276	-1.4292881224687541	0.03318554323262515	0	0	Not significant
SA_RS05835	1956.911632158719	-0.942230053659954	0.01960345767510864	0	0	Not significant
SA_RS07385	5011.533270195902	-0.9344576876019032	0.023401879775141875	0	0	Not significant
SA_RS11270	714.7390181978697	-1.4113283173129287	0.03174711223641041	0	0	Not significant
SA_RS13765	332.0165631551837	2.438022725446521	0.047893481098706434	0	0	Up
SA_RS05850	820.2386642740117	-1.015160424448292	0.02854446522155763	1.2238074681254944e-277	4.00010212438733e-275	Not significant
SA_RS11435	4432.345421936198	1.68781880713376	0.05009818197367789	4.614003848704207e-251	1.3196051007294032e-248	Up
SA_RS05225	246.28447010860572	-1.5242412582147142	0.04516490312840682	3.3545071905685585e-250	8.527902724467625e-248	Not significant
SA_RS08185	943.3736055405408	2.53427170508065	0.07578328061010052	7.660854915187405e-250	1.7528036045948783e-247	Up
SA_RS05245	499.25964625275674	-1.7672205148026567	0.05398212217609051	1.113898635382186e-236	2.316909161594947e-234	Down
SA_RS04655	2097.0419776803974	1.0306420580489528	0.03295899728371908	1.273956433069046e-215	2.4290102657183144e-213	Not significant
SA_RS05240	408.42579266697476	-1.8997899092596544	0.06086909645679183	2.2528572787052554e-215	3.9650288105212496e-213	Down
SA_RS05260	482.22044761588	-2.3137110378268497	0.07461822765792575	2.8139427878239375e-214	4.5987864989579776e-212	Down
SA_RS08395	739.5287962350955	-1.5195067962424333	0.04957450170868189	4.32573143482384e-208	6.59818234858463e-206	Not significant
SA_RS08465	570.5925830193435	-0.8752300899124784	0.028502840406634904	1.7454778745848303e-207	2.496033360656307e-205	Not significant
SA_RS02135	383.2514934998647	-2.0707320777766727	0.06816217080477296	1.4901821383460065e-205	2.005609842668037e-203	Down
SA_RS05230	276.15892234647134	-1.936574499179807	0.06357864101515041	4.1105790866096875e-205	5.225002750090536e-203	Down
SA_RS10905	183.914729971183	-2.492694732392708	0.08230287728475763	1.791197407251886e-203	2.156978772522271e-201	Down
SA_RS10845	2550.921198933969	-1.6055858358551887	0.05478995250720431	1.079302386330053e-191	1.2347219299615808e-189	Down
SA_RS10900	125.6606865154593	-2.4428753467013973	0.08347319668768496	2.782416899306506e-189	3.0315094598158504e-187	Down
