gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	direction
SA_RS00005	907.5798061623468	2.3828683442994847	0.045222795825259246	0	0	Up
SA_RS00055	545.0612876198187	2.9405504061731986	0.06283229221650546	0	0	Up
SA_RS00060	708.3508005216253	2.1098666646452435	0.04563118560095214	0	0	Up
SA_RS00135	353.8867268809285	3.124124687001337	0.08099232407766967	0	0	Up
SA_RS00160	1852.5484789848842	1.5095463106849236	0.025476622153830734	0	0	Not significant
SA_RS00165	2203.9853859594336	1.1036389807083642	0.022135843592420774	0	0	Not significant
SA_RS00240	1458.3170983026005	1.2480614172686035	0.028308291484537715	0	0	Not significant
SA_RS00305	4957.7670453815235	0.6228206563462326	0.014891515508878087	0	0	Not significant
SA_RS00310	6219.991943710306	1.171685233583777	0.013787117214870439	0	0	Not significant
SA_RS00665	13501.845219232573	1.1868825468615796	0.009871726580713447	0	0	Not significant
SA_RS00690	21145.07251390429	-1.353304828333512	0.009994400495683299	0	0	Not significant
SA_RS00980	4022.159167007541	-1.1534373185387212	0.01593190754770073	0	0	Not significant
SA_RS01085	2498.039439876476	-0.8245976787321982	0.01950985359037091	0	0	Not significant
SA_RS01275	76052.70076468313	0.9389543923854715	0.00554798351781586	0	0	Not significant
SA_RS01280	28919.426958354452	0.8512038394133105	0.00836673609554076	0	0	Not significant
SA_RS01365	5023.741193376173	-1.746631048915509	0.016800594947750654	0	0	Down
SA_RS01480	1111.5076691146958	-1.7088876051131	0.030108730957432706	0	0	Down
SA_RS01485	2857.1097464240815	-0.7074363159971596	0.018802140744451697	0	0	Not significant
SA_RS01490	638.1454545149745	-1.7461394211788375	0.041028108495607195	0	0	Down
SA_RS01830	434.7331848877725	-4.547316516158292	0.08480197915017058	0	0	Down
SA_RS01845	465.44695515916504	-4.034117154014073	0.07180251002947385	0	0	Down
SA_RS02010	1159.753727198016	2.792172933479114	0.040496412027344816	0	0	Up
SA_RS02050	4079.6753715552636	1.3188728025090972	0.017013310965701637	0	0	Not significant
SA_RS02090	2517.432098485934	0.820903967607041	0.020563971872786642	0	0	Not significant
SA_RS02130	3335.8066235638985	1.1961045284472962	0.01949105507834064	0	0	Not significant
SA_RS02140	532.9668791738378	-2.0307393643591127	0.04629244581643236	0	0	Down
SA_RS02145	1454.2124957167405	-1.5880169053999176	0.026883843895896653	0	0	Down
SA_RS02150	1487.0142529015677	-1.1438634234709817	0.025638947690667574	0	0	Not significant
SA_RS02410	2161.74230873631	-1.409381779361113	0.022190498767554336	0	0	Not significant
SA_RS02460	708.5255004650517	-1.9731875093561513	0.04428914363761277	0	0	Down
