tx	gene_id	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
XM_002343115.1	LOC100287422	3.85339	2.968342	3.527672	3.343606	4.92855	4.479849	3.856273	3.607532	4.13294	3.918044	3.423339	3.34299	3.288188	4.183254	3.163064	3.928428
XM_002343097.1	LOC390213	0.395147	0	0.137583	0	0.747971	0.082491	0.101367	0	0.101877	0.146303	0.134518	0	0.099392	0.094478	0.604072	0.185253
NM_181843.1	NUDT8	1.206263	1.378917	2.399457	2.511734	3.261831	3.189128	3.356799	3.38521	1.244131	0.510662	1.87837	1.587472	2.086935	0.835152	2.287302	2.423508
NM_005995.3	TBX10	0	0	0	0	0	0.067449	0	0	0	0	0	0	0	0	0.082429	0
NM_080658.1	ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000695.3	ALDH3B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001031615.1	ALDH3B2	0	0.089248	0.335645	0	0.218934	0	0.049527	0.105156	0.198781	0.071349	0.327981	0.119819	0.241923	0	0	0
XM_001129638.3	LOC729196	0	0.044835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024249.1	LOC645332	2.173379	1.531703	1.474209	2.042498	1.976348	2.80591	1.056425	2.742578	1.594812	1.574352	1.640535	2.063283	1.330781	1.754662	0.875956	1.883658
XM_001716356.2	LOC100132261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_030930.2	UNC93B1	11.483279	12.857147	15.857095	10.521558	16.966694	11.103466	17.480241	10.708579	15.511119	21.692359	21.257461	13.45165	15.001109	10.253528	17.493229	10.871203
XM_002343098.1	LOC100288224	0.60905	0.524164	0.541543	0.486493	0.906368	0.376373	0.611183	0	1.008792	0.145854	1.103693	0.656822	0.856987	0.208114	0.595808	1.477899
NM_000694.2	ALDH3B1	34.224942	29.210401	24.943448	24.676172	17.382748	9.812842	17.111221	12.087387	29.631439	33.302683	47.691838	17.869745	21.947541	11.883835	17.85175	16.041901
NM_001030010.1	ALDH3B1	0	13.982586	17.783491	13.923019	10.398259	9.171108	11.342135	7.300558	17.362749	27.158842	11.404539	26.775938	13.054622	14.728404	20.543829	11.37143
NM_002496.2	NDUFS8	52.204517	53.188919	60.65665	84.999254	60.2242	57.58801	54.966596	64.481588	69.123449	80.227776	81.70665	73.137229	59.993036	57.651998	67.174235	67.961468
NM_006019.2	TCIRG1	15.436142	18.241128	21.515604	16.467117	21.531458	17.785051	22.869811	16.573954	24.621937	28.576043	27.949248	19.171396	23.462102	18.297786	23.807916	24.669503
NM_006053.2	TCIRG1	14.864704	10.858904	14.766567	13.233292	15.64638	14.098966	15.199814	13.202924	13.807822	22.757265	23.908945	16.183573	15.275475	14.825291	16.905694	13.815333
NM_212469.1	CHKA	1.547146	0.488136	0	0	0.395189	0	0	1.284398	1.186773	0	0.531804	0	0	0	0	0
NM_001277.2	CHKA	3.67723	8.214151	7.783468	3.283828	7.308481	5.955929	7.860479	5.126815	6.551079	7.03477	6.93506	5.540483	10.025571	5.832557	9.224135	5.115568
NM_017635.3	SUV420H1	11.718086	9.795292	9.15118	9.900085	8.317391	11.783423	8.815057	10.845141	9.892093	8.662377	8.06434	10.341036	9.222612	10.257392	8.396562	9.154025
NM_016028.4	SUV420H1	5.812971	6.140883	6.197445	3.104864	4.356052	4.325804	5.446034	3.554053	5.310239	6.491066	7.001916	4.571948	4.88331	3.872715	4.578726	2.970303
NM_022338.3	C11orf24	46.489509	45.73483	45.804261	50.832769	46.158455	54.984021	52.302252	53.437248	51.044439	50.659473	57.727225	47.827494	45.240047	39.240095	50.394853	43.91636
NM_002335.2	LRP5	14.824583	12.796808	17.335679	15.839496	24.954591	25.115505	28.19162	23.022154	6.988614	10.367961	12.400407	6.204756	11.253051	10.54082	12.150716	11.944852
NM_018312.3	SAPS3	27.318898	31.050769	27.888296	24.131326	23.545475	24.489301	28.152714	24.272307	27.685475	28.539756	29.655154	27.193782	25.96335	25.927027	26.307968	26.429741
NM_015973.3	GAL	1.266262	0.445296	0.50375	0.879418	0.41089	0.304604	0.370887	0.987133	3.171765	1.206196	1.109214	1.516029	1.095749	0.526831	0.369471	0.847998
NM_004923.3	MTL5	0	0	0	0.076038	0	0	0	0	0	0	0	0	0	0	0.067059	0.073925
NM_001039656.1	MTL5	0.129942	0.040121	0.045252	0	0	0.053895	0	0	0.167487	0.144268	0.132633	0.107547	0	0.061392	0.086227	0.040675
NM_001031847.2	CPT1A	4.101384	3.781466	0.517294	6.138622	12.399169	4.744261	11.05721	5.881589	4.551523	8.667148	8.211249	3.666681	2.790982	0	1.211285	0
NM_001876.3	CPT1A	29.711444	53.895304	49.771638	26.836362	62.487852	49.367424	64.036485	42.076022	43.247654	46.41491	49.037149	36.305986	67.164848	33.826236	56.919465	30.042203
NM_181514.1	MRPL21	43.078724	45.361485	44.41283	43.725531	49.17861	45.489261	43.031587	43.340832	53.83326	50.70182	51.795479	46.054885	58.385739	52.116772	55.004421	65.599917
NM_181515.1	MRPL21	6.750208	5.744667	9.588809	1.884958	8.190162	5.549178	4.465617	6.297486	1.139553	3.997459	6.114703	8.334057	11.443447	11.200414	8.229445	6.497168
NM_002180.2	IGHMBP2	5.341003	7.989459	7.316078	5.114702	6.650033	6.816144	8.044352	6.118038	7.557322	7.84042	7.874367	5.745314	6.69763	5.464583	6.520321	5.620063
NM_198923.2	MRGPRD	0	0	0	0	0.210445	0.116515	0	0	0	0	0	0.232118	0	0.133891	0.141778	0
NM_001098515.1	MRGPRF	2.628721	5.983505	0	3.184176	0	6.056865	0.938987	0.818005	6.824568	4.121509	5.45073	0.864261	3.51903	3.071857	4.752191	0.729757
NM_145015.4	MRGPRF	132.708912	178.38989	155.899142	110.453412	152.714413	130.366602	156.217511	119.311777	131.230561	183.873299	170.568921	132.100308	216.115238	122.057192	221.028706	138.609487
NM_139075.3	TPCN2	6.80381	10.177258	8.446354	5.582205	11.003879	7.805946	11.978548	7.094197	7.755391	9.523161	9.054189	6.679433	12.254844	6.483675	10.545682	6.987155
NM_138768.2	MYEOV	0.052871	0	0	0	0	0	0	0.057683	0	0	0	0	0	0.050144	0	0
NM_053056.2	CCND1	526.677908	491.809992	486.583462	447.694432	339.995253	385.12098	356.585613	416.700144	432.777023	447.959527	431.589341	399.150118	251.55963	270.054056	232.812125	282.496399
NM_153451.2	ORAOV1	12.445552	12.374485	11.579306	11.096241	12.120642	12.352011	13.802209	12.748811	11.168181	10.443415	13.189817	12.321286	13.257808	12.512128	11.748529	11.714059
NM_005117.2	FGF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002007.2	FGF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005247.2	FGF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001717040.2	LOC100127946	1.865822	1.262903	3.117492	5.898278	4.096825	2.986416	4.016517	6.109138	2.501737	8.570969	9.026049	1.564446	0.565236	1.631826	0.381139	2.099166
NM_018043.5	ANO1	18.827979	15.131044	32.236496	39.247891	27.116807	25.125423	25.408084	39.625775	14.591902	55.955403	57.460095	12.826606	5.055161	7.453249	4.362747	12.314638
NM_003824.3	FADD	23.367166	21.545758	20.064588	23.157631	20.004627	23.98018	22.623413	25.132603	21.495257	24.573225	24.716406	20.827865	22.210939	21.206314	22.375207	25.20905
NM_177423.1	PPFIA1	4.869277	4.620326	0.490546	6.351128	5.702829	5.288779	6.478624	2.514574	7.580747	2.611481	9.684254	8.266553	2.775279	5.149763	3.610146	2.901626
NM_003626.2	PPFIA1	24.031385	27.51021	26.363221	19.138597	24.311862	24.573962	26.158999	26.075595	27.963157	26.084213	24.361174	25.527467	22.954273	23.241475	25.472593	22.714116
NM_005231.3	CTTN	196.970762	180.796874	215.73009	227.441853	188.450999	197.788316	211.78668	227.97224	207.035146	209.269919	238.967879	227.923737	215.257547	223.282941	209.425384	214.305123
NM_138565.1	CTTN	56.445605	50.565488	75.445182	51.698525	63.139826	55.3626	56.667053	53.102902	73.884266	67.929389	78.832731	73.891053	48.360739	51.550178	52.265456	71.601962
NM_012309.1	SHANK2	1.56874	2.075629	1.639036	1.675022	1.593589	1.829143	1.852964	2.079922	1.819747	1.914578	2.365873	1.92279	1.245026	1.681353	1.488905	2.034782
NM_133266.1	SHANK2	0	0	0	0	0	0	0	0.07483	0	0.048726	0	0	0	0.07966	0	0
XR_041799.1	C11orf76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_002343099.1	LOC100128069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001360.2	DHCR7	11.586651	8.844162	7.19401	13.408272	6.494628	7.832955	6.363255	7.888286	12.503588	10.438388	10.910954	13.283438	5.004122	10.760394	7.541496	12.380108
NM_018161.4	NADSYN1	39.190525	34.240766	37.702683	40.084544	43.086053	42.43282	43.996017	37.844086	47.505277	57.985025	61.426207	51.882115	50.428052	46.573042	50.668774	47.928621
NM_001012503.1	KRTAP5-7	0.151687	0	0.211226	0.122655	0	0	0.31111	0	0	0.224729	0	0.253627	0	0.146482	0	0.426674
NM_021046.2	KRTAP5-8	0	0.067587	0.305399	0	0.166036	0	0.224989	0	0.113076	0	0.074658	0	0.110367	0	0.111775	0.205614
NM_005553.3	KRTAP5-9	0.436455	0.067261	0.151961	0.351864	0.165233	0.547253	0	0	0	0.242412	0.074297	0.090894	0.21966	0.104552	0.222466	0.409238
NM_001012710.1	KRTAP5-10	0.12482	0.076915	0	0.201478	0.094509	0	0	0	0	0	0.085002	0.104116	0	0	0.127296	0
NM_001005405.2	KRTAP5-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099653.1	FAM86C	1.202593	0.313048	0.487661	0.458966	0.262938	0.432375	1.843569	4.185543	0	0.340962	0	0.526359	0.582656	1.14984	0	0.658199
NM_018172.2	FAM86C	2.410134	0.265011	0.441658	1.780289	0.643814	0.310546	1.134276	0	0	0	0.230361	0	0	0	0.964484	3.06604
NM_152563.2	FAM86C	0.930949	3.508356	0.849799	4.228998	1.907828	3.115412	0	0	3.306185	3.824027	4.56543	3.387699	2.447278	1.837003	1.454043	0
XM_002343100.1	LOC100288439	0	0.223362	0	0.294095	0	0.152801	0	0.396125	0.187175	0	0.123643	0.152098	0.366434	0	0	0
XM_001723234.2	LOC100131539	0.062005	0.038291	0.086373	0	0.023473	0.102854	0.191019	0.067644	0.063936	0	0.084384	0.128281	0.031103	0	0.063082	0
NM_001002035.1	DEFB108B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001130520.1	LOC729523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001723302.1	LOC100133315	1.521188	0.937078	0.770319	0.6703	1.047063	1.159355	0.567356	1.207287	0.570501	0.307294	0.282562	0.808381	0.557476	0.532869	1.128639	1.166983
XM_001723261.1	LOC100129216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024148.1	RNF121	0.473974	0.69405	0	1.134232	0	0.153136	0	0	0	0	0.386593	0.434197	0.181315	0	0	1.597756
NR_024147.1	RNF121	3.966257	0	0	3.331108	1.070132	4.493477	1.570214	1.706338	0	1.67317	4.383966	1.968186	0	1.97005	0	1.291083
NM_018320.4	RNF121	10.732793	12.508003	13.196807	10.49026	11.308186	11.0034	12.667297	14.777539	12.757156	11.357474	8.458468	11.481633	12.646375	14.658433	12.216759	11.296515
NM_001039659.1	IL18BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039660.1	IL18BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_173042.2	IL18BP	1.839837	1.53103	2.87735	1.19342	1.203962	1.084044	1.341699	1.79024	1.784732	1.170935	2.193824	2.273456	0.488704	0.500288	1.94436	0.585193
NM_001145057.1	IL18BP	2.632168	3.15806	0	5.093195	3.518839	2.792321	2.946216	4.363418	0	2.617795	0.65593	1.631595	0	1.574442	0.840683	1.616994
NM_001145055.1	IL18BP	0	0	0	0	0	0	0	0	0	0	0	0	1.836729	0	0	1.489656
NM_006185.2	NUMA1	125.030794	102.013566	95.602609	124.213444	111.173421	136.428234	113.24176	120.645567	116.648401	91.654657	92.905025	121.053618	93.625382	136.443206	96.40133	128.410887
NM_001145309.1	LRTOMT	0	0	0	0.522266	0	0	0.413595	0	0	0	0	0	0.60645	0	0	0
NM_001145308.1	LRTOMT	0.104473	0.652344	0.31965	0	0.4192	0.499839	0	0.869145	0.558298	0	0.287875	0	0	0	0.286261	0.776459
NM_001145310.1	LRTOMT	0.183445	0	0	0	0	0.080844	0	0	0	0.526521	0	0.510588	0	0.522519	0	0
NR_026886.1	LRTOMT	0	0.109476	0	0	0.144332	0	0.181799	0.161738	0.182593	0.13814	0	0.431062	0.512818	0.390404	0	0.171135
NM_145309.2	LRTOMT	5.19483	3.904983	4.553507	6.268614	5.35169	5.468971	5.022479	4.870607	4.330566	3.885759	3.137509	4.305889	3.656546	4.936113	4.10487	4.226597
NM_001145307.1	LRTOMT	0	0.407883	0	0	0	0	0	0	0	0	1.977457	0	0	0	0	0
NM_017907.1	C11orf59	144.316478	138.83715	146.134754	152.925948	141.425538	153.775829	147.158154	168.932364	164.751852	168.509146	162.676657	159.800106	164.997282	154.776943	160.519085	157.541678
NM_014042.2	C11orf51	38.709893	35.599565	34.938822	36.114862	34.342086	33.64307	32.702959	34.39887	32.239779	35.062516	38.182261	32.329953	27.567271	32.270404	31.566974	31.223731
NM_000804.2	FOLR3	2.944306	1.107753	0.455534	2.779862	0.990782	1.787239	1.174036	1.785133	1.34965	0.484706	0.334289	1.368865	0.33004	2.057881	0.667907	1.993739
NM_016725.1	FOLR1	0.475082	0.352025	0	0.286308	0.539569	0.695642	0	0.648017	0	0.791651	0.213553	0	0	0.912051	0.605537	0
NM_016724.1	FOLR1	0	0.886176	0.519823	1.142503	0	0	0	0	0.662733	0	0.294047	0.750652	0	0	0	0.964042
NM_000802.2	FOLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016730.1	FOLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016729.1	FOLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016731.2	FOLR1	0	0	1.033247	0	0	0	0.597349	0	0	0	0	0	0.293588	0	0	0
NM_000803.4	FOLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001113535.1	FOLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001113534.1	FOLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001113536.1	FOLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001567.3	INPPL1	47.308641	47.819056	43.877616	46.251531	45.695834	54.284424	53.582968	48.402973	58.003133	51.616517	55.975569	58.480036	54.437642	50.514143	58.702127	52.304045
NM_005169.3	PHOX2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_017002.2	LOC220077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_030813.3	CLPB	3.730809	4.748153	3.659063	4.031215	3.603042	3.949653	3.361793	3.94558	5.024747	4.283177	3.989597	5.863327	4.31715	4.213028	3.563885	4.105008
NR_026572.1	PDE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143839.1	PDE2A	0.028344	0.03501	0	0.09089	0	0	0.058215	0.123687	0	0.18881	0.019287	0.164158	0.028433	0	0.086504	0
NM_002599.2	PDE2A	0	0	0	0	0	0	0	0	0.157217	0	0	0	0	0	0	0
NM_001135190.1	ARAP1	28.083746	22.571127	25.601176	33.373287	24.597355	35.51446	24.098101	33.122506	32.204965	25.719122	29.979	26.054255	19.447785	27.808019	20.811249	29.948358
NM_015242.4	ARAP1	25.692987	19.459865	19.167039	19.845212	21.106916	17.050712	24.178192	21.59024	20.590925	22.302988	18.141025	26.116004	20.677741	29.168279	18.475745	26.214578
NM_001040118.2	ARAP1	8.875738	6.897788	5.949923	9.162594	8.319796	13.511052	11.949472	13.001471	8.137744	8.603854	10.106351	7.659078	10.213654	8.958458	11.967281	12.504594
NM_006645.2	STARD10	5.042605	3.529276	4.368423	6.324761	5.075178	8.134397	5.302748	8.520861	6.024353	4.643609	5.106434	5.969494	3.150512	4.264228	1.815767	5.131796
NM_033388.1	ATG16L2	4.418222	2.691869	4.02386	5.050359	3.774149	6.028921	3.372759	4.943969	6.133158	4.361003	4.279322	5.496319	2.673819	3.81685	3.517624	5.045625
NM_014824.2	FCHSD2	17.682404	18.228274	18.51027	16.028007	14.07732	15.326818	18.212584	17.276083	24.158777	25.789751	27.159896	20.155135	14.084695	14.970852	13.887227	13.678386
NM_176072.1	P2RY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002564.2	P2RY2	0.047542	0	0.066223	0	0.071993	0.039497	0	0.103736	0.049025	0.140771	0.129421	0.118195	0	0	0	0
NM_176071.1	P2RY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_176796.1	P2RY6	0	0	0	0.353856	0	0	0	0	0	0	0.322705	0	0	0	0	0
NM_176797.1	P2RY6	0.245573	0.151474	0	0	0.247916	0	0.504071	0.178629	0.084415	0.359146	0	0.068032	0	0	0.166778	0
NM_176798.1	P2RY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004154.3	P2RY6	0	0	0.139879	0	0	0.083449	0	0	0	0.0771	0.154993	0	0.100829	0	0	0
XM_002343116.1	LOC100287837	0.862694	1.25165	1.205112	1.587644	1.082942	0.81434	1.995638	1.632555	1.424386	1.254704	1.74565	0.864067	0.709436	0.759183	1.444584	0.550002
NM_014786.3	ARHGEF17	33.20141	37.844751	35.321438	31.105284	37.875063	34.664042	42.31573	32.796003	36.078641	39.223553	42.192573	28.769517	39.902325	32.213985	37.999702	30.910381
NM_152222.1	RELT	0.445957	0.381291	0.573429	0.220095	0.675313	0.939232	0.457938	0.785913	0.848956	0.736346	0.65362	0.340759	0.585156	0.291829	0.488646	0.707639
NM_032871.3	RELT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015159.1	FAM168A	33.913763	27.180157	16.264969	31.651246	24.830834	31.032341	26.98742	31.890361	31.944078	23.140937	26.55926	34.776053	25.155986	28.605205	19.155869	29.373128
NM_021200.2	PLEKHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130033.1	PLEKHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130034.1	PLEKHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130035.1	PLEKHB1	1.02969	0.485928	0.928036	0.875982	0.825494	0.604625	0.870504	0.726922	0.374761	0.717446	0.783294	1.105496	0.365058	0.690307	0.308346	1.022277
NM_001130036.1	PLEKHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_198896.1	RAB6A	21.196274	25.697542	22.530374	20.700097	22.547464	20.879009	21.402853	20.603139	18.567061	18.608874	25.263565	18.891348	28.438576	13.798018	25.904166	17.953697
NM_002869.4	RAB6A	72.502098	79.79098	74.777035	58.839181	69.503411	70.342223	74.776894	63.547978	67.794513	66.696665	60.588946	62.601373	73.122999	68.910899	58.748892	63.046243
NM_016055.5	MRPL48	19.672398	20.871649	19.975909	25.821861	19.135986	22.100658	16.674591	23.256688	23.811484	19.833006	18.515897	22.357324	22.027282	24.339093	19.511096	22.800744
NM_016565.2	CHCHD8	42.390124	45.795017	40.298216	49.48291	52.203335	54.551538	47.999402	52.208226	50.91989	66.46607	69.934887	59.442189	54.115538	51.629696	52.664984	49.321404
NM_025155.1	PAAF1	24.908399	19.984285	22.067127	20.609133	20.590296	26.013189	19.901668	23.393078	22.109914	18.150329	18.243899	20.696221	19.334612	23.735161	17.182545	20.694473
NM_153614.2	DNAJB13	0	0.040438	0	0	0.09924	0	0.134544	0	0	0.048518	0	0	0.065844	0.124594	0.066733	0.061448
NM_003355.2	UCP2	2.419183	1.632327	3.895971	4.19554	2.346456	2.265957	2.017454	2.886972	2.572703	5.317387	5.04328	2.763112	1.291801	1.655914	1.309021	2.835414
XM_002343117.1	LOC100287870	0	0	0	0	0.10005	0.112377	0	0	0	0	0	0	0	0	0	0
NM_003356.3	UCP3	0.347602	0.271906	0.484184	0.181712	0.293117	0.282193	0.187069	0.325057	0.102412	0.278183	0.24756	0.20353	0.349008	0.196918	0.505443	0.274009
NM_022803.2	UCP3	0	0.171241	0	0.149521	0.049306	0.187102	0.351545	0	0	0.217511	0.135277	0.22671	0	0.144505	0	0.2087
NM_015531.4	C2CD3	5.243513	5.330204	4.459601	5.114443	5.000955	4.953157	5.215292	5.037761	5.862026	6.127419	7.535873	6.235878	4.501422	4.890067	4.154026	5.020077
NM_016147.1	PPME1	33.012231	37.031606	34.846533	30.243907	30.937681	34.806898	32.130847	32.216613	39.858593	48.438804	51.97803	38.053198	32.504698	33.14705	33.451555	34.86324
NM_182904.3	P4HA3	19.942256	14.020251	7.798589	7.536354	13.201815	21.186698	11.550636	11.343996	42.008324	34.025169	22.282198	19.231075	11.672923	12.94716	8.630368	8.249454
NM_173582.3	PGM2L1	5.362162	4.339057	3.198704	3.656032	2.9248	5.569149	2.677459	3.580438	9.916019	5.097918	5.035838	7.321689	3.249779	5.11306	3.227761	3.888015
NM_005472.4	KCNE3	10.324946	4.560371	3.716796	8.965563	3.659897	9.565128	2.739796	7.762566	6.300302	4.09317	2.473648	7.076931	4.50181	8.779434	4.131725	8.013236
NM_001144869.1	LOC387787	1.02882	0.344974	0.822844	1.064144	0.749019	0.704374	1.457653	0.853125	1.011863	0.781084	0.667508	1.052407	1.246761	0.67457	0.571352	0.702991
XM_002343118.1	LOC100287896	3.465145	2.50347	3.483935	3.331441	2.506094	2.755526	2.747774	3.329546	2.002645	1.796155	1.944238	2.463956	1.78826	2.657095	1.570415	3.034434
NM_006591.1	POLD3	11.874765	8.374041	10.212548	11.400682	10.137657	15.678059	11.345521	13.067454	11.996292	10.318004	11.734422	13.476837	8.668714	10.801617	9.280466	12.748008
NM_015424.3	CHRDL2	14.50619	4.063718	1.030848	7.380586	4.370955	15.535613	4.785828	10.820716	13.356448	3.287757	4.836498	10.019679	1.041416	6.130304	1.432227	5.3435
NM_001098638.1	RNF169	13.394817	11.038651	9.423121	10.395857	10.63012	14.871676	10.562093	14.861136	12.068149	8.525185	10.037024	11.982639	11.488921	13.279558	9.304559	13.263249
NM_182969.1	XRRA1	8.091458	6.674342	5.66671	8.743759	5.653268	8.276833	6.17518	7.519823	3.882469	2.606943	2.746233	4.265138	3.091067	3.817172	2.735764	4.815937
NM_014752.2	SPCS2	48.65048	45.239497	50.050743	45.84097	41.146184	43.276548	41.233365	44.115925	43.595006	52.157376	55.23707	40.48049	47.897167	47.498005	50.709475	48.146648
NM_006656.5	NEU3	4.564566	3.542634	2.967174	4.151503	3.225662	2.815857	2.544217	2.418784	3.406868	2.799566	2.840092	3.349227	2.749103	2.675345	1.459968	2.690252
NM_001005285.1	OR2AT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007256.3	SLCO2B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145212.1	SLCO2B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030581	0
NM_001145211.1	SLCO2B1	0	0	0	0	0	0	0	0	0	0	0	0.024014	0	0	0	0
XM_497310.3	LOC441617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020251.2	ARRB1	13.731511	9.763204	6.652918	11.622606	9.824536	11.714289	8.762477	7.438082	4.901752	2.29728	2.020173	4.529466	3.215572	14.79014	5.575059	9.174645
NM_004041.3	ARRB1	2.052992	3.932616	5.532193	4.155066	4.286001	2.373553	2.070858	5.313259	0.544924	1.435604	1.335829	0.450598	8.645239	0.573601	3.450851	3.312638
NM_001005.3	RPS3	1755.74229	1756.247728	1664.702057	1832.983625	1662.584309	1783.85468	1607.862166	1750.268541	1708.165038	1764.132839	1530.357139	1609.907764	2552.828533	2942.653452	2985.398382	2793.271284
NR_000005.1	SNORD15A	0	0	0	0	0	0	3.762624	0	0	0	0	0	0	0	0	0
NR_000025.1	SNORD15B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039548.1	KLHL35	1.007908	1.243332	0.818883	0.675949	1.653477	1.260598	2.155013	1.191376	0.086617	0.43533	0.285896	0.279276	1.942446	1.281786	1.369092	1.023812
NM_030792.6	GDPD5	16.578133	19.458026	34.275424	19.498293	30.249532	14.905208	34.007557	17.678757	6.352772	14.564868	14.940277	6.80147	15.92465	7.874655	15.653105	10.993133
NM_001235.2	SERPINH1	356.593884	226.23575	223.2936	406.975905	203.434134	398.692365	221.505693	456.151669	379.233688	333.985013	358.393966	417.178611	278.283951	414.116222	264.895394	478.170859
NM_033063.1	MAP6	1.061629	0.716857	1.110041	0.903414	1.329531	1.018216	1.051029	0.965582	0.45427	0.893639	1.128479	0.839238	1.003562	0.551292	0.982934	0.551152
NM_207577.1	MAP6	0.257124	0.438974	0.427957	0.327014	0.514568	0.490071	0.31508	0.719643	0.619804	0.385786	0.391912	0.460204	0.376288	0.589577	0.374736	0.253226
NM_025098.2	MOGAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032564.3	DGAT2	0.736106	0.424095	0.478494	0.43337	0.743125	0.815506	0.654989	1.284942	1.821744	1.707358	1.33592	2.481047	0.886878	0.883689	0.998989	0.690206
NM_003369.3	UVRAG	10.235528	10.212655	10.027966	9.337779	10.253607	9.339744	9.379872	10.307171	10.043886	8.474543	7.04095	8.613221	9.791423	9.44209	8.443254	8.96453
NM_004626.2	WNT11	0.63612	0.078507	0.177206	0.562327	0.144492	0.211728	0.195898	0.347016	0.131195	0.094187	0.432975	0.369509	0.127814	0.362688	0.194314	0.238582
NM_004705.2	PRKRIR	31.941523	35.248179	31.300954	27.975623	30.31504	28.943734	30.128977	30.106142	28.187822	25.127315	25.274648	27.523299	33.172018	31.155833	30.498546	31.934909
NM_020193.3	C11orf30	8.587042	7.501122	6.714054	8.09461	7.043474	8.283479	7.197916	8.311542	9.006279	6.448804	7.246081	9.25823	5.382133	7.978206	5.62999	7.380654
NM_005512.2	LRRC32	29.022335	21.125748	23.035653	27.383135	36.070842	46.506751	35.324432	57.99581	35.515434	25.921671	31.078187	42.25198	31.006456	30.746987	25.264789	41.761593
NM_001128922.1	LRRC32	40.6649	34.337479	36.435045	29.866553	57.485827	48.679265	60.095626	56.435666	38.578182	36.886959	41.99917	45.078349	56.596994	52.841818	54.765021	56.148809
NR_024042.1	GUCY2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015516.3	TSKU	27.971174	39.057667	30.420238	21.704494	88.454931	38.362067	70.439735	30.708577	45.903377	49.606942	54.764567	32.603292	59.388508	26.444316	60.256019	29.122792
NM_018367.5	ACER3	4.821188	8.636659	7.272609	3.608296	5.767972	3.820313	6.127386	3.922886	5.548111	7.511252	8.210382	4.759552	7.000187	3.771383	5.66308	3.296773
XM_002343103.1	LOC100288668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_138706.3	B3GNT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
