gene_id	gene_name	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
ABCA12	ABCA12	0.126022	0.008782	0.019803	0.080734	0.021526	0.104332	0	0.062029	0.043973	0.027979	0.019343	0.046989	0.028503	0.040164	0.014456	0.066645
ABCA13	ABCA13	0.5362	0.323133	0.202885	0.286136	0.23557	0.1917	0.203992	0.259966	0.662089	0.465392	0.486388	0.399091	0.086249	0.143198	0.067305	0.117933
ABCA17P	ABCA17P	0.195655	0.08631	0	0.112032	0.063489	0.023175	0.028704	0.121969	0.057642	0.020687	0.038038	0	0.084114	0.026389	0	0.052416
ABCA2	ABCA2	15.248218	13.276952	13.860262	16.320056	17.776556	22.392477	19.903381	20.400645	16.754424	20.453547	22.052791	15.76848	11.090863	14.838324	11.436296	15.790642
ABCA3	ABCA3	2.161113	2.282417	3.301911	3.043508	3.153804	2.353005	3.544197	2.756824	0.646948	1.096376	0.865635	0.864387	1.135884	1.609512	1.223018	1.928314
ABCA4	ABCA4	0.408715	0.572954	0.656963	0.390319	0.571306	0.234328	0.678112	0.428716	0.340389	0.628233	0.705896	0.181892	0.3625	0.281371	0.399665	0.162136
ABCA5	ABCA5	6.095742	6.894619	6.466129	5.996627	5.652873	6.322813	5.156547	7.153693	3.745097	3.722157	3.694463	4.218319	4.602612	3.926389	3.854422	3.612879
ABCA6	ABCA6	51.155307	76.941193	62.983874	27.567456	78.078636	42.462782	75.033594	34.612673	31.630657	37.795788	46.011119	28.358138	58.866902	30.254152	52.968518	27.817206
ABCA7	ABCA7	2.588109	1.943625	1.413883	2.967439	1.344811	1.905405	1.303022	2.343578	2.790755	1.752679	1.760908	2.894301	1.000688	2.056142	1.479489	2.299848
ABCA8	ABCA8	94.067587	96.136005	64.917942	65.431528	74.631768	82.298562	70.087809	66.480153	84.889696	67.597377	64.021636	78.651264	77.46012	72.942071	79.881929	66.350458
ABCA9	ABCA9	38.045375	42.693947	38.530404	31.27707	51.660288	40.905366	46.85662	41.938259	22.94063	18.789904	20.815567	26.928368	25.987015	21.695036	26.525927	18.143671
ABCB1	ABCB1	4.535743	2.753643	2.53007	3.432192	1.277383	3.287939	1.349847	3.102392	2.538107	1.41246	1.723623	2.526728	1.366199	1.995498	1.04526	1.996863
ABCB10	ABCB10	9.896148	12.166337	9.840667	7.324181	9.959749	8.788289	10.162467	8.005729	9.450844	8.49664	9.551846	7.030124	9.653224	7.305495	8.457053	7.765889
ABCB11	ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	ABCB4	1.159243	0.493083	0.678249	1.250627	0.86962	1.495894	0.668077	1.645269	0.970292	0.243876	0.370912	0.505502	0.72614	1.960986	0.499843	1.60314
ABCB5	ABCB5	0.814659	0.185297	0.238902	1.032224	0.064928	0.24923	0.044024	0.374221	0.088427	0	0.116716	0.035518	0.086076	0.284138	0	0.201016
ABCB6	ABCB6	17.646808	14.99661	10.367685	12.874067	9.816461	15.114548	10.271967	11.481428	14.194327	15.194839	14.922671	13.45485	17.791334	16.508155	15.921534	17.559514
ABCB7	ABCB7	13.383225	12.220043	11.607176	13.624322	11.31852	13.723761	11.251469	13.884837	12.915275	10.692099	11.479899	14.191331	11.358784	12.83097	11.000859	12.880197
ABCB8	ABCB8	9.509967	9.302495	10.854776	11.153593	9.292745	10.132094	10.022174	9.967264	11.192292	11.42389	11.976181	11.572448	12.809555	10.477263	11.699548	11.834863
ABCB9	ABCB9	1.886739	1.346747	1.52656	1.845958	1.466795	2.428114	0.998748	2.01631	1.362886	1.154617	0.953091	1.766188	1.729124	1.908842	1.328457	2.445788
ABCC1	ABCC1	121.572221	92.307408	65.067795	87.540541	60.138659	92.913755	63.255873	90.230214	107.355939	67.248662	71.807096	104.690668	80.558555	110.032544	79.047532	99.235894
ABCC10	ABCC10	9.643272	9.597758	9.549855	11.225305	11.817185	9.052189	9.246523	9.074133	7.587228	8.980638	8.847083	7.691395	10.794353	10.583532	10.482795	10.606129
ABCC11	ABCC11	0.052345	0.048493	0.072918	0	0.079266	0.130183	0.288039	0.057105	0.134938	0.094358	0	0.173203	0.052505	0.049405	0.079872	0.122703
ABCC12	ABCC12	0	0	0	0	0.017026	0.149078	0.046188	0	0	0	0	0	0.022552	0	0	0
ABCC13	ABCC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC2	ABCC2	0.207216	0.199093	0.288661	0.129155	0.313787	0.228973	0.449267	0.251173	0.189927	0.102243	0.15666	0.22849	0.34637	0.173749	0.374707	0.323827
ABCC3	ABCC3	5.58425	7.19769	7.713118	5.786869	8.777602	5.881547	8.748832	7.33008	5.890905	13.423024	17.402126	7.702632	5.977897	3.055418	6.273609	5.003684
ABCC4	ABCC4	23.253768	23.493535	25.202718	14.020385	21.954294	16.025769	23.677774	15.240347	33.216719	35.689802	38.460395	28.784887	28.694209	25.756377	25.162481	22.237111
ABCC5	ABCC5	20.896806	22.698367	26.666	18.963039	30.192857	24.794284	30.86869	23.091332	24.849627	24.531847	26.894185	22.79791	24.747613	22.690177	21.056727	22.040408
ABCC6	ABCC6	6.91043	4.205706	1.805314	4.776516	2.869818	5.810652	1.622482	6.611529	7.95206	4.700647	3.467049	5.659912	4.038428	6.677411	3.728998	7.070572
ABCC6P1	ABCC6P1	0.427589	0.130928	0.3612	0.59672	0.148362	0.679414	0.16387	0.443885	0.512685	0.196501	0.08231	0.645708	0.142041	0.520582	0.273317	0.501173
ABCC6P2	ABCC6P2	1.506155	1.064366	1.207108	2.020418	1.874001	2.310994	1.209689	2.296029	0.272705	1.412965	0.162354	0.437072	0.900229	2.938772	1.751205	2.105806
ABCC8	ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	ABCC9	12.977797	22.983673	17.844958	9.540389	24.345822	14.872278	26.9669	14.619065	7.922931	11.799169	13.486054	6.335235	15.918911	7.436789	12.481169	6.920742
ABCD1	ABCD1	13.299502	15.513069	13.380051	14.348145	15.664005	12.923837	15.273578	12.896916	11.461296	12.934865	11.257758	11.379309	15.502908	11.443027	14.413383	12.831694
ABCD2	ABCD2	0	0.040278	0.03028	0.034835	0.016458	0.018012	0.022324	0	0	0	0	0	0.043598	0.020499	0.022109	0.040763
ABCD3	ABCD3	32.315291	33.592729	28.764497	26.405033	25.878018	36.316849	28.655381	31.161599	35.263776	30.517634	32.746858	34.61266	28.430012	33.208517	28.036471	33.513123
ABCD4	ABCD4	13.26369	11.904874	12.396602	16.316509	16.517369	17.325756	15.172255	17.26189	13.058576	12.64647	12.083331	13.468331	11.899095	14.12763	11.516265	15.302863
ABCE1	ABCE1	27.130296	34.731205	26.709506	23.538157	25.211779	29.32305	27.487252	27.768108	33.786837	36.789245	38.457821	31.592611	30.126367	26.744264	31.680047	26.746637
ABCF1	ABCF1	0.812819	0	0	0.692568	0	0	0	0	0	0	0	2.651032	27.032139	10.077878	19.831463	14.662281
ABCF1_1	ABCF1_1	16.901812	10.671771	0	11.819793	9.211368	13.39881	0	8.252348	13.131863	10.588498	13.733105	14.151537	19.420314	0	0	0
ABCF1_2	ABCF1_2	14.986641	10.71323	0	12.688974	7.996865	12.515986	0	12.363637	14.491255	11.902688	13.35031	12.886568	0	0	0	0
ABCF1_3	ABCF1_3	0	0	0	0	0	0	0	0	0	1.734832	0	0	0	15.846461	6.769939	14.633434
ABCF1_4	ABCF1_4	0	2.171782	2.774472	0	0	0	0	0.973449	0	0	0	0	0	20.119729	16.793529	14.304899
ABCF1_5	ABCF1_5	8.094979	11.374905	22.120681	10.21494	12.682439	11.488786	11.953846	13.88492	13.410419	12.866941	12.940576	13.677999	0	0	0	0
ABCF1_6	ABCF1_6	6.759831	11.220654	19.758736	7.859016	12.590479	10.841481	28.764381	14.139995	13.364181	11.470612	13.640669	11.733067	0	0	0	0
ABCF2	ABCF2	37.039632	49.425092	46.822544	38.368521	44.197592	38.638363	43.311931	39.845853	41.754283	58.16151	61.377408	50.265335	43.878857	41.214368	48.788836	37.954929
ABCF3	ABCF3	34.37177	33.799711	26.894747	32.381309	29.485173	33.085316	28.251399	30.172392	35.491536	30.966884	34.214938	33.853669	29.730785	29.292292	27.625622	31.353959
ABCG1	ABCG1	9.109003	5.46347	6.808277	6.051303	17.989206	10.886445	21.279554	10.428485	4.564301	4.014822	3.624992	3.178426	6.287429	6.719455	5.761368	4.62816
ABCG2	ABCG2	1.02813	0.716391	1.101701	0.655054	0.339324	0.611938	0.514387	0.891541	0.625215	0.448769	0.5202	0.872309	0.581747	1.094835	0.402256	0.790994
ABCG4	ABCG4	0.18374	0.261766	0.181689	0.287628	0.246888	0.162295	0.23439	0.177866	0.033623	0.226661	0.250057	0.431811	0.196296	0.15406	0.165877	0.214021
ABCG5	ABCG5	0	0.026921	0	0	0.033017	0	0	0	0	0.032279	0	0	0	0	0	0
ABCG8	ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	ABHD1	0.43655	0.107695	0.486412	0.562249	0.264429	0.145647	0.179204	0.19053	0	0.193944	0.237758	0.145195	0.263407	0	0	0
ABHD10	ABHD10	16.983145	11.966155	11.039753	15.375538	12.173008	16.814305	11.299345	20.109453	15.224303	11.129909	10.294161	15.872493	10.638399	16.127755	9.817616	16.306357
ABHD11	ABHD11	6.857697	6.238247	3.536943	8.952985	6.647498	8.595681	6.75323	7.579229	5.792915	6.501115	5.380002	7.790284	5.653415	9.403121	5.06466	8.263645
ABHD12	ABHD12	71.299795	73.760481	86.070218	68.511201	71.562714	65.239913	83.939115	66.973501	71.325535	74.099715	68.138064	68.795896	81.46433	61.252364	75.878555	64.830549
ABHD12B	ABHD12B	0.085263	0.052588	0.118752	0.137247	0.258229	0.071102	0.26251	0.186062	0.263782	0.252525	0.11609	0.070883	0	0	0.086865	0.159892
ABHD13	ABHD13	8.453892	9.834726	9.824039	6.300295	7.030991	6.097915	7.715045	7.263294	7.316931	7.699471	7.614873	6.048949	7.621584	6.774948	7.752229	6.817847
ABHD14A	ABHD14A	23.362663	22.630246	22.137971	20.933961	23.146597	26.314733	22.436233	26.163469	22.556537	22.997733	24.457281	23.114437	31.532543	23.849794	27.1208	27.559805
ABHD14B	ABHD14B	36.903272	42.931804	38.120943	34.322486	55.286979	45.521721	50.753903	43.8184	33.653779	39.86426	33.801249	32.282439	51.205127	42.957956	49.309104	47.626635
ABHD15	ABHD15	13.436025	17.716046	21.389438	12.468035	21.217519	14.127191	21.47912	14.134925	10.721728	15.435111	14.645527	10.299905	18.766721	11.771537	17.166952	11.977686
ABHD2	ABHD2	12.822899	15.518701	14.630699	10.216415	17.057486	13.166472	20.550712	14.66785	12.686645	12.536801	15.559032	9.864359	13.343163	10.542971	11.760201	12.363258
ABHD3	ABHD3	4.074253	5.138118	5.263753	3.510344	5.007263	2.062667	5.455493	2.19035	1.765797	4.021554	3.576817	2.449006	5.397161	3.924463	5.590818	2.657532
ABHD4	ABHD4	96.776583	88.088295	83.243371	98.637537	94.883471	91.740341	89.626832	94.716127	87.893951	73.587771	73.06455	109.84566	84.036209	84.123506	78.127896	86.117487
ABHD5	ABHD5	31.141667	53.19219	48.185144	20.244352	47.46973	26.416065	59.155	21.789005	33.63176	38.761609	41.507706	31.848325	43.301319	19.102057	46.45381	17.467081
ABHD6	ABHD6	4.633796	4.912237	4.349794	3.356478	4.881374	5.106385	4.964272	2.967345	5.609315	5.480852	5.724555	4.801208	6.018143	3.772031	4.819182	2.88083
ABHD8	ABHD8	16.136301	13.517804	13.87516	17.174549	17.422273	20.154132	19.495678	19.575356	16.039051	15.050623	14.471783	16.331758	17.319148	16.314245	17.614298	16.71414
ABI1	ABI1	38.898387	40.346886	39.138965	28.961227	39.168546	35.177791	38.42554	35.048681	32.980679	30.005651	30.173217	29.786501	34.008269	39.479457	34.42452	34.73369
ABI2	ABI2	23.810667	18.110496	18.000028	21.130064	17.083618	23.39865	16.346001	20.531217	22.199508	19.468718	19.049805	21.126599	14.814496	21.415019	13.84812	19.050653
ABI3	ABI3	0.058224	0	0.081099	0	0.044084	0	0	0	0	0	0.039628	0.144881	0	0.055274	0	0
ABI3BP	ABI3BP	133.218451	155.412898	106.916682	107.386414	167.141894	130.932843	160.536906	113.377456	89.209098	98.232367	84.305178	78.627948	171.882055	183.218993	137.533885	146.795403
ABL1	ABL1	135.454894	104.382385	90.280854	116.732644	123.260861	117.634036	113.66659	113.219898	126.6888	108.569671	116.80213	138.295266	114.887337	119.018028	120.295793	122.359946
ABL2	ABL2	10.092916	14.619641	12.373453	8.955141	9.281183	6.577081	14.87336	8.478347	9.250056	10.660868	12.367471	9.062199	10.165933	9.514213	10.588441	10.054023
ABLIM1	ABLIM1	12.580116	20.000714	21.160702	9.383213	19.290278	6.353776	20.453794	5.942765	6.791537	13.295198	13.414181	5.081883	14.3297	7.19419	14.268112	6.35498
ABLIM2	ABLIM2	0.034856	0	0	0	0.052782	0.028921	0.069148	0.038026	0.173591	1.084542	0.872041	0.086564	0	0.088179	0.047369	0
ABLIM3	ABLIM3	62.052795	61.791149	43.802762	52.896701	38.938302	44.17976	34.784393	37.422139	70.825915	45.149206	44.29685	70.632494	65.220006	56.20872	53.577396	50.446053
ABO	ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABP1	ABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	ABR	81.947623	62.227657	70.082025	90.15975	72.974155	87.205619	74.228137	102.746038	87.889848	69.792705	77.956875	113.937169	64.941313	93.71085	60.504811	90.811001
ABRA	ABRA	0.043372	0.026776	0	0	0	0	0.044532	0	0	0.032105	0.118064	0	0	0.041063	0	0
ABT1	ABT1	12.023647	12.722117	11.215098	12.759586	13.249181	12.002966	13.2808	12.063813	10.848854	13.867718	12.932418	11.571407	13.152398	11.405021	12.840724	12.532165
ABTB1	ABTB1	31.859435	36.695753	47.258406	31.792719	53.068226	35.303142	58.337127	34.610798	27.704423	39.53406	37.154971	27.619925	42.322896	33.267359	45.720447	35.397781
ABTB2	ABTB2	5.926955	6.11807	7.863192	6.041035	7.500688	4.750664	7.825642	5.973273	3.899749	3.551221	3.62969	3.642769	5.3227	6.289016	6.08691	5.583857
ACAA1	ACAA1	39.410891	43.431118	44.04494	44.567095	42.044885	42.549206	42.068432	41.471069	44.753084	43.536115	39.999167	45.255509	43.275877	44.29156	46.054701	41.465521
ACAA2	ACAA2	65.389248	68.932159	72.015811	57.232474	73.928706	83.512212	79.742271	79.015779	64.489799	68.860881	66.200096	65.670151	65.882643	59.063544	63.612933	57.153116
ACACA	ACACA	15.236889	13.562323	12.432656	16.183176	12.518874	11.562827	13.368048	13.198504	13.108629	12.798091	14.155674	13.160407	11.448688	14.624863	11.180816	16.253606
ACACB	ACACB	5.614665	6.026347	4.851869	4.367055	5.518026	3.909423	5.092221	3.583032	2.632691	2.944426	2.62255	2.21206	5.839779	4.831082	4.890228	3.707289
ACAD10	ACAD10	12.114047	11.224121	11.898794	13.644205	13.941203	12.621878	14.975166	13.044083	12.591336	12.811156	14.145702	13.574783	10.759271	12.348171	11.551547	12.72024
ACAD11	ACAD11	32.481594	27.18035	22.992744	36.99873	28.207171	38.274482	24.165142	34.965681	33.493514	23.673885	22.869811	31.768313	25.63996	27.908313	21.71705	31.015667
ACAD8	ACAD8	15.238585	13.887201	14.789178	13.873676	13.079099	16.877077	15.079556	17.225727	15.543759	15.149668	15.014206	15.236485	15.248436	16.493664	15.960928	16.661185
ACAD9	ACAD9	19.936067	19.524349	18.296905	22.769587	18.480333	21.20395	20.181897	21.241862	21.182065	21.377549	21.492542	20.302363	20.949368	21.224705	20.859429	24.807493
ACADL	ACADL	0.819975	0.952787	1.074984	0.580811	0.584325	0.360667	0.594263	0.315737	0.44764	0.321343	0.229783	0.39974	0.871669	0.365656	0.687309	0.497488
ACADM	ACADM	20.398755	20.323033	23.28306	16.779609	21.755411	18.971385	25.575262	18.436817	16.76132	17.383573	16.670055	13.69746	17.557947	18.188418	17.152566	17.700436
ACADS	ACADS	25.013424	40.344476	42.859955	22.672689	54.8795	28.427085	53.389446	26.871927	19.85686	27.563924	25.951858	15.183214	32.520866	13.6181	31.332147	15.535825
ACADSB	ACADSB	11.202481	12.768634	13.135894	9.131167	11.87472	10.136176	11.505381	9.691676	10.084693	10.468242	12.142424	10.550269	8.791462	7.787273	9.570716	7.581136
ACADVL	ACADVL	123.733261	98.22782	106.215197	116.589122	144.240436	204.825797	153.751106	186.050331	133.936164	127.486805	129.362652	117.062036	118.701318	118.931706	108.696883	127.463696
ACAN	ACAN	1.667096	1.525863	3.57751	3.655571	1.226614	2.027899	1.776146	2.284962	3.03586	7.120675	8.710703	1.361966	0.042153	0.026399	0.057011	0.076042
ACAP1	ACAP1	0.57487	0.650592	0.333649	0.807588	0.471536	0.517404	0.590224	0.783974	0.444596	0.283696	0.293426	0.35731	0.384769	0.226968	0.487593	0.314431
ACAP2	ACAP2	40.611192	34.132914	29.026754	30.415162	29.847186	36.631332	31.398827	34.859342	39.469422	26.507107	28.616278	38.233706	27.892772	34.061753	24.855766	32.149913
ACAP3	ACAP3	27.148996	19.411743	14.160221	23.524308	20.342722	29.522585	20.170776	25.250371	24.672741	13.959724	14.089598	22.079502	28.681235	31.971232	27.461716	33.961121
ACAT1	ACAT1	62.300816	69.568736	74.427002	60.773416	72.693612	66.648088	71.894778	69.025789	54.572637	52.348501	44.840085	50.066603	66.339796	57.133218	59.663777	49.408464
ACAT2	ACAT2	14.651906	15.855316	14.067769	14.867094	13.997286	12.336556	13.262423	10.370946	13.859512	16.003937	13.960584	11.050343	17.957331	16.188992	18.939631	16.645368
ACBD3	ACBD3	47.800435	60.443353	47.245585	41.274883	39.3708	44.453055	44.197195	46.738278	48.062459	47.834476	49.015545	48.593442	44.079701	47.577456	42.613078	45.129889
ACBD4	ACBD4	10.87678	11.501473	14.524329	14.96959	15.367072	14.642133	13.983174	15.381313	9.604703	11.992109	9.777698	9.824225	13.921066	12.708607	12.309968	11.576858
ACBD5	ACBD5	20.202174	21.343281	18.2536	18.33981	19.994128	22.907584	21.439919	21.265461	22.446444	18.621262	17.207586	21.819349	19.826181	20.046083	18.336796	17.983891
ACBD6	ACBD6	67.253798	48.656718	58.62347	69.053284	49.130179	75.59489	49.443074	70.127442	78.993917	55.436713	58.521977	80.094282	52.811635	80.780825	53.218716	75.67178
ACBD7	ACBD7	0.385681	0.649507	1.221023	0.646782	0.477849	0.174554	0.828083	0.535514	0.180772	0.415234	0.167015	0.203179	0.175911	0.033146	0.107024	0.164379
ACCN1	ACCN1	0.177796	0.054881	0.061915	0.384932	0.168273	0.568884	0.273828	0.436439	0.275009	0	0.090748	0.255414	0.1032	0.486083	0.045237	0.574773
ACCN2	ACCN2	9.551882	10.471603	7.05116	10.161465	6.996629	7.948264	5.463569	8.169475	6.588668	6.309953	4.890672	6.949852	8.27201	9.493761	7.755283	9.315264
ACCN3	ACCN3	1.231573	1.42668	2.369736	1.088762	1.739955	1.960553	1.875188	1.285747	1.64058	1.87945	1.521808	2.003966	1.770052	1.342687	2.155925	1.553448
ACCN4	ACCN4	0	0	0	0.035772	0.033748	0	0	0.145882	0	0.032993	0	0.036928	0	0	0	0.041793
ACCN5	ACCN5	0	0.090489	0	0.058976	0	0	0	0.080016	0	0	0	0.121814	0	0.069813	0	0
ACCS	ACCS	10.863607	10.169395	11.525536	10.964601	7.697328	8.684993	7.16974	8.288119	13.881729	15.920025	12.849853	12.738617	7.797706	8.418081	7.563011	8.065744
ACCSL	ACCSL	0	0	0	0	0.051259	0	0	0	0	0	0	0	0	0	0	0
ACD	ACD	9.673597	9.282631	10.023529	10.188254	11.453064	11.534783	11.931346	12.549152	11.496078	9.418951	9.39621	11.204652	9.128486	11.260005	11.532407	12.831294
ACE	ACE	2.315886	2.395258	2.098891	3.136095	4.092887	3.238913	4.154824	3.622297	5.955645	5.452035	6.094505	5.840401	2.942457	2.212848	1.87339	2.642409
ACE2	ACE2	0	0.062298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	ACER1	0.120807	0.074449	0	0	0	0.101102	0.123931	0	0	0.089471	0.082267	0	0	0	0	0
ACER2	ACER2	2.047994	0.903149	1.339058	1.542723	2.056972	1.145196	1.502028	1.595936	1.249858	1.608764	0.938624	1.488646	0.671216	1.503283	0.723073	1.959483
ACER3	ACER3	4.821188	8.636659	7.272609	3.608296	5.767972	3.820313	6.127386	3.922886	5.548111	7.511252	8.210382	4.759552	7.000187	3.771383	5.66308	3.296773
ACHE	ACHE	0.419199	0.248706	0.153256	0.314332	0.166613	0.267179	0.5083	0.36012	0.067168	0.122175	0.109508	0.324011	0.161505	0.342602	0.081876	0.257913
ACIN1	ACIN1	69.313428	68.372998	61.197105	70.26072	62.794701	72.564778	65.109052	72.941439	66.538289	57.998504	59.41403	81.591786	74.835915	84.06638	72.565698	77.808684
ACLY	ACLY	90.668379	96.810742	79.244781	79.460787	89.233362	86.991521	87.994072	85.070048	91.414396	90.920331	95.730977	82.520958	107.007215	91.123176	107.749966	97.039187
ACMSD	ACMSD	0.205497	0	0	0	0	0.085833	0.105428	0	0	0	0	0	0.103395	0	0	0
ACN9	ACN9	5.274535	5.303299	3.879791	4.761237	4.62184	5.027878	4.562964	4.65546	5.378	4.650588	5.042116	3.588773	7.143392	6.527586	6.033789	6.168158
ACO1	ACO1	98.579878	95.873306	83.114403	86.376782	69.360426	81.918202	72.282538	82.515614	123.426036	104.693281	114.86751	113.172499	89.482243	71.66769	84.521998	80.384747
ACO2	ACO2	66.089016	66.840116	63.860711	66.590918	70.949891	60.362403	74.884178	60.089039	62.98933	63.684425	62.1648	66.281521	69.483523	65.676984	68.429453	67.744243
