gene_id	gene_name	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
A1BG	A1BG	142.010821913393	236.426641688222	101.595111203811	134.848380837548	273.904507974654	182.235905447261	156.764540439894	132.638094167335	94.8404591860149	124.866248388272	134.872892772141	75.6492132680538	224.863660749709	175.82859749253	216.850216830797	196.99225031608
A1CF	A1CF	0	0	0	0	0	0	0	0	0	0	1.11804329422358	0	0	0	0	0
A2BP1	A2BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2LD1	A2LD1	58.9043099198641	147.577436226985	61.6295909884469	79.7428844437562	105.079739916444	78.0164016023299	91.0463375547998	63.0452637181423	49.8044355252219	88.492584609345	93.9683102701778	64.9187334375182	75.209219993418	66.1758127746639	78.2987990610511	75.5493960475923
A2M	A2M	16138.3133758045	27278.9442195953	13153.6114761543	15041.4090572875	22842.4851598104	22181.0641444064	16857.179259668	15512.0000278233	1033.56536511361	3273.60731276124	4808.79320564914	1085.16595520382	9676.37470211944	8177.10210814009	6740.11892121466	8908.67096566219
A2ML1	A2ML1	0	0	0	0.422062169327741	0	0.433555446670415	0	0.432941508870844	0	0	0.434656700633125	0	0	0.396589718994905	0	0
A3GALT2	A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	2.38408509471573	0	0	0
A4GALT	A4GALT	1331.99916241178	2398.50375859688	1087.11540646678	1420.89218343614	2661.55642544666	1620.67610861571	1876.00170993295	970.130064890086	1262.36607390366	1714.7519805762	1897.54445999638	1364.28312648837	1281.44995733585	853.887507353537	1102.6881339559	822.690400675994
A4GNT	A4GNT	6.97798847367645	12.7802251214619	4.08889882982427	9.23483600793056	16.4020899195785	13.5716899265526	9.83642204159656	14.8392545676656	0	0	0	0	0	6.23111805259859	6.17803684196244	2.50594805951072
AAA1	AAA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	AAAS	733.439707658058	1210.2199546301	519.871482023272	952.977162153629	1040.06315294908	925.529691403947	727.709270862328	662.298051893663	545.95193492834	926.007837405343	947.554061294494	794.88263307308	720.335185593845	709.66125279888	689.67261036484	775.258257203406
AACS	AACS	218.698827404249	314.104599735773	146.115557141794	257.303034636957	286.7513167042	302.395705186462	213.113351288205	234.101581251	208.425391176506	286.205012602226	287.595672165543	244.373851335081	152.359364705397	200.406624159225	157.538356580099	229.608063294693
AACSL	AACSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	AADAC	15.5428265200854	1.5811951835281	6.07162097033622	4.4102332581167	7.61130183544615	7.56341951780842	1.56483313639636	1.50244388103439	5.88718679935109	1.45262501816333	3.01782949051803	2.90015215162053	1.42313582160352	11.119442700906	4.12915105748848	4.18634423812671
AADACL1	AADACL1	171.855442581662	291.725182527602	128.425025340037	183.05815629829	120.223743952956	128.378354650068	139.596163402595	94.3871694408848	164.786224024081	206.435275042367	274.241413576289	150.530727968009	75.768596749831	75.4167269609862	95.0525758665318	73.9630076448872
AADACL2	AADACL2	10.0605914773118	8.52781612190944	0	1.58659711755035	0	4.89866477761974	1.68802809942404	1.62087174791803	0	1.56716105087372	0	0	0	0	0	1.50540799333583
AADACL3	AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	AADACL4	3.17642022503642	30.6974125798443	9.30620029353592	9.01407733244026	43.5536697768258	12.3677457335671	19.1876203981631	3.07049194337941	0	14.843566767074	3.08374276948229	0	17.4516107811929	2.84142814438855	8.43894290682484	2.85182464118884
AADAT	AADAT	109.078756320486	117.378525281763	31.7685309849473	123.581219384647	135.868383922117	201.688460818657	84.7426493271302	143.285505667679	115.088971896024	157.258680079813	157.49370236716	178.0910369129	99.7662496000371	178.648822350811	114.916313944547	140.863879887601
AAK1	AAK1	146.802282895839	264.566049288975	80.674054438468	133.325959941944	135.195486163179	165.074582999658	108.194911546426	115.133459236855	132.417664829245	136.33533359714	166.791012903108	137.812868441224	111.671986285394	114.010820626981	88.7715294175088	104.846027610338
AAMP	AAMP	1452.58224300162	2628.25002303813	1103.97057184094	1716.62371863905	2277.58962845745	2120.6867042059	1817.49899893847	1348.20331021308	1534.52871339375	2220.89229070295	2559.5236190025	1621.16173129157	1711.35619885037	1588.22611735961	1758.99462453534	1540.24458915194
AANAT	AANAT	0	0	0	2.51898728638908	0	0	5.33889326311416	0	0	4.9609887173619	2.57683826697146	2.48672415104748	0	0	0	0
AARS	AARS	2664.86664932593	2687.73917160875	1073.45796642722	2534.41938584122	1925.59471442165	3337.23431406599	1377.03145322154	2645.40756776404	1792.65550881483	1935.45872311046	2269.06765293655	2358.99999528238	1452.47346859853	2131.36014157149	1244.95318547589	1935.37080435622
AARS2	AARS2	194.00290945187	230.87086274763	71.8928586426317	270.085465383017	157.541126703359	224.615301883918	112.941695706532	166.775454147097	184.612194575813	198.554286775315	220.893031751388	247.640945832518	146.953198116392	237.438078834408	143.974016037809	280.085219591124
AARSD1	AARSD1	298.957309459552	522.273048683935	194.77720174573	392.571877943286	429.960523443354	392.282571225257	304.611881283367	261.257103535668	284.587866538905	363.630941362176	427.075446595094	322.697236708575	282.550468544762	322.419328327978	298.380285674961	367.737690524142
AASDH	AASDH	162.848289049325	246.736135912111	104.09895182952	189.750832886908	228.864381167651	178.310701524595	158.70243233959	161.876181392684	121.599545711006	196.065281139231	216.495959765071	160.589423807613	122.812721403541	145.041407282945	107.154221735112	143.235243756002
AASDHPPT	AASDHPPT	572.591452109628	988.625287377884	354.924420528137	583.462403369921	690.580606219004	637.706104227226	498.644497591387	452.740287101401	515.335624020198	700.110074359694	700.501447282656	602.190135206513	429.757075594428	467.237753665873	423.258752300173	462.445955597091
AASS	AASS	289.621545553086	979.954830101191	390.036283070636	298.475750916316	820.425830539501	274.51766699603	605.42285351387	223.094436906691	195.392577201461	439.773662459514	521.093833836953	236.284471167356	538.804434209754	258.732976660544	474.497891235916	244.438225786672
AATF	AATF	663.195958886113	1278.35214090776	585.604828474177	761.490771798233	1039.91405433411	895.560454495699	773.068706330972	631.160634102722	701.095842068521	1041.02459312491	1199.26740040851	861.945997583186	729.286179584514	712.215394258064	714.617355582337	706.555182904913
AATK	AATK	0.874707034594427	0.89098753241396	0.427180796701282	2.06024962951985	4.28335656520299	4.23280325132066	0	4.22697613604858	0	0.408591827384491	0.84876900262804	0.40610353297961	1.99752940369214	0.387161862815739	0	1.57062145761146
ABAT	ABAT	157.331400257892	499.721162052666	217.507260460927	161.939968301747	420.333556371009	119.501182442324	327.23270998048	141.767976901939	125.858937485986	388.953456485554	445.327718090794	170.851789275237	249.871851201502	114.898992289182	276.122870115215	136.038370899583
ABCA1	ABCA1	2249.50369664893	3594.36166600042	1178.76217134725	1752.40092727337	2688.55450697282	2576.15253307973	2196.47849999258	1701.64269064689	2278.72288188009	2154.63376404035	2373.99799777788	2194.64878333478	1168.70386707999	1223.76519880142	1003.05267423887	1073.97835831654
ABCA10	ABCA10	88.0111178655087	69.19676509282	19.9756053554219	70.516164563601	29.6861010276534	61.5808808373734	12.1804039492588	38.1189186907244	36.9976914339809	18.8779375121952	17.0580427231926	59.3260755437819	35.0217706534287	74.6304775607057	29.3836730551513	60.6565106172937
