gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	direction
SAUSA300_RS00105	1855.039189230216	2.4330364687143935	0.026289504090375514	0	0	Up
SAUSA300_RS00110	2358.152334266597	1.5309570203434875	0.020741506518858466	0	0	Not significant
SAUSA300_RS00165	3768.658338227794	-1.3713460189044218	0.019837507423672934	0	0	Not significant
SAUSA300_RS00460	723.2446459602029	1.9321243969317776	0.03758294856985154	0	0	Up
SAUSA300_RS00545	227.9943410415081	3.3334483075173127	0.08504753186102698	0	0	Up
SAUSA300_RS00550	246.91164360715487	3.012131676325649	0.07533306145400932	0	0	Up
SAUSA300_RS00560	5058.025563031019	2.648225570497549	0.01758082506299966	0	0	Up
SAUSA300_RS00585	245.07135434624203	4.416734197511541	0.10715820573838067	0	0	Up
SAUSA300_RS00670	6340.436034288914	4.823770930404349	0.02657321943437239	0	0	Up
SAUSA300_RS00735	708.409917382133	2.3462852258016165	0.040582802491979035	0	0	Up
SAUSA300_RS00740	1982.4410309681418	1.846292185284939	0.024532761149266193	0	0	Up
SAUSA300_RS00800	427.66200596387563	2.0904965920362617	0.05121663426095751	0	0	Up
SAUSA300_RS00895	3372.9929669896073	1.8886434034956356	0.021141722149058805	0	0	Up
SAUSA300_RS00905	467.1705828002714	4.468287557624865	0.07633980516828133	0	0	Up
SAUSA300_RS00960	1665.0763492987069	1.777147690375489	0.025340625800673106	0	0	Up
SAUSA300_RS00995	916.0202979149441	1.8079764757892625	0.03767875657262437	0	0	Up
SAUSA300_RS01085	383.64138182221876	3.560996020491574	0.0703589343754688	0	0	Up
SAUSA300_RS01155	49086.51984868494	1.863509547070166	0.0080158224454255	0	0	Up
SAUSA300_RS01160	18954.41152953258	1.9622463655692735	0.00950976629250059	0	0	Up
SAUSA300_RS01250	10197.849744123161	0.4170730452695719	0.010299277829945988	0	0	Not significant
SAUSA300_RS01350	660.7266042478142	1.653119226671076	0.039097239606223216	0	0	Up
SAUSA300_RS01450	785.3358575946984	2.3990517411927295	0.038488613658949095	0	0	Up
SAUSA300_RS01645	1170.3513687143393	2.170554800952412	0.03194037260269001	0	0	Up
SAUSA300_RS01650	1483.7546184444716	2.81917418247898	0.02968387699088745	0	0	Up
SAUSA300_RS01705	908.9240588075837	1.6417780151005932	0.033867334071551916	0	0	Up
SAUSA300_RS01750	1067.635630495219	2.6670709712097938	0.034142593098144026	0	0	Up
SAUSA300_RS01795	533.1359626725108	3.264721328019424	0.05581448552093725	0	0	Up
SAUSA300_RS01800	726.6427988795725	3.314394648820973	0.04666018649236018	0	0	Up
SAUSA300_RS01980	4243.541773711449	4.0298222318784145	0.023518644099096868	0	0	Up
SAUSA300_RS01990	21205.335079994802	4.69161980234279	0.013421699975857891	0	0	Up
SAUSA300_RS02030	887.2486868482349	3.01331701500218	0.03986907867295893	0	0	Up
SAUSA300_RS02045	1633.0548787497148	1.8360231111777356	0.029450804064761082	0	0	Up
SAUSA300_RS02055	2018.3737017662954	2.7770648390523798	0.026160637557864182	0	0	Up
SAUSA300_RS02345	3319.4536888630396	1.7517941147597846	0.018649611471478183	0	0	Up
SAUSA300_RS02425	903.2195329516129	2.3258644199656806	0.03523127989264827	0	0	Up
SAUSA300_RS02440	4815.599417383525	10.079899749225321	0.14841185179653388	0	0	Up
SAUSA300_RS02445	30359.165731860525	9.63792024287505	0.05105800808153441	0	0	Up
SAUSA300_RS02545	6442.576276415444	3.1614677812522665	0.01648229519395619	0	0	Up
SAUSA300_RS02550	14362.499311114581	4.346127886769352	0.015391790258526302	0	0	Up
SAUSA300_RS02560	1686.6294446389124	1.6269303711245569	0.024603643119887886	0	0	Up
SAUSA300_RS02635	2314.4741879651074	1.8707077992295627	0.021557144759321505	0	0	Up
SAUSA300_RS02675	4756.950992194111	9.634001122500043	0.12798869645610517	0	0	Up
SAUSA300_RS02685	28261.956971738622	9.630050820769931	0.05267876078873874	0	0	Up
SAUSA300_RS02700	5272.279531756896	4.11450809188025	0.021442089762797368	0	0	Up
SAUSA300_RS02705	812.7638730834576	1.6273622724084689	0.03705424149006608	0	0	Up
SAUSA300_RS02715	599.2552557347357	4.293167518780513	0.06471374061961425	0	0	Up
SAUSA300_RS02720	1053.3892565110903	3.8795479555995707	0.04450448800333786	0	0	Up
SAUSA300_RS02725	827.3075277327938	2.458787702238573	0.0376310405741673	0	0	Up
SAUSA300_RS02730	2420.738480635312	2.104159915097776	0.021548187153099595	0	0	Up
SAUSA300_RS02805	1118.3407094407648	-1.7256600547801155	0.03915544404081706	0	0	Down
SAUSA300_RS02825	7089.962585242756	-0.7881504675620877	0.013687526621518276	0	0	Not significant
SAUSA300_RS02840	3094.3410940658255	-1.018556656391074	0.02100476228012797	0	0	Not significant
SAUSA300_RS02845	17148.29541388693	-0.5084566748981716	0.008437306859250805	0	0	Not significant
SAUSA300_RS02860	2250.47570614909	2.076950497831051	0.02222088328399181	0	0	Up
SAUSA300_RS02865	2180.4216131053167	1.2432738903989533	0.021810221194775988	0	0	Not significant
SAUSA300_RS02920	376.1433691713302	4.64843255471368	0.08967659094296558	0	0	Up
SAUSA300_RS02945	2924.767905828727	1.481610448352967	0.01946121479802463	0	0	Not significant
SAUSA300_RS02960	1380.757366620486	1.7973282253712541	0.027346853211413186	0	0	Up
SAUSA300_RS02965	2607.801131017534	2.533522706176975	0.021726558485501507	0	0	Up
SAUSA300_RS03005	379.2883063696924	3.881273438566386	0.07295564644262066	0	0	Up
SAUSA300_RS03065	758.3246455112729	1.454579014324546	0.037342652931183856	0	0	Not significant
SAUSA300_RS03190	7154.8083796565315	2.8927516851339585	0.016406702995740603	0	0	Up
SAUSA300_RS03235	8052.412798368419	4.439478073697454	0.02267240771021645	0	0	Up
SAUSA300_RS03250	496.58607832292955	3.134025203598362	0.054067686466930304	0	0	Up
SAUSA300_RS03315	1788.7039248873737	-2.266518766911302	0.034532422378679525	0	0	Down
SAUSA300_RS03320	966.1387551343132	-1.9582995451578327	0.04377181393354114	0	0	Down
SAUSA300_RS03325	1820.297706906472	-1.3725963747091376	0.03136395434078843	0	0	Not significant
SAUSA300_RS03335	190.98971655763643	3.7905287616243233	0.10113137275778324	0	0	Up
SAUSA300_RS03490	3655.6344364328806	1.573112375559123	0.017421318060970303	0	0	Not significant
SAUSA300_RS03575	625.6732349241693	1.6095032465177235	0.03953727266971803	0	0	Up
SAUSA300_RS03775	1901.7514439489241	-1.386137384871091	0.02920470711981901	0	0	Not significant
SAUSA300_RS03795	724.3357975845207	1.8320515371894412	0.03817310163650165	0	0	Up
SAUSA300_RS03815	1144.678422642903	2.415348921652481	0.03265410776028559	0	0	Up
SAUSA300_RS03850	1011.4923041745345	-2.474025010620883	0.04797159395966787	0	0	Down
SAUSA300_RS03940	420.8675670689928	4.557932696892205	0.08292124149113665	0	0	Up
SAUSA300_RS03960	3705.345143711437	2.1882969600209017	0.019253078083729776	0	0	Up
SAUSA300_RS03965	2050.88086665144	0.951506415401663	0.021435088443167504	0	0	Not significant
SAUSA300_RS04000	1536.3035624789864	1.9154232730694063	0.02669444373485375	0	0	Up
SAUSA300_RS04005	1700.6537392265884	0.9527989493511188	0.0237803064788414	0	0	Not significant
SAUSA300_RS04030	1153.0102791334027	1.7484387263368322	0.02988733547557247	0	0	Up
SAUSA300_RS04045	2472.334601371745	2.9009141543994765	0.023810459314983975	0	0	Up
SAUSA300_RS04050	998.3720989661322	1.2959692912877812	0.031891395306913616	0	0	Not significant
SAUSA300_RS04060	1718.6288633192644	2.661177597656754	0.02766528237446103	0	0	Up
SAUSA300_RS04065	743.2558844247712	2.5044195288434556	0.04158526415861524	0	0	Up
SAUSA300_RS04070	5516.018342276756	3.4351946528826813	0.020779376312816896	0	0	Up
SAUSA300_RS04075	1591.8968498087931	1.7046835296123546	0.025772958440038303	0	0	Up
SAUSA300_RS04100	8465.769342186197	1.3724833458727315	0.013232348490413316	0	0	Not significant
SAUSA300_RS04110	797.8640307906002	1.6854992664875956	0.035417578812815646	0	0	Up
SAUSA300_RS04165	523510.20270025195	5.916206273814521	0.0070634494651173624	0	0	Up
SAUSA300_RS04190	4043.1797285653197	1.857098398949968	0.016673375173650338	0	0	Up
SAUSA300_RS04225	302.322226386812	3.3774307019059218	0.07838420493907593	0	0	Up
SAUSA300_RS04245	607.7946821166615	3.148873134084235	0.051083377557904965	0	0	Up
SAUSA300_RS04260	321.61742163030414	2.597703587563683	0.06589139980059412	0	0	Up
SAUSA300_RS04400	18697.897316434184	4.728769941999854	0.014034433702593533	0	0	Up
SAUSA300_RS04445	397.15569486464204	2.529585001295524	0.055629216307719755	0	0	Up
SAUSA300_RS04450	897.9364807468161	3.3975189251242486	0.04290821880566321	0	0	Up
SAUSA300_RS04535	627.8635559977515	2.6945342886824832	0.04508426226722836	0	0	Up
SAUSA300_RS04545	819.8897486889192	1.5056223002863023	0.03620310320832505	0	0	Not significant
SAUSA300_RS04550	483.6969801069128	4.015523315847097	0.06868864682424153	0	0	Up
SAUSA300_RS04555	490.20289743321194	3.788742307448623	0.06307468536967108	0	0	Up
SAUSA300_RS04560	3975.6450268233684	1.2741452472165247	0.017329905410475136	0	0	Not significant
SAUSA300_RS04625	569.7645406778695	2.495830144397206	0.045084015179072304	0	0	Up
SAUSA300_RS04635	913.7213052902988	3.0982573172979104	0.04180591749448322	0	0	Up
SAUSA300_RS04640	2428.6790028184173	0.8798209643498079	0.02262325462240489	0	0	Not significant
SAUSA300_RS04645	5686.712126579505	0.8789261311681588	0.014354789375833657	0	0	Not significant
