gene_id	gene_name	USA100_N315_Biofilm_10h_1	USA100_N315_Biofilm_10h_2	USA100_N315_Biofilm_10h_3	USA100_N315_Biofilm_10h_4	USA100_N315_Biofilm_24h_1	USA100_N315_Biofilm_24h_2	USA100_N315_Biofilm_24h_3	USA100_N315_Biofilm_24h_4	USA100_N315_Biofilm_24h_5	USA100_N315_Biofilm_24h_6	USA100_N315_Biofilm_24h_7	USA100_N315_Biofilm_24h_8	USA100_N315_Biofilm_5h_1	USA100_N315_Biofilm_5h_2	USA100_N315_Biofilm_5h_3	USA100_N315_Biofilm_5h_4	USA100_N315_Planktonic_10h_1	USA100_N315_Planktonic_10h_2	USA100_N315_Planktonic_10h_3	USA100_N315_Planktonic_10h_4	USA100_N315_Planktonic_24h_1	USA100_N315_Planktonic_24h_2	USA100_N315_Planktonic_24h_3	USA100_N315_Planktonic_24h_4	USA100_N315_Planktonic_24h_5	USA100_N315_Planktonic_24h_6	USA100_N315_Planktonic_24h_7	USA100_N315_Planktonic_24h_8	USA100_N315_Planktonic_5h_1	USA100_N315_Planktonic_5h_2	USA100_N315_Planktonic_5h_3	USA100_N315_Planktonic_5h_4
SA_RS00005	SA_RS00005	1668.3146850793	1746.93585251015	1684.47746603879	1604.04156064699	946.329685060749	923.602154364894	1034.31952063465	1024.23300116639	920.357697532777	1104.20292645727	1118.94467557041	1022.97728690099	479.050902979233	474.780378165622	401.524893771371	436.907515150006	315.736632581616	301.357471255859	295.657081650003	317.096384869859	295.323084798197	333.987432214689	318.398792494994	302.006558446817	391.581208287719	328.694900884527	324.969936385616	309.577958415397	130.957312450613	106.262976548354	132.489147679029	138.288270489047
SA_RS00010	SA_RS00010	1173.70327234127	1175.90169920114	1174.69030703291	1136.78635275886	319.816892555088	302.737125622772	325.880715086534	308.728201806392	304.736463146612	300.542957149698	356.06110105429	333.923006447592	616.797244597957	636.579207347137	692.851333617371	623.020225225034	270.73103556868	281.418244009725	277.097786779008	286.784670702924	718.609321613786	744.396396351173	724.123041447512	718.017514430897	730.211919499315	773.199596423778	770.341804898467	742.14344782407	313.54377276681	310.27966085231	275.514580358499	301.00050530663
SA_RS00015	SA_RS00015	8.20795300893799	8.19273747096758	8.23982386658341	7.19215868988052	3.61871308842746	0.904520779590511	0	0.905285170691692	2.7131467826356	2.70666954610836	2.71086863218822	2.71528762569189	8.35827810185585	5.11416904034554	10.1837866937318	3.06591834498793	6.76934162721386	6.79700895460387	5.64464156325636	3.39736119550046	15.1118616538836	20.1327820124347	21.134609715376	8.05101941016499	22.1423463554516	16.1109577111099	22.2268264663329	15.1331935164428	2.05449623856201	1.03065109771669	2.0518508713509	1.02605802316042
SA_RS00020	SA_RS00020	21.9903084211127	26.029748407679	23.0370681827242	19.0072617163199	9.99982040463435	10.0018938380452	13.0003914364394	8.99935687202088	16.0001336908811	10.0007479067669	17.0014789669569	15.0010215276293	52.9523619800539	47.5359597201791	36.7872747182569	45.3029375377888	13.2161913906117	17.331454111223	15.2806077185418	15.2458270927401	15.0505832366033	15.0491492054306	14.042172541516	19.0880155459843	14.0418365955987	19.0562008365432	19.0625748421744	16.0484865675056	6.97423118728567	6.95854222734236	4.9685304767046	4.9667855621457
SA_RS00025	SA_RS00025	3.03407407487471	4.05980530384366	5.08694538559026	5.06957268943985	0.954804099650714	0.955407666379797	6.67979495987469	3.82020378697126	0	2.86140523425262	1.90906620356697	0.95442108836883	2.99875816899603	3.00256744567077	5.9919622303016	1.00051434644917	2.22164918288968	5.59411375187739	0	2.21830228621797	9.15321995272007	18.2298535770157	15.2248925495656	14.1684195056163	13.1850170934746	10.1493110773509	14.2225469327254	12.1867620796669	0.983647062084393	0	1.96705880000211	3.92984448600464
SA_RS00030	SA_RS00030	637.556200468421	624.067469359159	589.406294981641	613.493645014254	174.509871425508	181.132817767025	162.86883078114	162.836874775647	162.858123111166	164.950529236978	201.581219862697	171.011906660355	937.478599441293	949.977508259177	928.609634349714	946.236528751272	192.239340365362	175.873590864099	207.925981215129	228.726307633129	383.568136599627	412.52922168968	428.992328329059	384.326943146293	429.532124069802	421.905870074036	404.406517424708	439.415443485186	296.162409940161	295.953344805323	305.713035457193	327.902767207578
SA_RS00035	SA_RS00035	38.0769885562981	48.2735363128861	59.4536286483545	51.2266910528265	13.5689675345569	8.72992889351398	15.5041431109388	12.6007731078727	13.5688642728306	9.68856818503305	14.5372104986534	9.69094523642827	54.8078391253885	80.0295267130815	59.654828554874	59.9279044391268	44.9866584829546	32.3821684960215	35.5506021479002	20.3608399292839	10.0802030917916	13.0808973916076	19.1408152810202	15.1122504178664	16.1152153488334	25.1884536568645	17.1391698736717	18.1461103638605	0	0	0.982520293522777	0
SA_RS00040	SA_RS00040	471.189369677868	480.210869174101	494.478172952603	518.524464940273	277.718945314074	271.286997517331	277.935294992919	307.080429278554	259.478194690835	293.007423708581	290.931315430579	272.671908209275	292.059401882825	284.856316172596	281.893845509238	299.880607824145	219.44165292781	186.680589590148	202.57237435774	202.557757690602	52.9965223662725	71.982893914253	70.9774312193031	69.9664244761518	74.9904170317672	68.9764361175755	53.9823199815167	78.963395342863	19.9545065044207	22.9876260543508	26.937786357639	33.1809150605332
SA_RS00045	SA_RS00045	415.407834407381	394.032827356211	391.921606517877	410.175154859182	100.882580754634	122.38110251458	113.150500291273	119.393284507563	101.117421001395	126.746789944655	117.428111068208	114.293479798925	656.224946202063	665.845516006757	697.463316994617	687.312163461804	312.966871852626	297.111441568841	302.104724499766	304.095938763821	139.450007672513	163.805090157251	156.362001416267	149.845188952267	167.411201076497	147.412178632297	173.703353502774	165.286280554952	54.5577720362551	57.0392186838514	56.1262423959064	56.138032379259
SA_RS00050	SA_RS00050	50.3664734300331	54.1148356982479	48.5160037938686	62.486019752465	8.65928208041621	7.77354511475255	4.40783343612793	5.77456554840473	9.40336790027849	12.5020634272026	12.5086082205766	15.3751552034211	58.2758906961525	58.8927120375961	55.8498220286749	45.9986804411176	38.7848402242471	37.405869530445	39.8784650443148	41.191542019398	47.596122987308	48.1135939411132	36.4300661493787	39.9844836258309	38.4157865591109	55.6549328065284	37.9982132074638	46.5601734382667	6.88258511718604	9.84341518488665	7.86517568118724	6.87495871027031
