gene_id	gene_name	USA100_N315_Biofilm_10h_1	USA100_N315_Biofilm_10h_2	USA100_N315_Biofilm_10h_3	USA100_N315_Biofilm_10h_4	USA100_N315_Biofilm_24h_1	USA100_N315_Biofilm_24h_2	USA100_N315_Biofilm_24h_3	USA100_N315_Biofilm_24h_4	USA100_N315_Biofilm_24h_5	USA100_N315_Biofilm_24h_6	USA100_N315_Biofilm_24h_7	USA100_N315_Biofilm_24h_8	USA100_N315_Biofilm_5h_1	USA100_N315_Biofilm_5h_2	USA100_N315_Biofilm_5h_3	USA100_N315_Biofilm_5h_4	USA100_N315_Planktonic_10h_1	USA100_N315_Planktonic_10h_2	USA100_N315_Planktonic_10h_3	USA100_N315_Planktonic_10h_4	USA100_N315_Planktonic_24h_1	USA100_N315_Planktonic_24h_2	USA100_N315_Planktonic_24h_3	USA100_N315_Planktonic_24h_4	USA100_N315_Planktonic_24h_5	USA100_N315_Planktonic_24h_6	USA100_N315_Planktonic_24h_7	USA100_N315_Planktonic_24h_8	USA100_N315_Planktonic_5h_1	USA100_N315_Planktonic_5h_2	USA100_N315_Planktonic_5h_3	USA100_N315_Planktonic_5h_4
SA_RS00005	SA_RS00005	1672.54	1751.437	1689.553	1608.504	929.422	907.332	1015.639	1006.054	903.904	1084.085	1098.808	1004.625	479.511	475.315	401.921	437.425	320.452	306.123	300.249	321.815	295.68	334.392	318.853	302.484	392.038	329.168	325.476	310.082	131.088	106.381	132.617	138.422
SA_RS00010	SA_RS00010	1175.002	1175.95	1174.529	1137.497	318	301	324	306.998	303	298.784	354	332	617.686	637.436	694.09	623.972	269	279.167	275	284.992	717.24	743.323	722.97	717	729	772	769	741	314.953	311.65	276.789	302.465
SA_RS00015	SA_RS00015	8	8	8	7	4	1	0	1	3	3	3	3	8.209	5.01	9.988	3	6	6	5	3	15	20	21	8	22	16	22	15	2	1	2	1
SA_RS00020	SA_RS00020	22	26	23	19	10	10	13	9	16	10	17	15	53.041	47.605	36.867	45.379	13	17	15	15	15	15.009	14	19.034	14	19	19	16	7.017	7	5	5
SA_RS00025	SA_RS00025	3	4	5	5	1	1	7	4	0	3	2	1	3	3	6	1	2	5	0	2	9.014	17.991	15	13.966	13	10	14	12	1	0	2	4
SA_RS00030	SA_RS00030	639.147	625.633	591.132	615.165	171.449	178	159.981	160	160	162	198.02	168	938.391	951.053	929.546	947.366	195	178.542	211.026	232	384	413	429.57	384.904	430	422.48	405	440.093	296.485	296.309	306.038	328.254
SA_RS00035	SA_RS00035	38	48	59	51	14	9	16	13	14	10	15	10	55.075	80.36	60.018	60.201	42	30	33	19.02	10	13	19	15	16	25	17	18	0	0	1	0
SA_RS00040	SA_RS00040	472.136	481.001	495.396	519.556	274	267.692	274.17	303	256	289	287	269	292.391	285.2	282.255	300.274	221	188	204	204	53	72	71	70	75	69	54.001	79	20	23.041	27	33.261
SA_RS00045	SA_RS00045	416.981	395.926	394.187	412.094	98	118.948	109.885	116	98.227	123.06	114.055	111.02	656.577	666.467	697.66	687.919	323.507	308.027	312.93	314.268	140	164.386	157	150.477	168.022	148.012	174.477	166.015	54.444	56.937	56	56
SA_RS00050	SA_RS00050	50.019	53.542	47.898	61.892	9	8.071	4.582	6	9.773	13	13	15.98	58.408	58.967	56.046	46.081	35.493	33.973	36.283	37.732	47	47.614	36	39.523	37.978	54.988	37.523	45.985	7	10	8	7
SA_RS00055	SA_RS00055	273.082	311.154	308.446	281.058	644.461	603.024	563.183	642.856	529.685	655.55	625.788	646.296	174.341	206.631	196.024	175.358	184.734	173.018	196.242	223.236	398.47	415.211	405.629	358.867	477.82	438.126	428.618	468.55	160.859	147.538	167.856	151.265
SA_RS00060	SA_RS00060	557.324	544.553	529.584	542.669	750.46	748.18	785.222	778.301	721.81	785.65	791.902	722.572	413.484	404.813	418.256	424.4	409.924	387.361	375.939	387.056	173.232	205.005	181.615	149.062	169.081	183.415	180.929	200.449	247.613	255.999	247.226	277.954
SA_RS00065	SA_RS00065	258.936	255.683	244.955	243.87	190.373	193.503	183.343	182.855	190.767	221.932	203.7	191.038	213.221	192.644	195.212	182.868	211.014	245.554	200.076	222.687	201.211	196.783	184.755	174.776	215.099	177.075	185.929	200	186.677	195.505	168.557	201.263
SA_RS00070	SA_RS00070	151.091	158.821	158.047	128.89	23.996	36.982	24.833	30.544	38.889	31.985	28.873	24	178.979	187.344	149.563	168.25	58.77	89.12	77.414	74.541	12.087	23.086	11.22	15.23	31.258	10.207	22.606	13.952	3	0	4	1.89
SA_RS00075	SA_RS00075	576.37	526.753	520.069	495.823	198.622	188.27	194.244	219.518	191.884	238.308	221.229	181.169	739.907	754.562	775.605	721.193	263.703	246.932	219.792	227.32	99.034	114.914	91.079	117.127	117.752	119.188	115.264	142.344	170.601	172.174	188.24	164.135
SA_RS00080	SA_RS00080	299.717	283.68	302.922	279.287	136.544	121.654	124.923	114.778	123.176	126.708	145.775	129.831	423.73	432.844	449.963	420.944	155.852	167.874	132.813	126.194	149.966	161.999	143.998	155.974	146.99	158.989	167.741	155.705	133.301	130.932	112.748	153.49
SA_RS00085	SA_RS00085	228.001	207	234	212	54	75	85	85	66	77.962	93	84	337.359	328.688	302.35	321.616	299.078	290.187	295	332.025	575.954	616	610	625.941	685	665	610.57	700.983	1005.758	971.029	942.078	997.841
SA_RS00090	SA_RS00090	42.011	51.015	49	39.071	12	4.001	8	9	7	6	11	7	32.049	30	30	30.06	20.009	24	15	20	20.999	19	21	20.059	25.955	30	19.047	16	7	8	6	3
SA_RS00095	SA_RS00095	32.483	25.927	19.066	20.825	2	4	1	1	4	2	4	3	33.033	24.247	22.168	27.796	13.129	18.963	13.002	24.032	6.104	20.996	5	7.941	11.902	11	6.953	2	1.008	0	2	1
SA_RS00100	SA_RS00100	41.207	49.058	44.934	37.104	12	9	8.152	9	6	14	20	13	77.011	76.444	88.93	67.153	47.872	44.037	28.998	36.968	17.897	16.004	11	12	16.143	13	24	16	25.036	20	28	24
SA_RS00115	SA_RS00115	113.894	109.475	85.223	101.84	38.676	25.404	30.58	43.961	30.524	37	37.07	38	101.243	104.417	100.634	87.98	75.211	64.001	99.7	69.398	26.394	33	30.81	28	26.592	42.826	34.662	28.764	16.978	7.873	10.366	17.567
SA_RS00125	SA_RS00125	198.548	210.096	203.096	193.965	154	155.084	139	152.181	150.735	172.527	164.824	150.637	387.567	358.127	370.495	357.709	143	132.048	127.076	158.019	202.082	218.087	216.215	210	253.701	227.668	256.686	228.234	234.036	236.058	261.707	228.404
SA_RS00130	SA_RS00130	245.772	229.904	247.904	247.035	96.021	107.916	133.6	133.98	120.261	130.522	104.481	113.702	384.267	394.425	357.016	408.465	168	181.8	161.924	183.981	71.918	65.976	83.945	60	84.299	70.332	83.314	72.766	56	57.06	46.831	62.231
SA_RS00135	SA_RS00135	258.705	286	275	250	380	393.164	391.913	408	371	474	372	422	103	111.904	101	117.057	134	124	102	111	63	75	52	60	73	57	59	69	71.412	67	68	62.888
SA_RS00140	SA_RS00140	251.942	226.279	256.315	231	120	123.03	115	139	107.914	126.063	117	130.953	127.221	127.749	141.197	128.981	85	99	110	120	45	72	57	66	69	84	67	57	40.876	66.598	41.857	47.593
SA_RS00145	SA_RS00145	2114.377	1950.912	1988.511	1975.711	1109.418	1100.35	1078.087	1247.084	1092.039	1216.732	1196.623	1151.811	3373.499	3265.505	3252.743	3221.436	942.989	922.095	888.525	967.002	1221	1278	1352	1308	1381	1377.986	1409.297	1460.003	1284.971	1267.661	1271.16	1298.081
SA_RS00150	SA_RS00150	1625.124	1621.506	1549.176	1530.03	972.942	916.222	932.522	971.226	894	1022.886	1018.522	963.335	2120.795	2108.522	2204.61	2126.216	950	895.884	922.067	953.994	839.999	905	846	891.068	896.094	903.002	935	878.451	696.194	692.104	658.75	717.699
SA_RS00155	SA_RS00155	500.266	483.166	496.48	503.247	436.103	443.087	451.424	486.441	437.853	427.413	486.819	480.38	373.082	380.019	394.832	380.432	259.959	225.546	248.732	246.231	66.199	60.575	74.622	80.2	89.47	80.664	93.589	89.725	164.045	151.245	164.236	136.221
SA_RS00160	SA_RS00160	2007.918	2091.353	2036.206	1936.651	1790.276	1827.171	1872.088	1967.734	1782.316	1980.366	2014.412	1882.138	1511.203	1558.811	1632.633	1551.75	893.009	869.234	877.3	876.812	530.818	543.941	482.186	515.609	582.519	559.154	533.437	556.781	850.239	806.482	881.835	894.125
SA_RS00165	SA_RS00165	2558.864	2558.727	2493.297	2427.271	2106.87	2077.455	2106.705	2158.063	1990.875	2247.704	2233.857	2224.878	2318.909	2344.967	2419.932	2317.74	819.942	790.959	813.035	828.35	2518.187	2598.536	2643.942	2484.998	2652.129	2580.398	2624.45	2700.806	1228.242	1162.353	1243.241	1263.311
SA_RS00170	SA_RS00170	2061.091	2038.125	2052.028	2027.386	1472.744	1515.509	1562.805	1511.713	1422.135	1567.929	1679.697	1576.431	3075.985	3020.518	3024.373	3038.351	1242.011	1219.358	1125.332	1225.027	2188.994	2281.942	2335.972	2189.193	2427.477	2474.145	2444.46	2338.244	1676.435	1749.468	1723.233	1738.749
SA_RS00175	SA_RS00175	276.748	258.885	269	242	150	143	133	146	139	159	157.803	123	207.105	220.116	235.547	230.839	148	112	136	123	228	236.042	216	238	233	250	284	225.9	370.661	340.175	377.622	381.117
SA_RS00180	SA_RS00180	237.005	277	247	264.006	364	386.003	381.021	403.034	369	459.997	437.418	396.182	524.207	500.476	541.957	528.233	189.005	212	211	162	362.004	394	336	392	416	407	425	405	111.116	117.671	127.68	120.094
SA_RS00185	SA_RS00185	3835.099	3798.878	3854.008	3659.903	1332.742	1349.686	1342	1453.024	1247.766	1488.101	1416.721	1454.974	3120.859	3182.421	3375.095	3248.754	1936.011	1880.168	1886.945	1879.863	1246.001	1197.854	1172.036	1179.336	1279	1250.999	1291.337	1204.799	2474.096	2516.491	2330.156	2574.428
SA_RS00190	SA_RS00190	81.105	67.872	68	66.146	24.018	32.36	29	38.005	40.599	33	30.374	34.247	193.902	211.595	203.78	219.359	39.982	42.857	51	45.595	55	66.878	63.181	62.02	65.794	61	45.33	58.062	155.436	157.59	181.892	149.469
SA_RS00195	SA_RS00195	49.895	50.128	46	46.124	18.982	17.64	18	26.995	26.401	21.001	21.626	20.753	205.162	225.373	196.479	210.723	39.018	43.146	40	37.405	62	60.122	72.819	77.98	86.206	75	70.67	74.938	208.109	204.303	233.514	212.498
SA_RS00200	SA_RS00200	34	47	49	67.021	42	34	34	41	32.005	50	44.015	37	125.347	119.377	113.415	128.023	44	26.004	29	25	60	54	58	47	71	62	62	59	107.116	115	120.094	99.006
SA_RS00205	SA_RS00205	614.098	655.589	665.867	615.199	256.256	249.438	241.051	275.931	235.453	256.223	233.159	223.071	769.963	784.32	816.641	772.776	409.174	420.002	397.551	405.497	279.758	307.724	223.501	280.64	282.74	308.074	294.447	296.035	349.134	334.554	331.974	347.5
SA_RS00210	SA_RS00210	1570.608	1503.233	1493.55	1472.327	829.592	834.59	837.342	951.177	858.538	984.154	929.953	930.314	2919.998	2874.285	3012.565	2843.095	1174.283	1165.467	1223.572	1233.906	2489.235	2461.309	2486.488	2459.631	2726.175	2649.676	2620.539	2698.584	1903.146	1880.73	1927.017	1981.926
SA_RS00215	SA_RS00215	371.42	415.368	397.695	376.769	224.709	236.828	201.576	255.493	221.636	264.86	252.02	275.39	1114.038	1139.362	1126.55	1101.082	395.658	415.645	385.952	441.013	221.151	230.155	222.026	227.791	221.662	264.716	226.85	265.663	626.336	679.949	667.219	608.261
SA_RS00220	SA_RS00220	606.575	603.429	581.17	578.013	433.904	453.091	436.055	485.461	433.652	493.171	441.867	464.837	2081.813	2123.846	2140.8	2034.681	704.973	741.768	722.606	685.779	1855.306	1962.817	1853.985	1911.012	2134.463	2031.749	1951.265	1960.104	1803.335	1742.088	1801.308	1856.121
SA_RS00225	SA_RS00225	46	37	52	45	103	92	99.673	112.009	95.001	119	106	113	70.05	70.249	60.176	64.108	66	58	70	84	167	178	168	136.011	202	181	192	200	74.057	60.719	61.011	60
SA_RS00230	SA_RS00230	3	3	4	6	12	12	18	11	12	12	11	8	2	1	2	1	0	0	0	1	54	65.934	84	78.005	70	80.939	90	63.983	4	4	7	5
SA_RS00235	SA_RS00235	5	4	2	2.798	15	15	19	19	18	19	17	23	0	1	0	1	0	1	3	0	37	34	36.368	55.999	55	43	50	33	4	3	1	2
SA_RS00240	SA_RS00240	2078.478	2029.507	2069.56	2066.045	1398.815	1389.602	1410.65	1529.187	1403.542	1532.911	1517.006	1370.202	1436.406	1454.678	1468.424	1371.82	1090.913	1086.893	1041.714	1106.9	584.201	563.197	579.9	588.391	649.046	655.292	639.816	626.969	845.293	841.277	869.961	909.389
SA_RS00245	SA_RS00245	3437.471	3400.911	3257.629	3220.202	1865.492	1880.367	1870.461	1953.594	1943.05	2056.961	2113.251	2058.484	2849.903	2780.911	2811.381	2775.789	1983.847	1966.996	1810.383	1961.293	2089.164	2127.192	2073.55	2046.236	2224.789	2165.626	2161.713	2161.054	1660.717	1774.84	1731.018	1767.319
SA_RS00250	SA_RS00250	1987.753	1956.253	1909.532	1792.143	967.425	956.888	869.818	985.45	963.917	1014	993.87	985.221	2842.312	2868.78	2876.658	2906.515	1643.98	1641.435	1611.627	1669.875	724.328	723.272	679.792	656.407	761.78	731.415	757.291	758.91	1586.039	1580.887	1565.026	1579.361
SA_RS00255	SA_RS00255	745.212	703.701	688.137	710.222	333.324	338.89	324.017	349.408	347.157	372.275	372.897	355.439	1227.335	1262.792	1311.196	1253.485	772.558	718.631	749.213	781.829	406.891	407.339	339.364	360.965	374.402	378.661	374.687	406.957	617.789	592.076	617.919	685.015
SA_RS00260	SA_RS00260	177	175.002	150	155	114.536	119.205	136	150	127	145	126	132	154.652	145.031	149.934	176.628	67	70	57	61	114	136	116	141	162	140	146.052	132	121.454	110.078	113.971	107.01
SA_RS00265	SA_RS00265	287	296	318.001	289.992	153	150	143	166	144	166	179	150	570.921	601.589	618.94	579.284	264	255	211.685	264.381	696	671	682	622	778.721	681	648.776	688.334	444.785	504.287	487.855	530.563
SA_RS00270	SA_RS00270	499	452.138	484	447	334	320.993	302	359.229	339	376	358.999	359.054	401.2	429.735	413.375	408.929	181	181.014	184	174	516	499	508	521	507	530	567.975	533.205	427.702	446.606	474.054	495.908
SA_RS00275	SA_RS00275	783.874	757.373	756.271	700.223	346	378.958	374	375	353	398.162	373	371.003	501.414	509.213	561.665	484.271	357.727	320	336	367	119.299	99	114	130	134.965	133	134	133	213.66	233.365	212.953	234.903
SA_RS00280	SA_RS00280	14	29	15	35	6	5	7	10	7	1	3	6	9	9	4	7	3	3	3	2	4	8	2	2	4	8	7	5	1	0	3	1
SA_RS00285	SA_RS00285	405.032	405.003	406.019	407.753	260.122	281.08	271.035	270.064	277.002	321.058	275.007	296.4	276.864	319.961	346.379	327.52	189.047	185.055	189.026	170.256	175.315	186.529	171.977	167.556	198.913	210.886	182.731	183.689	225.063	229.628	224.397	255.628
SA_RS00295	SA_RS00295	1664.531	1645.936	1624.303	1558.36	706.513	677.865	713.131	746.934	690.349	779.994	770.252	737.084	1027.557	998.81	1004.141	1021.52	537.024	579.933	515.748	557.667	371.685	405.444	372.023	352.659	363.032	392.076	391.956	349.311	343.621	299.803	358.188	343.847
SA_RS00300	SA_RS00300	819.945	750.03	716	764.343	407.021	406.18	403.631	405	394.056	400.809	396.061	390.459	597.272	575.997	594.244	578.008	627.001	583	626.327	645.993	376	379	359	371	421	463.02	413	391	703.632	719.763	649.009	718.385
SA_RS00305	SA_RS00305	6617.509	6522.44	6466.471	6335.098	4195.542	4412.083	4436.466	4648.315	4268.146	4673.926	4660.455	4597.414	6766.601	6944.17	7000.766	6759.025	2952.82	2850.694	2807.621	2893.276	13812.18	14457.211	14107.451	14424.484	15221.07	15174.837	15245.264	14937.625	5437.026	5391.233	5254.026	5510.825
SA_RS00310	SA_RS00310	8253.523	7982.102	7953.837	7794.603	5875.111	5911.016	5986.945	6250.893	5642.701	6432.339	6420.107	6306.533	6332.415	6417.965	6493.665	6299.059	3024.919	3098.81	3094.908	3114.626	14238.235	14735.659	14194.944	14345.804	15524.601	15348.728	15373.237	15040.99	4717.467	4712.958	4624.388	4847.004
SA_RS00315	SA_RS00315	426.302	455.972	398.739	434	253.583	279.751	290.487	318.615	267.997	341.319	292.381	283.666	334.028	316.527	337.42	331.481	172.929	185.027	193.225	188.078	156	170.028	176	176.785	208.027	188.034	195.044	203.998	205.187	185.121	236.385	236.559
SA_RS00325	SA_RS00325	458.819	444	451.643	448.421	212	214.132	225	230.999	201.969	227.01	224.832	239.016	462.512	426.396	420.333	429.832	156	173	133.001	157.48	81	99	80.008	72.335	90.055	83	117.051	100.587	105.989	115.035	102.318	118.938
SA_RS00330	SA_RS00330	116.107	146	140.89	149.964	69.939	58	54	70.001	58.338	58.99	62	63	98.496	126.013	123.455	120.951	52	61	66.999	58.533	14	19	22.992	20.665	18.945	21	20.949	20.413	14	12.013	10	9.001
SA_RS00335	SA_RS00335	387.999	366	380.393	376.732	251	267	253	286.015	244.404	259.193	288.038	250	306.731	323.548	343.617	299.952	407.675	380	375.951	394.016	289	274.072	278	274.77	324	277.044	283.999	273	250.624	255.893	231.688	263.143
SA_RS00340	SA_RS00340	271.519	255.224	238.702	265.08	117.17	121.066	98	117.659	118.339	107.081	121.023	101.093	125.254	137.011	124.12	114.564	179.847	164.28	187.644	176.11	63.981	73.665	76	76.187	94.951	87.756	81.355	87.364	21.277	21.532	20.398	23
SA_RS00345	SA_RS00345	51.481	39.776	44.298	50.92	18.83	19	20	22.454	23.662	18.919	9.998	20.907	21.802	15.379	19.851	22.424	46.153	44.72	40.356	47.89	13.017	16.335	9	15.813	14.049	14.244	13.645	20.636	7.723	3.482	2.602	4
SA_RS00350	SA_RS00350	26	26	24	28	10	13	13	11	11	12	9	6	23	17.467	30.001	24	23	14.002	12	17	24	14	21	19	18	19	27	19	12.998	11	10	14.999
SA_RS00360	SA_RS00360	12	6	4	8	7	8	4	9	3	7	4	5.977	25.93	16	20.051	29	10	5	9	11.947	14	14	14.987	8	19	12	18	14	5	5.007	7	4
SA_RS00365	SA_RS00365	8	4	2	8	5	3	2	2	2	4	2	2.023	20.074	18.506	21.341	17.083	8	8	7	4.053	3	1	1.013	4	2	3	7	6	5	6	6	5
SA_RS00370	SA_RS00370	18	16	10	7	1	3	1	3	3	2	0	3	7	10.8	5	11	5	5	4	6	3	6	3.999	2	4.004	8	5	4	0	1.001	0	0
SA_RS00375	SA_RS00375	23	24	26	28	19	21	15	18	16.002	17	15	16	34.973	27	32	30.673	9	13	10	15	14	14	21.001	12	12.996	18	22	20	27.001	30.294	20	15.008
SA_RS00380	SA_RS00380	131	128	132.177	121	90.028	103	105	78	93.234	109	86	78	140.185	148.079	172.243	153.365	72	67	72.997	68	88	74	85	65	82	81	93	99	84.376	74.002	99.206	90.577
SA_RS00385	SA_RS00385	1331.058	1210.741	1247.041	1186.86	829.671	822.61	867.25	850.938	853.969	961.803	907	863.848	1558.718	1486.773	1623.874	1601.878	902	934.613	857	920.076	629.258	587	619.602	603.999	616.511	618	655	678	666.068	652.38	664.565	716.753
SA_RS00390	SA_RS00390	155	161.039	157.009	140.013	112	93.96	109	105	107	110	111	96	194.37	237.703	251.848	234.767	134.033	123.105	128	151.738	302.06	295	298	324	317	318	330	377.355	206.269	204.218	184.873	214.696
SA_RS00395	SA_RS00395	52.99	62.061	56.002	46.657	36.997	34	36	43.867	38.971	36.951	38.997	34.992	64.957	60.54	56.514	48.895	54.875	57.211	57.258	67.001	31.002	36.925	34.974	28.935	27.959	29.985	37.968	29.589	44	44.032	39.977	49.385
SA_RS00400	SA_RS00400	167.632	185.111	177.731	187.815	120.537	101.018	135.981	146.892	126.891	122.713	147.929	117.734	232.045	208.343	254.504	231.738	135.259	130.89	151.079	174.913	211.098	219.154	213.931	201.661	238.832	255.446	228.09	201.908	264.243	284.83	247.328	271.222
SA_RS00405	SA_RS00405	116.5	105.949	121.329	105.131	77.497	65.24	74.748	77.064	66.999	68.123	72.249	73.582	70.888	54.245	64.965	63.341	66.109	54.336	57.747	53.404	70.028	75.976	55.709	69.254	62.082	69.363	78.978	77.265	58.766	40.264	52.201	66.276
SA_RS00410	SA_RS00410	0	1	0	0	0	0	0	0	1	0	0	0	0.811	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0
SA_RS00415	SA_RS00415	0	0	1	1	0	1	1	1	0	0	1	0	1.189	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	1	1
SA_RS00420	SA_RS00420	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	3	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0
SA_RS00425	SA_RS00425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA_RS00430	SA_RS00430	9	7	7	4	7	0	3	6	5	5	5	2	23.155	16	18.998	17.159	10	10	9	7	14	14	12	9	12	14	10	12	10	8	11	14
SA_RS00435	SA_RS00435	3	3	5	0	5	2	5	3	3	4	6	7	31.977	23	30.985	26.906	7	9	8	16	4	6	9	8	5	10	7	5	20.134	27.083	22	20.003
SA_RS00440	SA_RS00440	12	15	17	9	6	4	6	9	3	10	6.015	5	29.862	18	20.992	25.652	8.926	10	10	17	11.981	7	17	10	16.365	16	10	16	12	22.01	11.108	8
SA_RS00445	SA_RS00445	1	3	1	4	1	2	0	1	0	2	0.985	0	4	2	2.008	2.348	3.074	2	3	3	2.019	4	1	2	3.635	1	0	0	4	1.006	2	2
SA_RS00450	SA_RS00450	93.002	85	105	109	29	31	28	23	16	35	29	27	91.688	73.795	61.003	73.334	57	71	51	63	47	61	36	57	59	48	56	54	1	1	5	2
SA_RS00470	SA_RS00470	15	24	13	16	8	7	9	10	7	16	14	13	44	26.001	45.238	40.522	10	21	21	16	15	23	16	13	16	16	18	29.456	14	9.027	22	16
SA_RS00475	SA_RS00475	31.371	34.001	25.69	28.031	25.076	14	21.06	20	20	23	27	24	122.199	97.441	117.008	119.108	43.52	53.942	42.13	49.417	67.312	72.214	69.3	69.212	72.972	69.403	83.193	57.382	102.234	102.145	104.646	109.029
SA_RS00480	SA_RS00480	116.629	130.999	147.37	139.969	96.924	111	87.94	103	93	95	106	89.01	427.368	489.51	450.977	447.995	137.48	140.984	136.87	132.584	204.688	210.94	201.7	181.788	211.028	229.597	194.807	211.619	361.351	339.749	372.789	374.029
SA_RS00485	SA_RS00485	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	2	1	0	1	1	0	0	0	0	0
SA_RS00490	SA_RS00490	9	10	6	7	12	15	9	10	10.425	7	7	9	37.001	30.032	32.01	39.003	9	10	11	6	10	14	12	13	12	11	12	12	14	18.087	17	24
SA_RS00495	SA_RS00495	12	17	9.913	17	16	7	5	9	10.427	7	11	7	57.369	57.027	41.043	44.537	9	10	13	12	34	35	33	24	30	33	42	32	46	36.929	36.999	39
SA_RS00500	SA_RS00500	3	8	7.087	7	1	1	5	4	1.127	6	4	1	18	19	15.001	18.521	2	4	6	4	11	8	6	6	8	2	3	11	13	17	14	11
SA_RS00505	SA_RS00505	18	21	20	22	21	25.976	12	18	16	18	12.022	19	86.703	60.852	81.317	72.469	26.703	22.005	27.992	18.995	8	11	8	11	9	6	5	9.643	12	11.541	12	10
SA_RS00510	SA_RS00510	35	45	32	39	28	30.024	26	40	29	29	36	36	152.557	138.314	137.828	122.167	28.297	21	21.008	14.005	45	57	40	39	42	50	46.948	53.357	40	34.086	28	48.002
SA_RS00520	SA_RS00520	26	12	23	24	11	12	9	6	9	9	9	7	53.807	45.963	32.996	40	13	14	9	13	4	9	5	4	2	5	3	6	4	4	6	3.142
SA_RS00525	SA_RS00525	328.137	318	311.523	306.806	149	131.058	152	175	144	142.136	168.905	157	612.022	584.166	596.326	612.653	208	218	210.868	199	72	63	80	68	76	70	79	85	155.046	132.152	139.407	135.451
SA_RS00530	SA_RS00530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SA_RS00535	SA_RS00535	0	0	0	0	0	2	1	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	5	1	4	0	1	1	0	0	0	0
SA_RS00540	SA_RS00540	361.068	312	348	299.857	79	81.194	85	103.001	82.989	101	76	91	479.4	506.59	515.198	483.839	213	205	216.014	233	79	112	109	96	93	111	105	87	90.14	87.199	90.904	113.374
SA_RS00545	SA_RS00545	14	10	21	13.02	11	12	7	16	11	13	14	11	27.17	23	24.099	17.227	7	9	7	6	16	20	18	21	23	19	15	12	12	9	17.419	11
SA_RS00550	SA_RS00550	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SA_RS00555	SA_RS00555	5	6	8	6	3	4	2	7	2	4	3	3	11.001	12.995	18	11	2	3	2	1	8	2	8	7	8	9	5	7	7	7.015	10	8
SA_RS00560	SA_RS00560	1	1	0	1	2	0	0	0	0	1	2	1	4	7	6	1	0	2	1	2	0	1	1	1	1	0	0	1	5	0.985	3	1
SA_RS00565	SA_RS00565	20.69	16	12.557	12	15	13	8	11.057	12	18	11	20	95.799	102.612	103.481	90.203	34.393	46	53	48.668	9	14	19	12.172	18	19	16	12	16.675	20.199	22.084	26
SA_RS00570	SA_RS00570	25.448	26	21.472	14	16	17.053	22	28.942	15	15.002	15	20	85.021	120.775	104.889	99.09	28.607	25.009	26.277	32.332	30	22	24	25.828	35.478	23	26	22	24	23	22.694	25
SA_RS00575	SA_RS00575	617.862	575	602.971	557.004	255	285.947	293.006	305.515	274	301.935	302	290.017	328.074	336.085	334.273	295.206	148	141.991	138.723	124	44.701	51	47	49	42.522	47	48	44.696	107.095	104	91.4	121.987
SA_RS00585	SA_RS00585	422	397	394	419	244.701	245.047	238.188	293.002	235.96	261	305.86	253.881	357.879	363.561	371.667	369.986	169	137	151	153.235	689	724	622	658.558	741	728	703	683	248.1	244.328	223.186	209.023
SA_RS00590	SA_RS00590	2	4.003	3.806	2.999	0	0	0	0	0	1	0	0	0	3	1.07	1	0	2	0	0	0	1.014	3	2.155	0	2.015	1	3.251	1	0	0	0
SA_RS00595	SA_RS00595	34.95	37.997	34.194	33.001	12	14	11	22	13	21	12	15	26.351	26.219	37.741	37.149	6	13.953	13	10	4	1.986	4	1.845	11	4.985	6	4.749	7	3	9	3.01
SA_RS00600	SA_RS00600	82.05	64	88	62	27	31	26.034	33	33	36	38	23	38.251	58.231	50.863	57.197	18	22	13	23	19	15	18	16	12	17	14	12	15.963	14	10.064	16
SA_RS00605	SA_RS00605	208.089	224.743	202.408	215.26	108	118	126.947	137.983	103	127	130	128.165	269.233	265.336	238.092	246.224	144.029	124.53	133.006	150.302	181.908	167.005	150.125	182.999	156.322	168	191	159.259	200.076	178.036	157.07	189.411
SA_RS00610	SA_RS00610	43.113	45	48.592	49.781	17	21	15	21	21	23	24	18.839	54.322	62.004	71.994	62.834	57.972	54.47	43.994	53.696	20.092	26.995	23.875	13.001	18.678	17	27	15.741	31	28.019	31	38.082
SA_RS00615	SA_RS00615	21	28	20	16	10	8	6	10	7	5	10	12	15.007	18	25	24	19	25	14	19	22	38	16	28	17	27	23	27	50.171	41.005	37	45
SA_RS00620	SA_RS00620	14	14	22.988	13	9	12	16	8.347	11	13	5	7	11	14.095	7	12.08	3	14	9	9	5	6	8	11	12	9	10	7.105	5.01	5	2.007	5
SA_RS00625	SA_RS00625	25	8	18.012	22	6	5	11	9	4	7.006	7	5.004	14.011	8	9.247	6.004	9	5	9	5	3	3.016	4	2.951	9.781	3	1	4.895	1	1	2	5
