gene_id	gene_name	USA100_N315_Biofilm_10h_1	USA100_N315_Biofilm_10h_2	USA100_N315_Biofilm_10h_3	USA100_N315_Biofilm_10h_4	USA100_N315_Biofilm_24h_1	USA100_N315_Biofilm_24h_2	USA100_N315_Biofilm_24h_3	USA100_N315_Biofilm_24h_4	USA100_N315_Biofilm_24h_5	USA100_N315_Biofilm_24h_6	USA100_N315_Biofilm_24h_7	USA100_N315_Biofilm_24h_8	USA100_N315_Biofilm_5h_1	USA100_N315_Biofilm_5h_2	USA100_N315_Biofilm_5h_3	USA100_N315_Biofilm_5h_4	USA100_N315_Planktonic_10h_1	USA100_N315_Planktonic_10h_2	USA100_N315_Planktonic_10h_3	USA100_N315_Planktonic_10h_4	USA100_N315_Planktonic_24h_1	USA100_N315_Planktonic_24h_2	USA100_N315_Planktonic_24h_3	USA100_N315_Planktonic_24h_4	USA100_N315_Planktonic_24h_5	USA100_N315_Planktonic_24h_6	USA100_N315_Planktonic_24h_7	USA100_N315_Planktonic_24h_8	USA100_N315_Planktonic_5h_1	USA100_N315_Planktonic_5h_2	USA100_N315_Planktonic_5h_3	USA100_N315_Planktonic_5h_4
SA_RS03635	SA_RS03635	1245.512	1202.604	1213.08	1255.231	511.2	497.483	508.076	535.981	543.994	528.089	551.026	503.101	1370.383	1403	1285.074	1356.443	450.792	418.547	403.008	466.049	342.634	371.105	342.706	396.687	390.44	414.353	370.661	383.251	371.278	365.717	364.855	360.72
SA_RS03640	SA_RS03640	989.061	1014.901	930.567	947.521	356.129	345.697	334.082	374.22	362.525	355.991	365.302	370.041	839.217	822.652	846.646	864.019	301.678	308.238	318.255	310.001	244.017	285.046	251.935	272.35	294.63	269.964	292.314	262.083	200.619	173.633	222.764	203.352
SA_RS03645	SA_RS03645	3940.801	3995.394	3975.613	3842.582	1335.679	1406.752	1335.431	1434.434	1280.51	1502.088	1450.736	1453.198	3003.61	2937.661	2905.102	2757.127	831.524	880.216	859.737	845.99	171.349	178.798	175.359	183.614	184.699	205.682	200.47	190.999	454.462	382.364	399.208	397.264
SA_RS03650	SA_RS03650	194.189	177	170.001	151.302	160	126	134	157	126	187	146	139	293.306	263.198	280.522	254.815	132	112.017	138.065	137.619	209	212	202	199	231.231	203	248	250	139.023	128.869	122.658	109.632
SA_RS03655	SA_RS03655	199.025	170.386	176.679	182.861	63	73	77.935	67.998	67	83	83	74	249.379	222.936	191.427	233.434	115.744	91.827	113.107	89.621	64	62.82	58	69	71	78	62	59	112.243	106.309	116.443	114.955
SA_RS03660	SA_RS03660	137.806	124.614	126.143	114.497	68	64	56.065	50.002	51	63	70	62.081	280.843	240.056	283.811	239.934	145.256	150.173	156.893	144	49	44.18	46	44	40	42	40	43	125.799	106.041	108.003	109.102
SA_RS03665	SA_RS03665	686.586	682.934	683	657	255	248	261.003	319	269.223	287	283.023	257.396	1357.656	1343.337	1344.288	1362.533	531	523	507	528	144	153	155	144	167	178	168	165	261.218	250.653	237.84	264.55
SA_RS03670	SA_RS03670	303.162	324.012	273.705	252.876	89	87	88.174	97.178	98.007	88.977	96	90	200.162	183.675	203.247	206.954	245.748	253.343	230.441	236.744	73.111	58.007	62	48.002	71.088	75	68.714	79	257.993	228.812	247.419	231.349
SA_RS03675	SA_RS03675	441.265	449.665	428.911	425.413	131.293	156	152.003	154.548	122.753	168.012	157.103	177.701	624.825	587.889	600.766	576.4	408.788	399.574	372.749	417.351	182.889	178.159	159.067	188.337	186.946	167	183.256	186.816	764.226	772.153	796.239	773.282
SA_RS03680	SA_RS03680	5.345	5	9.408	17.688	2	1	1.823	0	3.247	0	3.897	1.302	8.942	6.659	6.837	5.774	6.955	15.022	4.81	6.905	6	10.841	5.933	7.66	4	5	10.03	3.184	4.372	0	0	2.692
SA_RS03685	SA_RS03685	570.065	586.492	597.732	580.005	342	320.506	364.881	360.001	330	345.412	378.857	358	251.031	235.241	244.99	283.429	363.125	322.239	303.032	333.136	232.062	222.007	223.018	227	237	228	250.002	273	219.514	257.728	206.697	207.918
SA_RS03690	SA_RS03690	1336.911	1331.348	1272.269	1205.857	586	543.732	579.148	608	556.11	655.201	659.958	623	730.854	699.04	703.583	698.185	623.657	607.761	650.442	674.561	263.938	262.993	267.982	278.545	285	276	310.998	304.016	503.735	516.709	467.883	521.554
SA_RS03695	SA_RS03695	18.812	22.988	17	22	12	8	14.001	14	12	9.98	18	15	42.426	45.301	43.175	40.889	24.965	22.487	24.994	30.831	9	11.983	7	12.426	8.989	11	9.749	6.206	8	12	13	3
SA_RS03700	SA_RS03700	30.19	22.012	28	24	11	2	4.999	11	10	14.02	11	7	33.327	28.098	21.007	36.132	10.035	10.513	10.006	13.169	13	11.017	15	10.574	15.011	8	14.251	18.794	3	2	0	1
SA_RS03705	SA_RS03705	73	64.003	71	71	32	38	30	51	39	43	39	45	114.812	120.941	120.673	133.804	67	50	51.206	60	21	28	13	19	19	18	12	16	47.622	36.013	46	42
SA_RS03710	SA_RS03710	254.002	246.001	258	254	144	139	121.2	148	135	129	136	138	161.769	157.722	155.734	169.963	70	58	66	71.388	134	108	122	114	128	146	131	123	45.023	45.224	62.027	60.997
SA_RS03715	SA_RS03715	247.999	247	249	248	40	47	46.001	43	41.02	53	38	61	108.746	120.089	111.261	96.27	44	57	39	60	22	28	24	23	37	34.983	25	25	1	3	3	2
SA_RS03720	SA_RS03720	25	27	22	18	12	10.025	15	13	18	24	11	13	16.636	17.504	22	17	7	16	8	9	13	5	14	12	9	18	12	14	44.002	34	31	43
SA_RS03725	SA_RS03725	16.911	24.901	33	30.474	16.956	18.958	24	18.46	17.745	15	12	24.2	8.011	10.656	5	7.002	44.359	45.044	28.33	44.102	11.698	10	9.981	5.103	8.196	8	10.978	14	0.961	5.003	4	6.04
SA_RS03730	SA_RS03730	27.095	27.099	29	28.527	24.044	22.042	23.238	20.54	22.192	24.836	20.897	25.8	25.069	13.411	23.547	14.892	30.959	34.943	35.683	36.898	115.466	134.479	111.822	104.922	118.736	117.072	111.077	112.613	31.043	32.994	31.018	24.957
SA_RS03735	SA_RS03735	86.994	97.002	114	107.999	78	100	89.762	93	81.979	99.163	89.103	82	85.033	69.681	82.473	74.519	187.682	166.16	163.988	174	300.919	325.521	317.197	359.975	361.067	366.929	359.945	304.387	121.077	124.286	124.697	132.114
SA_RS03745	SA_RS03745	206	225.008	230.015	191.069	66.09	90	94.007	84	105	114	74	88.031	393.243	326.108	404.717	373.677	135	145.017	143	160	173	185	184	191	177	205	185	219	275.619	254.726	268.28	272.58
SA_RS03750	SA_RS03750	1193.987	1167.943	1160.923	1180.57	502.088	506.892	463.734	522.99	464.005	528.747	532	557.52	992.987	969.753	966.961	1002.849	762	707.951	628	702.93	318	306	311	320	356.628	369.125	320	324	455.282	433.183	436.057	448.528
SA_RS03755	SA_RS03755	1230.037	1219.686	1219.894	1190.323	381	358.499	333	406.913	315.957	391	384.552	380.579	763.258	747.452	770.938	748.445	269.276	297.995	272.849	276.841	93	80	84	76	88	80.758	84	78	189.018	186.986	185.312	201.149
SA_RS03760	SA_RS03760	1932.107	1861.173	1932.943	1769.366	609.997	585.076	615.569	658.074	604.227	683.215	660.344	649.684	948.372	936.596	963.979	912.162	429.724	389.019	399.151	435.159	83	82	90	71.566	116	104.242	87	90	136.855	147.733	152.258	147.461
SA_RS03765	SA_RS03765	404.476	427.447	390.054	401.446	254.566	260.505	281.19	249.118	245.602	286.141	275.929	271.042	741.556	744.773	767.108	750.183	543.164	553.388	497.098	516.817	213.635	212.182	244.109	231.193	261.864	282.136	278.365	227.722	286.388	274.642	288.504	313.287
SA_RS03770	SA_RS03770	475.223	476.874	500.28	483.022	328.2	293.226	380.112	373.57	334.854	347.617	362.505	317.333	660.58	642.614	734.516	638.871	486.117	467.962	445.224	458.452	211.624	208.559	224.237	215.949	243.242	227.106	200.049	239.951	339.702	337.323	308.41	363.242
SA_RS03775	SA_RS03775	282.683	259.414	257.738	239.759	157.277	149.504	176.699	179.328	175.585	188.856	156.324	176.281	215.44	202.619	220.103	192.751	158.642	189.739	145.079	163.731	94.768	126.259	115.87	109.857	125.015	115.818	128.233	114.368	141.186	163.083	143.785	165.046
SA_RS03780	SA_RS03780	383.923	379	407	379	336	309	304.999	325.637	293	354.996	323	318.896	311.407	276.349	294.062	275.997	162	184	164	182	30	29	42	38	49	45	50	53.989	37.256	51.002	44.453	48
SA_RS03785	SA_RS03785	8.549	9	11	10	9	7	9	10	7	9	10.073	6	1	2	6	2	1	4	5	3	28	26	23	22	28.076	21	24	24	2	2	3	5
SA_RS03790	SA_RS03790	128.833	123.417	123.034	120.569	69.323	63	61.139	71.052	69.003	71.443	103.939	75.001	154.67	139.564	163.459	158.437	95	77.984	73.511	71.395	122.719	147.23	129.095	115.683	128.474	148.401	136.008	141.569	194.494	222.461	195.718	217.048
SA_RS03795	SA_RS03795	76.575	70.534	60.772	65.442	49.658	29.981	16.691	36.918	37.996	36.527	30.968	34.999	58.679	74.261	71.755	79.922	47.251	38.013	39.923	36.56	30.008	20.061	23.539	32.301	24.224	12.611	22.856	32.397	37.871	34.011	29.719	33.442
SA_RS03800	SA_RS03800	40.043	46.049	36.195	38.995	22.787	19.019	21.17	26.03	11.001	18.03	20.02	21	68.351	59.017	73.14	59.889	36.749	35.003	38.164	35.045	36.273	60.708	30.366	54.016	41.226	51.988	46.139	41.035	54.783	73.096	74.037	83.548
SA_RS03805	SA_RS03805	22.271	18.578	18	18.369	6.31	8	5	16	9	12.987	12.201	15.65	28.009	24.979	47.173	30.382	16.081	19.184	14.852	16	18	18.159	14	9	18.443	14.505	15	13.92	33.501	38.323	37	30.911
SA_RS03810	SA_RS03810	71.262	47.422	57.98	60.631	28.69	23	20.218	30.91	28.262	29.013	38.799	20.35	114.67	130.881	114.287	111.194	48.473	67.42	41.265	53.086	51	74.85	71.821	63	80.645	83.564	58.011	70.08	54.952	72.243	67.01	74.56
SA_RS03815	SA_RS03815	35.467	22	32.02	26	14	10	16.782	17.09	16	13	15	14	69.367	86.583	82.206	72.736	47.459	44.396	38.883	51.914	16	23.99	14.179	22	18.911	22.96	21.989	17	31	30.246	34	32.811
SA_RS03820	SA_RS03820	17.829	10	11.022	13	7	1	5	3	2	9	4	8	18	33.988	20.004	23.122	10.015	10.893	10.935	14	8.946	5	4	8.806	3.131	8.264	2.156	6	2	0	1	1
SA_RS03825	SA_RS03825	119.716	106.509	100.525	107.965	42.409	34.074	44.207	40.9	26.616	39.259	47.043	43.2	145.551	140.27	159.773	147.047	117.271	100.197	114.053	102.076	33.091	46.896	41.285	44.189	40.941	55.762	46.375	40.505	17.399	20.807	11.168	6.565
SA_RS03830	SA_RS03830	167.438	171.492	151.453	155.035	89.591	85.926	117.793	117.1	84.384	113.739	110.957	122.8	337.057	344.176	353.102	337.613	185.714	162.91	160.055	183.924	149.963	159.104	160.715	155.005	177.928	158.974	154.469	166.495	271.995	265.499	283.911	276.503
SA_RS03835	SA_RS03835	3450.864	3419.699	3264.04	3275.747	2985.863	3088.27	3057.107	3244.214	3025.957	3397.127	3304.976	3094.316	3334.697	3172.013	3273.724	3229.132	3235.032	3170.223	3095.157	3236.434	1573.998	1657	1667	1661.672	1747.158	1793.016	1746.978	1725.127	1249.474	1319.949	1240.067	1322.848
SA_RS03845	SA_RS03845	384.088	362.967	377.382	371.899	224.076	197.982	222.102	259.007	224.067	232.962	253.988	221.001	731.821	739.6	787.552	751.916	316.603	248.934	278.864	278.948	322.84	309.864	350.52	310.789	397.875	322.959	304.558	336.93	472.566	489.39	503.793	469.458
SA_RS03850	SA_RS03850	342.24	348.055	342.613	349.101	149	169.018	174.004	166	138.046	185.038	156.012	177.05	698.726	761.438	736.486	723.475	317.397	334.066	349.954	320.085	214.175	223.136	232.48	232.211	226.125	232.081	210.442	220.07	257.766	274.19	275.807	258.129
SA_RS03855	SA_RS03855	1243.422	1226.572	1238.362	1177.821	518.934	454.156	478.997	532.014	506.703	531.899	525.717	516.682	1456.781	1442.382	1458.493	1437.054	321.882	279.514	318.271	316.361	342.597	370.043	338.511	341.762	386.399	345.808	376.212	359.397	260.557	293.837	299.356	260.89
SA_RS03860	SA_RS03860	1380.142	1404.808	1367.118	1318.295	419.066	408.836	430.009	471.484	449.297	526.792	481.281	464.092	1765.771	1672.943	1779.14	1676.88	509.69	547.486	513.743	500.639	181.41	205.957	197.489	211.238	189.601	196.192	183.788	244.603	253.541	261.997	267.246	263.536
SA_RS03865	SA_RS03865	183	203	199	196.567	109	107	85	128	105	111.883	113	95	283.926	279.25	288.161	284.893	144	144.107	133.943	132	101.6	100	101	95.993	94	97	94	103.917	145.016	150.31	129	127.962
SA_RS03870	SA_RS03870	185	165.979	166	172	68	64	68	70	60	57	84	92	245.012	254.916	262.16	264.322	126	127	121	127	59	65	45	47	65	64	64	67	140.513	140.378	116	161.255
SA_RS03880	SA_RS03880	2897.406	2906.101	2835.687	2783.879	946.81	915.277	986.091	1054.021	908.053	1055.554	1063.006	1045.998	1832.801	1797.134	1905.564	1766.061	503	522	496	486.41	150.97	154	148	185	173	189	176	179.992	244.815	253.021	237.043	290.349
SA_RS03885	SA_RS03885	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SA_RS03890	SA_RS03890	1314.115	1326.067	1231.972	1242	562	621.999	518.063	591.02	579.652	639	658.515	665.972	3732.969	3781.975	3799.432	3659.781	1221.118	1208.976	1156.22	1189.009	1777.092	1778	1805	1717.955	1885.019	1877.776	1943.336	1902.538	2857.65	3005.211	2917.57	3010.661
SA_RS03895	SA_RS03895	38	40	34	46	25	28	18	28.337	24	24.973	33	17	84	78.257	99.124	72.065	42	30	29	41.984	59	91.965	62	64	81.527	74	79.568	94.993	74.272	70.106	66.002	61.001
SA_RS03900	SA_RS03900	92	95	68	85	23	27	25	32.663	24	28.027	34	28	138.078	162.296	147.453	153.644	67	64	66	68.017	38	41.035	49	42	44.391	64	54.432	34.311	52.752	51	35	50
SA_RS03905	SA_RS03905	1353.624	1338.735	1337.886	1322.415	329.11	340.355	330.897	335.191	328.697	381.388	336.958	371.008	2030.14	1959.434	2007.055	2043.077	392.867	356.097	337.011	362.146	630.454	674.393	696.02	619.884	729.207	717.575	695.923	670.86	839.545	873.449	799.608	865.939
SA_RS03910	SA_RS03910	4494.123	4463.905	4429.835	4432.007	1060.571	1110.94	1079.132	1103.095	1005.567	1199.426	1164.059	1144.143	11594.051	11367.774	11828.173	11245.411	1918.195	1861.228	1821.272	1838.25	1024.605	1054.607	1016.785	1022.116	1131.688	1153.049	1062.199	1035.494	2016.437	1965.231	1902	1987.734
SA_RS03915	SA_RS03915	1666.224	1719.69	1632.839	1617.684	441.532	422	406.946	426.684	401.979	412	474.975	457.236	7390.942	7298.392	7457.437	7246.327	1811.865	1772.879	1729.896	1724.979	430.941	450.168	412	438	463	455	458.377	433.646	1540.28	1528.343	1565.899	1559.201
SA_RS03920	SA_RS03920	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SA_RS03925	SA_RS03925	28	29	25	25	20	22	30	21	30	17	21	25	61.155	70.711	56.043	73.296	18	17	17	14.465	16	12	18	12	18	18	12	13	33	41	41.035	47
SA_RS03930	SA_RS03930	12	10	12	6	5	6	3	7	8	8	2	6	17.882	18	15.786	11.003	11	4	7.029	6.535	3.011	4	2	5.662	2	2	2.002	2.293	1	4	2.013	4
SA_RS03935	SA_RS03935	7	12	6	11	5	8	5	7	6	7	7	6	24.831	24.001	18.963	27	8	14	16.971	11	4.989	6	4	5.338	7	7	7.997	7.707	8	10.982	11	8
SA_RS03940	SA_RS03940	13	21	23	20	12.102	12	14	11	13	9	16.003	16	33.145	34.672	53.904	26.932	36	30	30	41	21	21	22	23	31	18	19.001	33	7	16	10	8
SA_RS03945	SA_RS03945	87.373	88.773	102.7	72.781	60.504	55.963	65.968	61.466	47.276	65.495	51.74	56.906	120.84	126.506	131.357	129.466	68.17	63.271	77.515	69.471	31.879	37.231	24.701	27.006	38.936	41.268	32.188	30.384	82.424	73.857	76.981	90.313
SA_RS03950	SA_RS03950	261.233	253.227	253.3	243.934	201.856	164.037	193.032	199.543	184.744	198.248	190.68	190.104	328.004	306.877	299.856	326.69	187.829	159.923	158.485	178.529	254.492	217.769	226.299	223.994	248.067	261.732	272.812	252.616	149.608	191.781	206.171	183.875
SA_RS03955	SA_RS03955	7	6	7	7	2	8	2	2	7	5	2	4	3	13	6.633	10.952	3	6.806	3	8	5	3	7	5	7	8	8	5	0	0	0	1
SA_RS03960	SA_RS03960	85.921	81	103	93	59	52	51	33	41	47	37	33	79.071	59.364	75.047	52.371	97	83	78	93	29	26.06	27	31	36	41	35	33	9	8.935	4	10
SA_RS03965	SA_RS03965	315.987	303.764	300	317	132.44	162	155	156	149.699	154	179	152.891	218.128	212.089	217.021	210.62	94	110	85.999	83	60	59.94	54	73	73	70	59	60	65.053	99.175	64.093	75
SA_RS03970	SA_RS03970	354	339	341.725	328.117	204	245.999	210	211	199	255.754	229.999	207.021	360.807	393.973	408.003	405.228	131	137	137	147.488	319.899	347	342.532	372	393.224	362	383	332.004	176.268	182.134	172.213	219.819
SA_RS03975	SA_RS03975	946.608	938.044	982.041	910.31	868.003	865.612	901.878	939.917	889.854	986.536	918.311	906.929	933.096	968.835	962.448	879.714	647.06	676.343	684.714	726.024	749.297	736	778.412	755.196	830.865	809.317	862.237	815.054	646.94	669.706	680.625	724.326
SA_RS03980	SA_RS03980	50.749	43.148	54.647	57.672	21.71	31.988	35.863	29.006	25.147	31.683	27.579	27.758	68.261	84.32	74.228	74.904	54.402	35.227	37.391	41.423	33.732	37.947	51.303	40.354	30.852	37.683	44.721	48.024	60.642	59.163	39.003	55
SA_RS03985	SA_RS03985	50.127	54.807	50.005	58.01	44.29	22	30.148	27	33.996	44	34	29.327	91.982	102.087	109.04	85.231	71.507	64	59.002	56.995	69.971	64.053	46.285	54.464	72.291	67	63.042	50.986	54.988	46.001	47	65.036
SA_RS03990	SA_RS03990	96	102	90	89.074	63	68	76	75.006	75	67	67	70	122.296	105.422	114.553	97.286	94.988	117	99	96	61	39	54	48	42	56	69	54	30	40	36	33.024
SA_RS03995	SA_RS03995	138	136	135	100	68	66	72	66.556	71	71	71	65	182.43	207.968	186.117	182.19	103	94	92	117.403	89	98	97	108	93	93	103	100	76.003	87.069	69.999	71.341
SA_RS04000	SA_RS04000	300.048	313.009	309	300.216	238	223	230	212	184.045	232	239	237	353.376	369.039	370.039	325.409	109.003	117.92	99	118	160	176	177.155	153	168	173.875	175	157.013	138.021	123.051	126.006	129.628
SA_RS04005	SA_RS04005	625.456	589.724	621.635	592.854	474.978	453	471.327	551	469	510.925	477.997	459.036	534.291	576.114	547.865	493.96	329	331	325	294	382	400.011	408	421	440	423	417.909	416	311.192	318.47	349.944	371.803
SA_RS04010	SA_RS04010	19.498	30.918	27	26.878	35	21	23	23	21	33	21	42	16.933	25.691	14	25.302	33.999	21	14	24.609	14	13	11	18	13	13	20	6	17	13	12.437	18
SA_RS04015	SA_RS04015	16.502	15.082	11	9.122	8	13	13	15.002	14	12	14	13	13.039	13.309	10.948	14.971	16.001	13	13	14.391	3.994	6	6	7	12	9	9	13	3.15	6	5	9
SA_RS04020	SA_RS04020	8601.553	8553.438	8740.934	8414.885	5251.084	5388.591	5398.625	5734.849	5209.012	5961.41	5807.313	5638.883	3762.514	3703.273	3808.973	3679.513	2714.425	2591.735	2585.893	2692.894	572.006	627	612.994	612.37	645	683.976	727	648.801	1929.99	2015.164	1900.304	2032.951
SA_RS04025	SA_RS04025	1426.044	1355.165	1316.652	1422.083	1394.775	1448.297	1394.201	1472.525	1325.889	1510.5	1455.364	1493.132	2263.103	2234.933	2313.198	2262.135	891.863	807.997	869.085	843.096	1701.075	1734.939	1649	1667.202	1766.344	1776	1765.977	1706	1132.438	1169.742	1173.241	1137.002
SA_RS04030	SA_RS04030	1	0	0	0	0	0	1	0	2	0	0	1.999	0	0	1	0.98	0	0	1	0.91	0	1	1	0	1	0	0	0	0	0	0	0.995
SA_RS04035	SA_RS04035	119.574	100.1	98	93	85	94	104	105.007	105	86.844	79	102.952	234.841	240.133	284.287	246.024	96.076	91	82	69	366.195	386	335	365	398	390	387	390	258.042	274.458	266.004	277.005
SA_RS04040	SA_RS04040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA_RS04045	SA_RS04045	213.877	221.846	215	209	136	160	144	174.841	118	165	148	137	564.751	539.422	539.444	589.201	81	96	99	95	26	47	45	51	57	39	42	44	198.363	224.301	215.506	222.098
SA_RS04050	SA_RS04050	153.579	138.655	123.158	136.995	25.979	14.934	23.976	30.833	25	38.998	29.465	27.972	67.099	82.794	61.421	64.915	60.658	67.623	74.382	69.91	18.3	26.997	17.702	21	31.755	33.562	25	27.438	10.022	10	6	8
SA_RS04055	SA_RS04055	48.421	42.345	34.844	41.005	6.021	8.066	2.024	7.167	4	3.002	5	6.028	28.982	23.21	36.435	36.373	26.342	17.396	20.618	26.097	4.7	3.003	6.298	2	10.245	4.438	4	13.562	2	2	3	2
SA_RS04060	SA_RS04060	1182.386	1211.888	1150	1136.888	1212.235	1182.016	1159.609	1211.872	1237.023	1285.064	1275.915	1329.956	1171.823	1183.388	1209.212	1146.824	555.035	538.842	538.449	567.794	398.632	359.991	370.753	411.823	388.293	413.499	446.213	424.055	631.108	630.409	625.272	681.541
SA_RS04065	SA_RS04065	1608.794	1620.754	1567.219	1566.624	1427.965	1491.647	1465.996	1539.766	1429.318	1572.305	1595.315	1560.517	2091.51	1878.315	2126.667	2039.47	1007.914	980.577	963.594	992.338	1660.318	1724.138	1725.253	1677.204	1777.22	1850.501	1799.307	1778.937	1166.059	1057.705	1194.169	1072.206
SA_RS04070	SA_RS04070	734.085	753.992	700.711	633.308	436.999	488.99	489.994	478.998	427.889	488.972	471.374	465.764	1012.498	967.513	1009.8	995.638	393.497	354.455	355.127	368.609	386.749	407.507	390.749	384.166	422.667	384.524	410.31	430.612	703.702	709.247	682.75	738.046
SA_RS04075	SA_RS04075	260.055	243.008	250.378	234.699	108.053	115.085	101.007	140.197	115.111	136.601	127.154	123.273	461.642	402.648	450.31	398.993	119.437	129.545	131.895	118.766	225.607	300.945	261.251	266.943	291.186	238.523	272.02	275.017	399.362	304.573	351.635	339.612
SA_RS04080	SA_RS04080	150.411	156.638	158.148	151.982	93.299	75.227	76.477	112.633	87.097	93.895	101.241	104.88	246.551	261.327	240.159	269.282	111.5	101.565	112.543	97.233	82.573	75.399	95.218	79.512	89.022	70.12	103.727	92.524	232.237	220.714	231.549	237.146
SA_RS04085	SA_RS04085	255.471	279.669	306.877	259.923	74.649	72.454	71.504	65.177	72.745	102.518	74.759	96.056	364.267	387.952	384.861	375.52	234.289	252.288	241.522	227.14	41.243	67.361	60.641	62.539	57.847	74.291	59.554	81.908	28.601	35.512	22.454	39.937
SA_RS04090	SA_RS04090	1410.278	1453.98	1418.308	1433.088	788.988	712.143	768.02	823.433	706.245	801.847	814.072	766.013	2907.775	2970.061	3013.366	2883.745	496	500.154	454	489.816	1051.852	1086.788	1114.752	1129.84	1202.398	1190.54	1161.382	1162.938	1359.766	1357.887	1370.673	1382.242
SA_RS04100	SA_RS04100	680.56	637.635	581.813	612.685	265.962	320.454	290.697	335.057	281.127	280.483	299.278	279.45	801.314	819.281	839.189	796.246	330.262	338.7	327.948	323.031	186.042	185.931	171.029	180.137	188.337	184.012	206.631	199.996	317.264	312.574	274.56	301.615
SA_RS04105	SA_RS04105	1188.39	1255.969	1233.174	1256.362	712.224	708.775	698.433	750.22	719.177	780.798	727.047	746.519	1590.983	1570.102	1548.963	1541.696	529.177	524.3	510.064	540.922	694.957	722.053	695.971	707.871	756.26	722.699	791.452	751.108	560.735	661.818	595.076	564.315
SA_RS04110	SA_RS04110	1190.237	1255.618	1227.164	1175.756	656.622	696.476	706.669	733.679	654.076	782.83	749.971	768.337	1356.328	1312.406	1443.125	1343.106	679.132	694.161	676.658	683.648	370.014	381.042	387.968	391.995	426.373	401	428.939	372.091	497.305	486.955	498.265	503.302
SA_RS04120	SA_RS04120	1582.601	1658.975	1581.789	1637.681	2004.377	2035.194	2006.576	2146.193	1976.772	2130.918	2198.98	2225.994	1721.351	1754.625	1762.895	1687.814	784.608	858.143	835	840	490	524	536	523	566	578.99	553.802	501.03	862.296	920.501	894.778	928.753
SA_RS04125	SA_RS04125	828.184	880.122	826.065	844	252.002	271	273	274	222.102	278.194	257.009	269.001	655.966	582.262	639.533	636.964	162.998	182.055	171	180	188	185	189	196	197	219	200	206	180.852	157.502	185.299	159.014
SA_RS04130	SA_RS04130	1699.086	1608.754	1694.904	1691.048	925.987	862	904.372	932.943	904.737	1053.717	894.507	963.136	2876.407	2801.471	2895.614	2811.117	605	578	646	589.77	768	752	804.986	832	770	913	864	776	1501.537	1460.368	1443.169	1483.722
SA_RS04135	SA_RS04135	845.322	853.143	831.933	787.071	580.793	604.531	604	641.898	574.219	634.465	622.54	579.438	1277.133	1198.997	1189.404	1228.239	367.228	327.766	342.264	361.302	1589.552	1604.275	1605.054	1666.609	1704.469	1727.597	1781.319	1599.647	1220.495	1167.922	1177.173	1245.296
SA_RS04140	SA_RS04140	1603.239	1503.024	1551.552	1463.31	1068.764	1120.924	1145.777	1174.678	1080.474	1201.951	1137.407	1161.973	3234.674	3316.238	3495.342	3335.298	1149.036	1073.92	1018.989	1123.023	2348.446	2361.725	2257.302	2323.544	2572.753	2432.331	2535.642	2444.42	3938.654	3991.485	4051.82	4147.54
SA_RS04145	SA_RS04145	427.994	406.005	387.258	404.984	246.247	263.992	265.211	265.07	240.988	319.772	262	305	1033.553	1109.415	1106.704	1092.83	456.096	441.488	442	435.347	381.002	388	362.594	388.039	432.005	424.913	380.499	440.014	1168.128	1234.817	1249.763	1314.878
SA_RS04150	SA_RS04150	349.512	346.818	398.345	353.797	218	229.129	240.535	264.355	220.168	250.462	254.486	248.096	956.328	1052.39	1087.94	968.077	433.055	416.488	407.095	420.393	543.27	565.653	576.99	584.592	639.178	581.702	539.851	590.349	1564.378	1591.716	1524.167	1587.276
SA_RS04155	SA_RS04155	632.483	625.325	658.653	613.203	410	394.057	388.282	416.594	406.834	404.576	408.209	409.312	1942.954	1876.905	1988.03	1916.366	892.002	838.742	794.016	858.206	1788.756	1807.338	1766.058	1826.456	1927.34	1882.909	1898.441	1912.582	3309.942	3346.759	3221.985	3347.104
SA_RS04160	SA_RS04160	6945.821	6949.355	6920.5	6729.526	5144.572	5236.602	5119.661	5563.365	5074.388	5719.172	5593.705	5517.029	7579.552	7716.21	7728.146	7428.198	5033.469	5025.203	4725.794	4955.71	6411.784	6609.92	6540.47	6332.922	6801.778	6896.715	6878.325	6753.674	7000.851	7045.067	7087.585	7469.168
SA_RS04165	SA_RS04165	261.732	256.199	243.598	263.885	54.03	52.005	57.062	55	43.358	77.999	64	57.002	151.288	137.485	178.493	143	134.108	117.482	114.656	114.432	36.003	37.99	40.89	32.982	48.004	38.715	44.417	36.904	2	7.09	4.001	5.001
SA_RS04170	SA_RS04170	609.529	608.738	606.425	620.413	303.876	296.994	302.938	326.516	279.969	324.001	319	323.998	725.349	689.184	732.86	699.394	311.892	334.518	319.131	331.568	1485.947	1513.01	1575.11	1406.988	1600.785	1595.193	1531.583	1613.086	638.293	618.679	628.173	599.455
SA_RS04175	SA_RS04175	442.045	430.831	463.064	439.915	217.821	211.8	202.89	224.806	187.975	228.924	238.889	220.886	443.296	423.705	438.564	459.811	201.575	172.726	182.249	190.689	227.051	265.492	259	247.824	296.811	266.404	254.303	285.737	251.923	225.585	241.018	240.537
