gene_id	gene_name	USA100_N315_Biofilm_10h_1	USA100_N315_Biofilm_10h_2	USA100_N315_Biofilm_10h_3	USA100_N315_Biofilm_10h_4	USA100_N315_Biofilm_24h_1	USA100_N315_Biofilm_24h_2	USA100_N315_Biofilm_24h_3	USA100_N315_Biofilm_24h_4	USA100_N315_Biofilm_24h_5	USA100_N315_Biofilm_24h_6	USA100_N315_Biofilm_24h_7	USA100_N315_Biofilm_24h_8	USA100_N315_Biofilm_5h_1	USA100_N315_Biofilm_5h_2	USA100_N315_Biofilm_5h_3	USA100_N315_Biofilm_5h_4	USA100_N315_Planktonic_10h_1	USA100_N315_Planktonic_10h_2	USA100_N315_Planktonic_10h_3	USA100_N315_Planktonic_10h_4	USA100_N315_Planktonic_24h_1	USA100_N315_Planktonic_24h_2	USA100_N315_Planktonic_24h_3	USA100_N315_Planktonic_24h_4	USA100_N315_Planktonic_24h_5	USA100_N315_Planktonic_24h_6	USA100_N315_Planktonic_24h_7	USA100_N315_Planktonic_24h_8	USA100_N315_Planktonic_5h_1	USA100_N315_Planktonic_5h_2	USA100_N315_Planktonic_5h_3	USA100_N315_Planktonic_5h_4
SA_RS00005	SA_RS00005	803.067072628474	843.634746142891	813.436559552889	773.608824253926	368.977561553903	359.726100380858	401.955754380747	397.21477923107	359.878745485042	429.935600330307	435.293893550844	399.738266763018	265.360005073449	262.784128268542	222.297693269779	241.271227502205	160.126025443253	152.357736814018	149.457611518811	160.72908579142	134.411735372094	149.926484873975	142.158001249446	133.642005277796	176.79772031954	147.00485877041	146.555899139271	138.347263543845	84.6238528794936	68.1432727831011	85.35994938114	89.3806192040978
SA_RS00010	SA_RS00010	877.895578183533	882.387237038174	881.439617756109	851.91320282597	193.762438560667	183.215999047304	196.785406969016	186.043129765008	185.154670306597	181.832608407515	215.233164310783	202.75276016643	530.892913222411	547.481587052242	596.037023096812	534.599888316359	213.346584770475	221.0779852769	217.657435654613	225.875858770162	508.210153979075	519.234086849217	502.369151102968	493.710480680759	512.288298399287	537.329940448199	539.826605541185	515.346224283334	314.826963104827	309.175462193764	275.822143353811	302.298462252109
SA_RS00015	SA_RS00015	57.7573924821184	57.8369535317367	58.1668145405983	50.706534465073	20.625786325522	5.14996682086997	0	5.13228672038026	15.508568374327	15.4059548522952	15.4163408283506	15.5104516586696	67.6814245462193	41.3790311629438	82.4196269821691	24.750015374007	50.1859620104901	50.2341736083288	41.7123820134936	25.1735100856132	100.544109341284	132.114624706912	137.940882172513	52.0806448751801	146.142767965408	105.331665252729	146.533339697123	98.8621377954189	19.4073957330884	9.66165557804814	19.3249556500668	9.69457566794492
SA_RS00020	SA_RS00020	19.1869751180706	22.7849886180418	20.1644803693721	16.6160082095035	7.06725949905167	7.06107132128922	9.1575922712935	6.32614953664241	11.340299004175	7.05810864521205	11.9884216237791	10.625072773055	53.166795583862	47.6902918911926	36.9165783288718	45.3464953083061	12.1491142336007	15.8825011924909	14.0014084027235	14.0073351120719	12.4163648912089	12.2450771896267	11.3641130859912	15.3104774578653	11.4915888337945	15.44814683453	15.5827113431552	12.9997790147827	8.16884631718581	8.08836280502153	5.80233962994596	5.81881793841509
SA_RS00025	SA_RS00025	6.49674226320244	8.72124161911207	10.9272572827066	10.8760892910128	1.65602687157673	1.65527953586459	11.5473484878099	6.59035450421316	0	4.95597940471109	3.30362361338926	1.65899612713816	7.38908834995533	7.39255819787239	14.7566290122144	2.45773441478745	5.01196516784771	12.5808346559185	0	5.00172168359997	18.531445738022	36.402149252288	30.2377689677987	27.8896862124729	26.4808015971334	20.1916076097888	28.5320585171233	24.2261546745118	2.82746964837462	0	5.63750313592661	11.2987133344964
SA_RS00030	SA_RS00030	311.47500005647	305.87213839128	288.871120537592	300.294059367526	69.0571046144022	71.6003309654312	64.2380548595485	64.0929508284934	64.6308471410651	65.1837139471083	79.5893400928979	67.8214322655418	527.042988803657	533.642691714435	521.778932066719	530.33049737377	98.9487000277022	90.2431102128142	106.676654055818	117.665779701069	177.179384580582	187.946319507757	194.392854228923	172.606964478305	196.825490492248	191.507225471014	185.101159417876	199.299739933345	194.233372240757	192.617232168206	199.902706443652	215.096810054601
SA_RS00035	SA_RS00035	59.2665344580021	75.3806204747749	92.8346151118995	79.8868312712713	17.1071391996248	10.9943817290811	19.4824867991761	15.801449179849	17.1560040543186	12.1979600610332	18.2863965199659	12.2447230343724	98.1679171106117	143.228587980364	106.792603700249	107.008481993578	73.7723775139257	52.9372736932862	58.1098568778161	33.3712109499861	14.8348161080668	18.9871099770659	27.6333426118322	21.6236420524596	23.5268630795106	36.4261542123315	24.9932650648081	26.2214788993537	0	0	2.04686153579627	0
SA_RS00040	SA_RS00040	272.951615506683	279.078143058616	287.357109468623	300.947949598779	130.310478235769	127.154674343638	129.982105928034	143.316142982599	122.100306766511	137.29334188299	136.201148509705	128.22315824995	194.688963779282	189.735484671042	187.812465067648	199.287812294316	133.928299791679	113.579003014112	123.232797842189	123.557298140135	29.0270902097085	38.8860540007092	38.1361206221998	37.2591229925113	40.7452442811362	37.124089605111	29.2973272728732	42.4661309130008	15.5174505842914	17.7399124991045	20.885846667565	25.8084968627125
SA_RS00045	SA_RS00045	102.647202170752	97.680639045415	97.1530133739721	101.548552176576	20.1916711011045	24.4680838822956	22.5724445358304	23.7686831210873	20.2966386652571	25.3332010542703	23.4500958656987	22.9260785577568	186.59720165746	189.181400079642	198.217702489936	194.835744494601	81.4767893699655	77.1081907825398	78.3945471366011	79.12475725779	32.580438215094	37.7462849323135	35.8368397057885	34.038310824604	38.8005532094644	33.8431418269151	40.2130402614912	37.9171717005607	18.0974862169767	18.7764362035147	18.562582507677	18.6257507700242
SA_RS00050	SA_RS00050	92.0849292100746	99.2583412140864	88.9849727705488	114.462131368017	12.8236763516396	11.4995091818516	6.506117055268	8.50587738822194	13.9654889437265	18.4888279216897	18.4823044321643	22.8193048756787	122.607176774425	123.805828763053	117.440378503823	96.4793925802416	74.7088629057253	71.8282810151646	76.5669510993704	79.3020478462672	82.2781538713284	82.033114611846	61.7778834337321	67.2034036718622	65.8775921062996	94.5399903381919	65.087330932096	79.0293298797881	16.8922616753475	23.9750754860914	19.2466628564336	16.877234183257
SA_RS00055	SA_RS00055	251.635823293887	288.160854806714	285.806565116935	259.730474206165	480.017752827574	448.783223938975	418.106134970731	476.234564021667	395.666656385477	487.626054479066	465.099174651489	482.480094940861	184.574877567976	218.644615785166	207.305328258015	185.082014113348	183.090772134202	171.510136158238	194.330480920168	221.070931383287	348.601925663796	357.996473435693	347.984142505411	305.076539630135	414.499609095919	376.480758225063	371.539970500199	402.353192178719	197.677756640018	179.963975528195	205.61685659528	185.811815009235
SA_RS00060	SA_RS00060	171.135341483229	167.627368813254	162.87667657198	166.834577513038	192.259517735002	191.379351514436	200.556048497021	198.295567542713	185.450704884942	201.093048905548	202.447331890494	185.534922238561	146.517585763464	143.282085966791	148.156360197509	149.875844212582	129.351126687949	121.555985310913	118.042430244215	122.090604584567	50.3063704582797	58.7348271726259	51.7297085809171	42.0746973207331	48.7197593439962	52.3314937081098	52.038210424996	57.1301922847745	102.553767997457	105.192698125952	102.103424368583	115.177982316887
SA_RS00065	SA_RS00065	171.795748183719	170.308488748175	163.153179807079	162.150870647879	103.448868872865	105.032043921896	99.3127270449874	98.8231439579691	103.96164808534	120.458631694488	110.45357130528	104.046169076083	162.833237832314	147.003683645609	148.96449245045	139.205668845472	147.687836062334	171.468878579854	139.665864425415	155.761385070844	126.536592076778	122.01710187368	113.945838041641	106.816004802956	134.168124072245	109.391268576636	115.83394336544	123.449485492323	165.958858979775	172.485522046121	149.394060612048	178.921011908076
SA_RS00070	SA_RS00070	394.380074930204	417.178374553891	416.573777466444	338.104270585988	47.2698313110061	72.8063879600179	48.7116208121035	59.8514407142797	76.7481995442426	62.8244921224049	56.700303819867	47.3480248309959	530.242717799548	555.312601245031	442.552355685002	497.668456511787	179.285141440332	272.585269670303	236.37789440363	226.865557701218	29.8812541458032	56.1616627935912	27.2022755851557	36.5633347686726	76.5695876758877	24.7814788567835	55.405215737495	33.8735840105377	10.2005998556867	0	13.5572507470005	6.41905233299773
SA_RS00075	SA_RS00075	200.617016841011	183.831592079981	181.357011911764	172.806469742787	57.556148415584	54.4746005909741	56.1160445746913	63.2619377958743	55.7633813425219	68.9917718579956	63.9711138471539	52.6177578368822	297.108404007448	302.661444481928	311.318441192707	288.618675910412	94.6041989776412	88.1303418894834	78.4826496305668	81.5197169863437	32.6082653354293	37.3269718914042	29.4136638945143	37.4845171135965	38.4687190741454	38.5568122694162	37.5896249127635	45.9990434006396	80.0321423323113	80.1369296177303	88.0543502252449	77.0329021527063
SA_RS00080	SA_RS00080	516.123220756927	491.95503186815	526.415934623476	483.110790893342	182.899088999349	162.932208379666	166.744865660307	152.953663367277	165.480264253812	169.418369561326	194.823408806532	174.277337680218	832.811015052906	850.806954451113	882.778435263187	825.104414540986	305.059839497688	330.130041700982	260.616859271783	246.689924546909	245.621963793188	261.174948480085	231.199546704933	248.171166870035	238.592727917924	255.772616314534	272.233694155841	250.388891736044	301.432290758492	294.164364657578	254.138907187311	346.778173966269
SA_RS00085	SA_RS00085	680.437992257857	621.39081325675	705.060670634678	635.850873408078	120.550035482503	167.272700229432	188.922174984798	188.733438153426	147.62996444989	173.486861354425	206.947449665363	187.828484070467	1142.14821861742	1113.26354973641	1022.60244332197	1087.70691820775	1047.54189377154	1018.79852507782	1033.07332690275	1161.67718688075	1625.0676468294	1710.39639189349	1686.73885349496	1713.90520130226	1915.38376487914	1841.89105342654	1708.24488187768	1943.28672716835	3910.99647099739	3755.38634202201	3650.4641252701	3877.69345037381
SA_RS00090	SA_RS00090	9.30480506187479	11.3229495305515	10.8641316813687	8.66199333253624	2.22743454923595	0.741522253776221	1.48051228532667	1.6613666588929	1.30306622098501	1.11278061507286	2.03751190782024	1.30228371213335	8.19651466518697	7.6630805007024	7.67054187044326	7.66128149030914	4.52608965403053	5.39473643232024	3.37445144659987	4.52268590093564	4.39618735706957	3.92487830402944	4.3122092259777	4.08180406602708	5.39193472417818	6.17087012286365	3.94909161456002	3.28739645031858	2.09448790276154	2.3748477760904	1.79028163720162	0.898206898083189
SA_RS00095	SA_RS00095	86.367269018037	69.3640738346632	51.1855064835108	55.6421474780874	4.00634096783692	8.0100316735445	1.99534738019789	1.99294803779192	8.02892819997694	3.9954273554276	7.98935461337597	6.02018362641244	99.6572278916654	73.1900433862013	66.8007667776075	83.7483063858038	40.816041704924	59.1003378785164	40.4575285615378	74.562687839223	15.3637760613836	52.0123618373686	12.3428860885841	19.4120861551214	29.6902820879471	27.1963144743066	17.3506129490968	4.94423414348967	3.49041773089111	0	6.90337240508796	3.4594967485199
