transcript_id	gene_id	gene_name
unassigned_transcript_177	SA_RS01045	SA_RS01045
unassigned_transcript_178	SA_RS01050	SA_RS01050
unassigned_transcript_179	SA_RS01055	SA_RS01055
unassigned_transcript_180	SA_RS01060	SA_RS01060
unassigned_transcript_181	SA_RS01065	SA_RS01065
unassigned_transcript_182	SA_RS01070	SA_RS01070
unassigned_transcript_183	SA_RS01075	SA_RS01075
unassigned_transcript_184	SA_RS01080	SA_RS01080
unassigned_transcript_185	SA_RS01085	SA_RS01085
unassigned_transcript_186	SA_RS01090	SA_RS01090
unassigned_transcript_187	SA_RS01095	SA_RS01095
unassigned_transcript_188	SA_RS01100	SA_RS01100
unassigned_transcript_189	SA_RS01105	SA_RS01105
unassigned_transcript_190	SA_RS01110	SA_RS01110
unassigned_transcript_191	SA_RS01115	SA_RS01115
unassigned_transcript_192	SA_RS01120	SA_RS01120
unassigned_transcript_193	SA_RS01125	SA_RS01125
unassigned_transcript_194	SA_RS01130	SA_RS01130
unassigned_transcript_195	SA_RS01135	SA_RS01135
unassigned_transcript_196	SA_RS01140	SA_RS01140
unassigned_transcript_197	SA_RS01145	SA_RS01145
unassigned_transcript_198	SA_RS01150	SA_RS01150
unassigned_transcript_199	SA_RS01155	SA_RS01155
unassigned_transcript_200	SA_RS01160	SA_RS01160
unassigned_transcript_201	SA_RS01165	SA_RS01165
unassigned_transcript_202	SA_RS01170	SA_RS01170
unassigned_transcript_203	SA_RS15335	SA_RS15335
unassigned_transcript_204	SA_RS01175	SA_RS01175
unassigned_transcript_205	SA_RS01180	SA_RS01180
unassigned_transcript_206	SA_RS01185	SA_RS01185
unassigned_transcript_207	SA_RS01190	SA_RS01190
unassigned_transcript_208	SA_RS01195	SA_RS01195
unassigned_transcript_209	SA_RS01200	SA_RS01200
unassigned_transcript_210	SA_RS01205	SA_RS01205
unassigned_transcript_211	SA_RS01210	SA_RS01210
unassigned_transcript_212	SA_RS01215	SA_RS01215
unassigned_transcript_213	SA_RS01220	SA_RS01220
unassigned_transcript_214	SA_RS01225	SA_RS01225
unassigned_transcript_215	SA_RS01230	SA_RS01230
unassigned_transcript_216	SA_RS01235	SA_RS01235
unassigned_transcript_217	SA_RS01240	SA_RS01240
unassigned_transcript_218	SA_RS01245	SA_RS01245
unassigned_transcript_219	SA_RS01250	SA_RS01250
unassigned_transcript_220	SA_RS01255	SA_RS01255
unassigned_transcript_221	SA_RS01260	SA_RS01260
unassigned_transcript_222	SA_RS01265	SA_RS01265
unassigned_transcript_223	SA_RS01270	SA_RS01270
unassigned_transcript_224	SA_RS01275	SA_RS01275
unassigned_transcript_225	SA_RS01280	SA_RS01280
unassigned_transcript_226	SA_RS01285	SA_RS01285
unassigned_transcript_227	SA_RS01290	SA_RS01290
unassigned_transcript_228	SA_RS01295	SA_RS01295
unassigned_transcript_229	SA_RS01300	SA_RS01300
unassigned_transcript_230	SA_RS01310	SA_RS01310
unassigned_transcript_231	SA_RS01315	SA_RS01315
unassigned_transcript_232	SA_RS01320	SA_RS01320
unassigned_transcript_233	SA_RS01325	SA_RS01325
unassigned_transcript_234	SA_RS01330	SA_RS01330
unassigned_transcript_235	SA_RS01335	SA_RS01335
unassigned_transcript_236	SA_RS01340	SA_RS01340
unassigned_transcript_237	SA_RS01345	SA_RS01345
unassigned_transcript_238	SA_RS01350	SA_RS01350
unassigned_transcript_239	SA_RS01355	SA_RS01355
unassigned_transcript_240	SA_RS01360	SA_RS01360
unassigned_transcript_241	SA_RS01365	SA_RS01365
unassigned_transcript_242	SA_RS15450	SA_RS15450
unassigned_transcript_243	SA_RS01375	SA_RS01375
unassigned_transcript_244	SA_RS01380	SA_RS01380
unassigned_transcript_245	SA_RS01385	SA_RS01385
unassigned_transcript_246	SA_RS01390	SA_RS01390
unassigned_transcript_247	SA_RS01395	SA_RS01395
unassigned_transcript_248	SA_RS01400	SA_RS01400
unassigned_transcript_249	SA_RS01405	SA_RS01405
unassigned_transcript_250	SA_RS01410	SA_RS01410
unassigned_transcript_251	SA_RS01415	SA_RS01415
unassigned_transcript_252	SA_RS01420	SA_RS01420
unassigned_transcript_253	SA_RS01425	SA_RS01425
unassigned_transcript_254	SA_RS01430	SA_RS01430
unassigned_transcript_255	SA_RS01435	SA_RS01435
unassigned_transcript_256	SA_RS01440	SA_RS01440
unassigned_transcript_257	SA_RS01445	SA_RS01445
unassigned_transcript_258	SA_RS01450	SA_RS01450
unassigned_transcript_259	SA_RS01455	SA_RS01455
unassigned_transcript_260	SA_RS01460	SA_RS01460
unassigned_transcript_261	SA_RS01465	SA_RS01465
unassigned_transcript_262	SA_RS01470	SA_RS01470
unassigned_transcript_263	SA_RS01475	SA_RS01475
unassigned_transcript_264	SA_RS01480	SA_RS01480
unassigned_transcript_265	SA_RS01485	SA_RS01485
unassigned_transcript_266	SA_RS01490	SA_RS01490
unassigned_transcript_267	SA_RS01495	SA_RS01495
unassigned_transcript_268	SA_RS01500	SA_RS01500
unassigned_transcript_269	SA_RS01510	SA_RS01510
unassigned_transcript_270	SA_RS01515	SA_RS01515
unassigned_transcript_271	SA_RS01520	SA_RS01520
unassigned_transcript_272	SA_RS01525	SA_RS01525
unassigned_transcript_273	SA_RS01530	SA_RS01530
unassigned_transcript_274	SA_RS01535	SA_RS01535
unassigned_transcript_275	SA_RS14450	SA_RS14450
unassigned_transcript_276	SA_RS01545	SA_RS01545
unassigned_transcript_277	SA_RS01550	SA_RS01550
unassigned_transcript_278	SA_RS01555	SA_RS01555
unassigned_transcript_279	SA_RS01560	SA_RS01560
unassigned_transcript_280	SA_RS01565	SA_RS01565
unassigned_transcript_281	SA_RS01570	SA_RS01570
unassigned_transcript_282	SA_RS01575	SA_RS01575
unassigned_transcript_283	SA_RS01580	SA_RS01580
unassigned_transcript_284	SA_RS01585	SA_RS01585
unassigned_transcript_285	SA_RS01590	SA_RS01590
unassigned_transcript_286	SA_RS01595	SA_RS01595
unassigned_transcript_287	SA_RS01600	SA_RS01600
unassigned_transcript_288	SA_RS01605	SA_RS01605
unassigned_transcript_289	SA_RS01610	SA_RS01610
unassigned_transcript_290	SA_RS01615	SA_RS01615
unassigned_transcript_291	SA_RS01620	SA_RS01620
unassigned_transcript_292	SA_RS01625	SA_RS01625
unassigned_transcript_293	SA_RS01630	SA_RS01630
unassigned_transcript_294	SA_RS01635	SA_RS01635
unassigned_transcript_295	SA_RS01640	SA_RS01640
unassigned_transcript_296	SA_RS01645	SA_RS01645
unassigned_transcript_297	SA_RS01650	SA_RS01650
unassigned_transcript_298	SA_RS01655	SA_RS01655
unassigned_transcript_299	SA_RS01660	SA_RS01660
unassigned_transcript_300	SA_RS01665	SA_RS01665
unassigned_transcript_301	SA_RS01670	SA_RS01670
unassigned_transcript_302	SA_RS01675	SA_RS01675
unassigned_transcript_303	SA_RS01680	SA_RS01680
unassigned_transcript_304	SA_RS01685	SA_RS01685
unassigned_transcript_305	SA_RS01690	SA_RS01690
unassigned_transcript_306	SA_RS01695	SA_RS01695
unassigned_transcript_307	SA_RS01700	SA_RS01700
unassigned_transcript_308	SA_RS01705	SA_RS01705
unassigned_transcript_309	SA_RS01710	SA_RS01710
unassigned_transcript_310	SA_RS01720	SA_RS01720
unassigned_transcript_311	SA_RS01725	SA_RS01725
unassigned_transcript_312	SA_RS15340	SA_RS15340
unassigned_transcript_313	SA_RS01730	SA_RS01730
unassigned_transcript_314	SA_RS01735	SA_RS01735
unassigned_transcript_315	SA_RS01740	SA_RS01740
unassigned_transcript_316	SA_RS01745	SA_RS01745
unassigned_transcript_317	SA_RS01750	SA_RS01750
unassigned_transcript_318	SA_RS01755	SA_RS01755
unassigned_transcript_319	SA_RS01760	SA_RS01760
unassigned_transcript_320	SA_RS01765	SA_RS01765
unassigned_transcript_321	SA_RS01770	SA_RS01770
unassigned_transcript_322	SA_RS01775	SA_RS01775
unassigned_transcript_323	SA_RS01780	SA_RS01780
unassigned_transcript_324	SA_RS01785	SA_RS01785
unassigned_transcript_325	SA_RS01790	SA_RS01790
unassigned_transcript_326	SA_RS01795	SA_RS01795
unassigned_transcript_327	SA_RS01800	SA_RS01800
unassigned_transcript_328	SA_RS01805	SA_RS01805
unassigned_transcript_329	SA_RS01810	SA_RS01810
unassigned_transcript_330	SA_RS01815	SA_RS01815
unassigned_transcript_331	SA_RS01820	SA_RS01820
unassigned_transcript_332	SA_RS01825	SA_RS01825
unassigned_transcript_333	SA_RS01830	SA_RS01830
unassigned_transcript_334	SA_RS01835	SA_RS01835
unassigned_transcript_335	SA_RS01840	SA_RS01840
unassigned_transcript_336	SA_RS01845	SA_RS01845
unassigned_transcript_337	SA_RS01850	SA_RS01850
unassigned_transcript_338	SA_RS01855	SA_RS01855
unassigned_transcript_339	SA_RS01860	SA_RS01860
unassigned_transcript_340	SA_RS01865	SA_RS01865
unassigned_transcript_341	SA_RS01870	SA_RS01870
unassigned_transcript_342	SA_RS01875	SA_RS01875
unassigned_transcript_343	SA_RS01880	SA_RS01880
unassigned_transcript_344	SA_RS01885	SA_RS01885
unassigned_transcript_345	SA_RS01895	SA_RS01895
unassigned_transcript_346	SA_RS01900	SA_RS01900
unassigned_transcript_347	SA_RS01905	SA_RS01905
unassigned_transcript_348	SA_RS01910	SA_RS01910
unassigned_transcript_349	SA_RS01915	SA_RS01915
unassigned_transcript_350	SA_RS01920	SA_RS01920
unassigned_transcript_351	SA_RS01925	SA_RS01925
unassigned_transcript_352	SA_RS01930	SA_RS01930
unassigned_transcript_353	SA_RS01935	SA_RS01935
unassigned_transcript_354	SA_RS01940	SA_RS01940
unassigned_transcript_355	SA_RS01945	SA_RS01945
unassigned_transcript_356	SA_RS01950	SA_RS01950
unassigned_transcript_357	SA_RS01960	SA_RS01960
unassigned_transcript_358	SA_RS01965	SA_RS01965
unassigned_transcript_359	SA_RS01970	SA_RS01970
unassigned_transcript_360	SA_RS01975	SA_RS01975
unassigned_transcript_361	SA_RS01980	SA_RS01980
unassigned_transcript_362	SA_RS01985	SA_RS01985
unassigned_transcript_363	SA_RS01990	SA_RS01990
unassigned_transcript_364	SA_RS01995	SA_RS01995
unassigned_transcript_365	SA_RS02000	SA_RS02000
unassigned_transcript_366	SA_RS02005	SA_RS02005
unassigned_transcript_367	SA_RS02010	SA_RS02010
unassigned_transcript_368	SA_RS02015	SA_RS02015
unassigned_transcript_369	SA_RS02020	SA_RS02020
unassigned_transcript_370	SA_RS02025	SA_RS02025
unassigned_transcript_371	SA_RS02030	SA_RS02030
unassigned_transcript_372	SA_RS14480	SA_RS14480
unassigned_transcript_373	SA_RS02040	SA_RS02040
unassigned_transcript_374	SA_RS02045	SA_RS02045
unassigned_transcript_375	SA_RS02050	SA_RS02050
unassigned_transcript_376	SA_RS02055	SA_RS02055
unassigned_transcript_377	SA_RS02060	SA_RS02060
unassigned_transcript_378	SA_RS02065	SA_RS02065
unassigned_transcript_379	SA_RS02070	SA_RS02070
unassigned_transcript_380	SA_RS02075	SA_RS02075
unassigned_transcript_381	SA_RS02080	SA_RS02080
unassigned_transcript_382	SA_RS02085	SA_RS02085
unassigned_transcript_383	SA_RS02090	SA_RS02090
unassigned_transcript_384	SA_RS02095	SA_RS02095
unassigned_transcript_385	SA_RS02100	SA_RS02100
unassigned_transcript_386	SA_RS02105	SA_RS02105
unassigned_transcript_387	SA_RS02110	SA_RS02110
unassigned_transcript_388	SA_RS02115	SA_RS02115
unassigned_transcript_389	SA_RS15515	SA_RS15515
unassigned_transcript_390	SA_RS02120	SA_RS02120
unassigned_transcript_391	SA_RS02125	SA_RS02125
unassigned_transcript_392	SA_RS02130	SA_RS02130
unassigned_transcript_393	SA_RS02135	SA_RS02135
unassigned_transcript_394	SA_RS02140	SA_RS02140
unassigned_transcript_395	SA_RS02145	SA_RS02145
unassigned_transcript_396	SA_RS02150	SA_RS02150
unassigned_transcript_397	SA_RS02155	SA_RS02155
unassigned_transcript_398	SA_RS02160	SA_RS02160
unassigned_transcript_399	SA_RS02165	SA_RS02165
unassigned_transcript_400	SA_RS02170	SA_RS02170
unassigned_transcript_401	SA_RS02175	SA_RS02175
unassigned_transcript_402	SA_RS02180	SA_RS02180
unassigned_transcript_403	SA_RS02185	SA_RS02185
unassigned_transcript_404	SA_RS02190	SA_RS02190
unassigned_transcript_405	SA_RS02195	SA_RS02195
unassigned_transcript_406	SA_RS02200	SA_RS02200
unassigned_transcript_407	SA_RS02205	SA_RS02205
unassigned_transcript_408	SA_RS02210	SA_RS02210
unassigned_transcript_409	SA_RS02220	SA_RS02220
unassigned_transcript_410	SA_RS02225	SA_RS02225
unassigned_transcript_411	SA_RS02230	SA_RS02230
unassigned_transcript_412	SA_RS02235	SA_RS02235
unassigned_transcript_413	SA_RS02240	SA_RS02240
unassigned_transcript_414	SA_RS02245	SA_RS02245
unassigned_transcript_415	SA_RS02250	SA_RS02250
unassigned_transcript_416	SA_RS02255	SA_RS02255
unassigned_transcript_417	SA_RS02260	SA_RS02260
unassigned_transcript_418	SA_RS02265	SA_RS02265
unassigned_transcript_419	SA_RS02270	SA_RS02270
unassigned_transcript_420	SA_RS02275	SA_RS02275
unassigned_transcript_421	SA_RS02280	SA_RS02280
unassigned_transcript_422	SA_RS02285	SA_RS02285
unassigned_transcript_423	SA_RS02290	SA_RS02290
unassigned_transcript_424	SA_RS02295	SA_RS02295
unassigned_transcript_425	SA_RS02300	SA_RS02300
unassigned_transcript_426	SA_RS02305	SA_RS02305
unassigned_transcript_427	SA_RS02310	SA_RS02310
unassigned_transcript_428	SA_RS02315	SA_RS02315
unassigned_transcript_429	SA_RS02320	SA_RS02320
unassigned_transcript_430	SA_RS02325	SA_RS02325
unassigned_transcript_431	SA_RS02330	SA_RS02330
unassigned_transcript_432	SA_RS02335	SA_RS02335
unassigned_transcript_433	SA_RS02340	SA_RS02340
unassigned_transcript_434	SA_RS15455	SA_RS15455
unassigned_transcript_435	SA_RS15060	SA_RS15060
unassigned_transcript_436	SA_RS14495	SA_RS14495
unassigned_transcript_437	SA_RS15065	SA_RS15065
unassigned_transcript_438	SA_RS15070	SA_RS15070
unassigned_transcript_439	SA_RS02350	SA_RS02350
unassigned_transcript_440	SA_RS02355	SA_RS02355
unassigned_transcript_441	SA_RS02360	SA_RS02360
unassigned_transcript_442	SA_RS14500	SA_RS14500
unassigned_transcript_443	SA_RS02370	SA_RS02370
unassigned_transcript_444	SA_RS02375	SA_RS02375
unassigned_transcript_445	SA_RS02380	SA_RS02380
unassigned_transcript_446	SA_RS02385	SA_RS02385
unassigned_transcript_447	SA_RS02390	SA_RS02390
unassigned_transcript_448	SA_RS02395	SA_RS02395
unassigned_transcript_449	SA_RS02400	SA_RS02400
unassigned_transcript_450	SA_RS02405	SA_RS02405
unassigned_transcript_451	SA_RS02410	SA_RS02410
unassigned_transcript_452	SA_RS02415	SA_RS02415
unassigned_transcript_453	SA_RS02420	SA_RS02420
unassigned_transcript_454	SA_RS02425	SA_RS02425
unassigned_transcript_455	SA_RS02430	SA_RS02430
unassigned_transcript_456	SA_RS02435	SA_RS02435
unassigned_transcript_457	SA_RS02440	SA_RS02440
unassigned_transcript_458	SA_RS02445	SA_RS02445
unassigned_transcript_459	SA_RS02450	SA_RS02450
unassigned_transcript_460	SA_RS02455	SA_RS02455
unassigned_transcript_461	SA_RS02460	SA_RS02460
unassigned_transcript_462	SA_RS02465	SA_RS02465
unassigned_transcript_463	SA_RS02470	SA_RS02470
unassigned_transcript_464	SA_RS14330	SA_RS14330
unassigned_transcript_465	SA_RS02475	SA_RS02475
unassigned_transcript_466	SA_RS02480	SA_RS02480
unassigned_transcript_467	SA_RS02485	SA_RS02485
unassigned_transcript_468	SA_RS02490	SA_RS02490
unassigned_transcript_469	SA_RS02495	SA_RS02495
unassigned_transcript_470	SA_RS02500	SA_RS02500
unassigned_transcript_471	SA_RS02505	SA_RS02505
unassigned_transcript_472	SA_RS02510	SA_RS02510
unassigned_transcript_473	SA_RS02515	SA_RS02515
unassigned_transcript_474	SA_RS02520	SA_RS02520
unassigned_transcript_475	SA_RS02525	SA_RS02525
unassigned_transcript_476	SA_RS02530	SA_RS02530
unassigned_transcript_477	SA_RS02535	SA_RS02535
unassigned_transcript_478	SA_RS02540	SA_RS02540
unassigned_transcript_479	SA_RS02550	SA_RS02550
unassigned_transcript_480	SA_RS02555	SA_RS02555
unassigned_transcript_481	SA_RS02560	SA_RS02560
unassigned_transcript_482	SA_RS02565	SA_RS02565
unassigned_transcript_483	SA_RS02570	SA_RS02570
unassigned_transcript_484	SA_RS02575	SA_RS02575
unassigned_transcript_485	SA_RS02585	SA_RS02585
unassigned_transcript_486	SA_RS02590	SA_RS02590
unassigned_transcript_487	SA_RS02595	SA_RS02595
unassigned_transcript_488	SA_RS02600	SA_RS02600
unassigned_transcript_489	SA_RS02605	SA_RS02605
unassigned_transcript_490	SA_RS02610	SA_RS02610
unassigned_transcript_491	SA_RS02615	SA_RS02615
unassigned_transcript_492	SA_RS02620	SA_RS02620
unassigned_transcript_493	SA_RS02625	SA_RS02625
unassigned_transcript_494	SA_RS02630	SA_RS02630
unassigned_transcript_495	SA_RS02635	SA_RS02635
unassigned_transcript_496	SA_RS02640	SA_RS02640
unassigned_transcript_497	SA_RS02650	SA_RS02650
unassigned_transcript_498	SA_RS02655	SA_RS02655
unassigned_transcript_499	SA_RS02660	SA_RS02660
unassigned_transcript_500	SA_RS02665	SA_RS02665
unassigned_transcript_501	SA_RS02670	SA_RS02670
unassigned_transcript_502	SA_RS02675	SA_RS02675
unassigned_transcript_503	SA_RS02680	SA_RS02680
unassigned_transcript_504	SA_RS02685	SA_RS02685
unassigned_transcript_505	SA_RS02690	SA_RS02690
unassigned_transcript_506	SA_RS02695	SA_RS02695
unassigned_transcript_507	SA_RS02700	SA_RS02700
unassigned_transcript_508	SA_RS02705	SA_RS02705
unassigned_transcript_509	SA_RS02710	SA_RS02710
unassigned_transcript_510	SA_RS02715	SA_RS02715
unassigned_transcript_511	SA_RS02720	SA_RS02720
unassigned_transcript_512	SA_RS02725	SA_RS02725
unassigned_transcript_513	SA_RS02730	SA_RS02730
unassigned_transcript_514	SA_RS02735	SA_RS02735
unassigned_transcript_515	SA_RS02740	SA_RS02740
unassigned_transcript_516	SA_RS02745	SA_RS02745
unassigned_transcript_517	SA_RS02750	SA_RS02750
